frame,host_seconds,emulated_seconds
225,3.868319200,3.884112038841
226,3.885224900,3.901374759014
227,3.902393200,3.918637479186
228,3.919698600,3.935900199359
229,3.936999500,3.953162919532
230,3.954575800,3.970425639704
231,3.971539000,3.987688359877
232,3.989321600,4.004951080050
233,4.006164900,4.022213800222
234,4.023310400,4.039476520395
235,4.040436000,4.056739240567
236,4.058184300,4.074001960740
237,4.075093400,4.091264680913
238,4.092215500,4.108527401085
239,4.109906600,4.125790121258
240,4.127866800,4.143052841431
241,4.146773400,4.160315561603
242,4.162939200,4.177578281776
243,4.179762900,4.194841001948
244,4.198042800,4.212103722121
245,4.214158100,4.229366442294
246,4.231215000,4.246629162466
247,4.248294300,4.263891882639
248,4.266184300,4.281154602812
249,4.284854500,4.298417322984
250,4.300104300,4.315680043157
251,4.317572200,4.332942763329
252,4.335435900,4.350205483502
253,4.352520700,4.367468203675
254,4.368549400,4.384730923847
255,4.386116000,4.401993644020
256,4.403371600,4.419256364193
257,4.420243400,4.436519084365
258,4.437685900,4.453781804538
259,4.454913600,4.471044524710
260,4.472394800,4.488307244883
261,4.489477800,4.505569965056
262,4.506583800,4.522832685228
263,4.523810200,4.540095405401
264,4.541182400,4.557358125574
265,4.559498300,4.574620845746
266,4.576148400,4.591883565919
267,4.593053300,4.609146286091
268,4.610622700,4.626409006264
269,4.627612800,4.643671726437
270,4.644757400,4.660934446609
271,4.662664200,4.678197166782
272,4.680030900,4.695459886955
273,4.698939300,4.712722607127
274,4.714658300,4.729985327300
275,4.731561100,4.747248047472
276,4.749079800,4.764510767645
277,4.767493700,4.781773487818
278,4.784702400,4.799036207990
279,4.801315700,4.816298928163
280,4.818456800,4.833561648336
281,4.835502600,4.850824368508
282,4.853107400,4.868087088681
283,4.870587800,4.885349808853
284,4.887114100,4.902612529026
285,4.904541900,4.919875249199
286,4.923194200,4.937137969371
287,4.938368400,4.954400689544
288,4.955869100,4.971663409717
289,4.972833800,4.988926129889
290,4.989976900,5.006188850062
291,5.007305000,5.023451570235
292,5.024762500,5.040714290407
293,5.041834800,5.057977010580
294,5.059360300,5.075239730752
295,5.076618200,5.092502450925
296,5.093739700,5.109765171098
297,5.110914200,5.127027891270
298,5.129547800,5.144290611443
299,5.146322900,5.161553331616
300,5.163997800,5.178816051788
301,5.179796900,5.196078771961
302,5.197717500,5.213341492133
303,5.215294700,5.230604212306
304,5.232186600,5.247866932479
305,5.248935400,5.265129652651
306,5.267390200,5.282392372824
307,5.284010600,5.299655092997
308,5.301372800,5.316917813169
309,5.318458100,5.334180533342
310,5.336121600,5.351443253514
311,5.353683600,5.368705973687
312,5.370412800,5.385968693860
313,5.387844000,5.403231414032
314,5.404980700,5.420494134205
315,5.422414700,5.437756854378
316,5.439953600,5.455019574550
317,5.457659800,5.472282294723
318,5.475002700,5.489545014895
319,5.491118400,5.506807735068
320,5.508034100,5.524070455241
321,5.525201400,5.541333175413
322,5.542634500,5.558595895586
323,5.563406200,5.575858615759
324,5.577692600,5.593121335931
325,5.594513500,5.610384056104
326,5.611555900,5.627646776276
327,5.629397600,5.644909496449
328,5.646267900,5.662172216622
329,5.663495200,5.679434936794
330,5.680511400,5.696697656967
331,5.697795300,5.713960377140
332,5.715305100,5.731223097312
333,5.732730700,5.748485817485
334,5.749571100,5.765748537657
335,5.766732800,5.783011257830
336,5.784572300,5.800273978003
337,5.801662200,5.817536698175
338,5.819474200,5.834799418348
339,5.836332900,5.852062138521
340,5.854001000,5.869324858693
341,5.870875300,5.886587578866
342,5.888322600,5.903850299039
343,5.906002100,5.921113019211
344,5.923541700,5.938375739384
345,5.940096500,5.955638459556
346,5.957410800,5.972901179729
347,5.974659700,5.990163899902
348,5.992008800,6.007426620074
349,6.009369400,6.024689340247
350,6.026574700,6.041952060420
351,6.044504300,6.059214780592
352,6.061746500,6.076477500765
353,6.077807400,6.093740220937
354,6.095436200,6.111002941110
355,6.112385500,6.128265661283
356,6.129648700,6.145528381455
357,6.146941300,6.162791101628
358,6.163948100,6.180053821801
359,6.181181500,6.197316541973
360,6.199513000,6.214579262146
361,6.215833100,6.231841982318
362,6.232860400,6.249104702491
363,6.250083900,6.266367422664
364,6.267779700,6.283630142836
365,6.284794300,6.300892863009
366,6.302597500,6.318155583182
367,6.319802300,6.335418303354
368,6.337759500,6.352681023527
369,6.355310000,6.369943743699
370,6.371103600,6.387206463872
371,6.389860600,6.404469184045
372,6.406294900,6.421731904217
373,6.424318300,6.438994624390
374,6.441067000,6.456257344563
375,6.458621100,6.473520064735
376,6.475523300,6.490782784908
377,6.493810400,6.508045505080
378,6.510191100,6.525308225253
379,6.528280200,6.542570945426
380,6.544809400,6.559833665598
381,6.562262800,6.577096385771
382,6.579727100,6.594359105944
383,6.596301200,6.611621826116
384,6.613826200,6.628884546289
385,6.630801300,6.646147266461
386,6.647423400,6.663409986634
387,6.664441000,6.680672706807
388,6.681818100,6.697935426979
389,6.699252900,6.715198147152
390,6.716258900,6.732460867325
391,6.733789700,6.749723587497
392,6.750747800,6.766986307670
393,6.768041700,6.784249027842
394,6.785477600,6.801511748015
395,6.802529300,6.818774468188
396,6.820037800,6.836037188360
397,6.837427900,6.853299908533
398,6.855000300,6.870562628706
399,6.872131900,6.887825348878
400,6.889272800,6.905088069051
401,6.906205500,6.922350789224
402,6.923682300,6.939613509396
403,6.940731500,6.956876229569
404,6.957972100,6.974138949741
405,6.976317500,6.991401669914
406,6.993615000,7.008664390087
407,7.010718600,7.025927110259
408,7.028248700,7.043189830432
409,7.045231100,7.060452550605
410,7.062505600,7.077715270777
411,7.081305900,7.094977990950
412,7.097611000,7.112240711122
413,7.115880500,7.129503431295
414,7.131988100,7.146766151468
415,7.148521800,7.164028871640
416,7.165697300,7.181291591813
417,7.183269200,7.198554311986
418,7.200104600,7.215817032158
419,7.216866700,7.233079752331
420,7.234215900,7.250342472503
421,7.251503100,7.267605192676
422,7.269353800,7.284867912849
423,7.286157100,7.302130633021
424,7.303389900,7.319393353194
425,7.320594200,7.336656073367
426,7.337877500,7.353918793539
427,7.354933300,7.371181513712
428,7.372623000,7.388444233884
429,7.390019900,7.405706954057
430,7.407458700,7.422969674230
431,7.424016800,7.440232394402
432,7.441248100,7.457495114575
433,7.459015000,7.474757834748
434,7.476885100,7.492020554920
435,7.494074500,7.509283275093
436,7.511041800,7.526545995265
437,7.527684000,7.543808715438
438,7.545389900,7.561071435611
439,7.564147300,7.578334155783
440,7.581274000,7.595596875956
441,7.598225000,7.612859596129
442,7.615392300,7.630122316301
443,7.631711800,7.647385036474
444,7.648571300,7.664647756646
445,7.666815300,7.681910476819
446,7.683734400,7.699173196992
447,7.700863000,7.716435917164
448,7.717838600,7.733698637337
449,7.735300000,7.750961357510
450,7.752799900,7.768224077682
451,7.770052900,7.785486797855
452,7.787249300,7.802749518027
453,7.804553700,7.820012238200
454,7.821576800,7.837274958373
455,7.838760500,7.854537678545
456,7.855994600,7.871800398718
457,7.873114400,7.889063118891
458,7.890944300,7.906325839063
459,7.908658800,7.923588559236
460,7.926402400,7.940851279409
461,7.943365700,7.958113999581
462,7.961028800,7.975376719754
463,7.978042400,7.992639439926
464,7.995372100,8.009902160099
465,8.012197300,8.027164880272
466,8.029222500,8.044427600444
467,8.047024800,8.061690320617
468,8.063962800,8.078953040790
469,8.081517700,8.096215760962
470,8.098374400,8.113478481135
471,8.115762100,8.130741201307
472,8.132951000,8.148003921480
473,8.150011400,8.165266641653
474,8.167467000,8.182529361825
475,8.184901900,8.199792081998
476,8.201740700,8.217054802171
477,8.218841900,8.234317522343
478,8.236730000,8.251580242516
479,8.253537400,8.268842962688
480,8.271033400,8.286105682861
481,8.288578500,8.303368403034
482,8.305428200,8.320631123206
483,8.323108600,8.337893843379
484,8.340271900,8.355156563552
485,8.357230700,8.372419283724
486,8.374809600,8.389682003897
487,8.391641900,8.406944724069
488,8.409203600,8.424207444242
489,8.426504200,8.441470164415
490,8.444533900,8.458732884587
491,8.462157800,8.475995604760
492,8.478783100,8.493258324933
493,8.495684100,8.510521045105
494,8.512771200,8.527783765278
495,8.529758700,8.545046485450
496,8.547224600,8.562309205623
497,8.565423400,8.579571925796
498,8.581866700,8.596834645968
499,8.598940500,8.614097366141
500,8.616129300,8.631360086314
501,8.633401000,8.648622806486
502,8.650377700,8.665885526659
503,8.667902200,8.683148246831
504,8.685134900,8.700410967004
505,8.702406700,8.717673687177
506,8.719486400,8.734936407349
507,8.737091000,8.752199127522
508,8.753816400,8.769461847695
509,8.771474100,8.786724567867
510,8.788764700,8.803987288040
511,8.806179600,8.821250008213
512,8.823181900,8.838512728385
513,8.840417100,8.855775448558
514,8.857800800,8.873038168730
515,8.875368400,8.890300888903
516,8.892564800,8.907563609076
517,8.909397300,8.924826329248
518,8.927764300,8.942089049421
519,8.945141400,8.959351769594
520,8.961660500,8.976614489766
521,8.978449300,8.993877209939
522,8.995968500,9.011139930111
523,9.013582900,9.028402650284
524,9.030945700,9.045665370457
525,9.048044500,9.062928090629
526,9.064807800,9.080190810802
527,9.082113600,9.097453530975
528,9.099437400,9.114716251147
529,9.116912300,9.131978971320
530,9.134013200,9.149241691492
531,9.151327600,9.166504411665
532,9.168993900,9.183767131838
533,9.186111500,9.201029852010
534,9.203312400,9.218292572183
535,9.220224500,9.235555292356
536,9.237962100,9.252818012528
537,9.254633600,9.270080732701
538,9.272063000,9.287343452873
539,9.289622400,9.304606173046
540,9.306629500,9.321868893219
541,9.323961900,9.339131613391
542,9.341046000,9.356394333564
543,9.358219200,9.373657053737
544,9.375605300,9.390919773909
545,9.393230400,9.408182494082
546,9.414203200,9.425445214254
547,9.428179000,9.442707934427
548,9.445251400,9.459970654600
549,9.462960500,9.477233374772
550,9.479939600,9.494496094945
551,9.497569400,9.511758815118
552,9.514967800,9.529021535290
553,9.532012900,9.546284255463
554,9.549899900,9.563546975635
555,9.565727600,9.580809695808
556,9.583398100,9.598072415981
557,9.600383000,9.615335136153
558,9.617668400,9.632597856326
559,9.634475600,9.649860576499
560,9.651696800,9.667123296671
561,9.669050300,9.684386016844
562,9.686256900,9.701648737016
563,9.703720000,9.718911457189
564,9.720915000,9.736174177362
565,9.738312900,9.753436897534
566,9.755568900,9.770699617707
567,9.772631800,9.787962337880
568,9.789941600,9.805225058052
569,9.807328100,9.822487778225
570,9.824908000,9.839750498398
571,9.841474100,9.857013218570
572,9.859790400,9.874275938743
573,9.876293800,9.891538658915
574,9.893975000,9.908801379088
575,9.911105100,9.926064099261
576,9.928164600,9.943326819433
577,9.946580900,9.960589539606
578,9.962354700,9.977852259779
579,9.980375200,9.995114979951
580,9.999177800,10.012377700124
581,10.015481900,10.029640420296
582,10.032136600,10.046903140469
583,10.048938700,10.064165860642
584,10.066341800,10.081428580814
585,10.083639800,10.098691300987
586,10.100548300,10.115954021160
587,10.117913500,10.133216741332
588,10.136351000,10.150479461505
589,10.152211200,10.167742181677
590,10.169616000,10.185004901850
591,10.187408400,10.202267622023
592,10.203856600,10.219530342195
593,10.221157900,10.236793062368
594,10.239011600,10.254055782541
595,10.255601500,10.271318502713
596,10.273177500,10.288581222886
597,10.290188000,10.305843943058
598,10.307811800,10.323106663231
599,10.324689500,10.340369383404
600,10.342187100,10.357632103576
601,10.359326100,10.374894823749
602,10.376368400,10.392157543922
603,10.393644900,10.409420264094
604,10.411718000,10.426682984267
605,10.428671200,10.443945704439
606,10.445633600,10.461208424612
607,10.462643100,10.478471144785
608,10.480654500,10.495733864957
609,10.497444700,10.512996585130
610,10.514698400,10.530259305303
611,10.531832300,10.547522025475
612,10.549228700,10.564784745648
613,10.566211900,10.582047465820
614,10.583574300,10.599310185993
615,10.601021800,10.616572906166
616,10.618634100,10.633835626338
617,10.635476700,10.651098346511
618,10.652609700,10.668361066684
619,10.670079700,10.685623786856
620,10.686983600,10.702886507029
621,10.704075800,10.720149227201
622,10.721832800,10.737411947374
623,10.739119000,10.754674667547
624,10.756484300,10.771937387719
625,10.773517300,10.789200107892
626,10.790937300,10.806462828065
627,10.808214500,10.823725548237
628,10.825535800,10.840988268410
629,10.842386300,10.858250988583
630,10.861533700,10.875513708755
631,10.878147900,10.892776428928
632,10.895365700,10.910039149100
633,10.912611800,10.927301869273
634,10.928929700,10.944564589446
635,10.946617900,10.961827309618
636,10.964142200,10.979090029791
637,10.980682100,10.996352749964
638,10.998811600,11.013615470136
639,11.015650700,11.030878190309
640,11.032445900,11.048140910481
641,11.050489700,11.065403630654
642,11.067006700,11.082666350827
643,11.084194600,11.099929070999
644,11.103418800,11.117191791172
645,11.118767100,11.134454511345
646,11.137529600,11.151717231517
647,11.153472600,11.168979951690
648,11.170728500,11.186242671862
649,11.187492900,11.203505392035
650,11.205048300,11.220768112208
651,11.222600500,11.238030832380
652,11.240594600,11.255293552553
653,11.257694700,11.272556272726
654,11.274686800,11.289818992898
655,11.291819900,11.307081713071
656,11.308847200,11.324344433243
657,11.326290800,11.341607153416
658,11.343994800,11.358869873589
659,11.360763600,11.376132593761
660,11.378237000,11.393395313934
661,11.395270600,11.410658034107
662,11.412572700,11.427920754279
663,11.430441200,11.445183474452
664,11.446882300,11.462446194624
665,11.463969100,11.479708914797
666,11.481463600,11.496971634970
667,11.498752000,11.514234355142
668,11.516305900,11.531497075315
669,11.533289900,11.548759795488
670,11.550992700,11.566022515660
671,11.568054700,11.583285235833
672,11.586357700,11.600547956005
673,11.602268100,11.617810676178
674,11.619784500,11.635073396351
675,11.637216900,11.652336116523
676,11.654269000,11.669598836696
677,11.671449200,11.686861556869
678,11.688502800,11.704124277041
679,11.705867100,11.721386997214
680,11.723150100,11.738649717386
681,11.740598700,11.755912437559
682,11.758096900,11.773175157732
683,11.775077500,11.790437877904
684,11.792208200,11.807700598077
685,11.809760700,11.824963318250
686,11.827081800,11.842226038422
687,11.844398300,11.859488758595
688,11.861657400,11.876751478768
689,11.878682700,11.894014198940
690,11.896471500,11.911276919113
691,11.913256800,11.928539639285
692,11.930399400,11.945802359458
693,11.947834600,11.963065079631
694,11.965265500,11.980327799803
695,11.982054700,11.997590519976
696,11.999599600,12.014853240149
697,12.016838800,12.032115960321
698,12.034311100,12.049378680494
699,12.051519500,12.066641400666
700,12.069038200,12.083904120839
701,12.085787500,12.101166841012
702,12.102809700,12.118429561184
703,12.120575500,12.135692281357
704,12.137670700,12.152955001530
705,12.154467800,12.170217721702
706,12.171892500,12.187480441875
707,12.189345500,12.204743162047
708,12.206385000,12.222005882220
709,12.223850800,12.239268602393
710,12.241338800,12.256531322565
711,12.258883200,12.273794042738
712,12.275674800,12.291056762911
713,12.292788200,12.308319483083
714,12.309988000,12.325582203256
715,12.327521500,12.342844923428
716,12.344718500,12.360107643601
717,12.361847400,12.377370363774
718,12.379024100,12.394633083946
719,12.396773800,12.411895804119
720,12.414260600,12.429158524292
721,12.430841700,12.446421244464
722,12.448350500,12.463683964637
723,12.465592800,12.480946684809
724,12.482829200,12.498209404982
725,12.500309400,12.515472125155
726,12.517214000,12.532734845327
727,12.534822000,12.549997565500
728,12.552024600,12.567260285673
729,12.569299500,12.584523005845
730,12.586865300,12.601785726018
731,12.603886100,12.619048446190
732,12.621431000,12.636311166363
733,12.638315000,12.653573886536
734,12.655479600,12.670836606708
735,12.672549600,12.688099326881
736,12.690731500,12.705362047054
737,12.707389200,12.722624767226
738,12.724350400,12.739887487399
739,12.742190000,12.757150207572
740,12.757712600,12.774412927744
741,12.775113000,12.791675647917
742,12.794274300,12.808938368089
743,12.810165300,12.826201088262
744,12.828793800,12.843463808435
745,12.845855200,12.860726528607
746,12.862568300,12.877989248780
747,12.880257100,12.895251968953
748,12.897742600,12.912514689125
749,12.914559200,12.929777409298
750,12.931728300,12.947040129470
751,12.949033300,12.964302849643
752,12.966637100,12.981565569816
753,12.983734000,12.998828289988
754,13.001027100,13.016091010161
755,13.018604200,13.033353730334
756,13.036402400,13.050616450506
757,13.052998300,13.067879170679
758,13.072169400,13.085141890851
759,13.087697100,13.102404611024
760,13.105027500,13.119667331197
761,13.123396900,13.136930051369
762,13.139301300,13.154192771542
763,13.156509700,13.171455491715
764,13.173551300,13.188718211887
765,13.190967100,13.205980932060
766,13.209941700,13.223243652232
767,13.226562400,13.240506372405
768,13.246844400,13.257769092578
769,13.259997700,13.275031812750
770,13.277513200,13.292294532923
771,13.294338700,13.309557253096
772,13.311812000,13.326819973268
773,13.329280900,13.344082693441
774,13.346640700,13.361345413613
775,13.364039500,13.378608133786
776,13.380790900,13.395870853959
777,13.397790400,13.413133574131
778,13.415187200,13.430396294304
779,13.432762800,13.447659014477
780,13.449831400,13.464921734649
781,13.467853700,13.482184454822
782,13.484689400,13.499447174994
783,13.501960100,13.516709895167
784,13.519772300,13.533972615340
785,13.536225800,13.551235335512
786,13.553170100,13.568498055685
787,13.570830100,13.585760775858
788,13.587717300,13.603023496030
789,13.605383400,13.620286216203
790,13.622359300,13.637548936375
791,13.639801200,13.654811656548
792,13.656754200,13.672074376721
793,13.674149400,13.689337096893
794,13.691237600,13.706599817066
795,13.708915200,13.723862537239
796,13.726472800,13.741125257411
797,13.744139300,13.758387977584
798,13.760967000,13.775650697757
799,13.777601700,13.792913417929
800,13.795391800,13.810176138102
801,13.813179900,13.827438858274
802,13.829793000,13.844701578447
803,13.847168200,13.861964298620
804,13.864055800,13.879227018792
805,13.882340300,13.896489738965
806,13.898868600,13.913752459138
807,13.915847200,13.931015179310
808,13.933495500,13.948277899483
809,13.950761900,13.965540619655
810,13.967678100,13.982803339828
811,13.986338600,14.000066060001
812,14.002623900,14.017328780173
813,14.019542000,14.034591500346
814,14.036684400,14.051854220519
815,14.054077400,14.069116940691
816,14.071177900,14.086379660864
817,14.088562200,14.103642381036
818,14.105744600,14.120905101209
819,14.123284100,14.138167821382
820,14.140620700,14.155430541554
821,14.158315600,14.172693261727
822,14.174829300,14.189955981900
823,14.192191300,14.207218702072
824,14.209632400,14.224481422245
825,14.226727400,14.241744142417
826,14.244425400,14.259006862590
827,14.261405700,14.276269582763
828,14.279144200,14.293532302935
829,14.296813000,14.310795023108
830,14.314809600,14.328057743281
831,14.330637000,14.345320463453
832,14.347492400,14.362583183626
833,14.364740300,14.379845903798
834,14.381858600,14.397108623971
835,14.399226900,14.414371344144
836,14.417576700,14.431634064316
837,14.434077700,14.448896784489
838,14.452037700,14.466159504662
839,14.468447800,14.483422224834
840,14.485652900,14.500684945007
841,14.502719400,14.517947665179
842,14.520359000,14.535210385352
843,14.537298600,14.552473105525
844,14.555000800,14.569735825697
845,14.573781600,14.586998545870
846,14.589632900,14.604261266043
847,14.606431500,14.621523986215
848,14.623589000,14.638786706388
849,14.641301800,14.656049426560
850,14.658019100,14.673312146733
851,14.675473100,14.690574866906
852,14.692737700,14.707837587078
853,14.709813800,14.725100307251
854,14.727270600,14.742363027424
855,14.744405400,14.759625747596
856,14.762084000,14.776888467769
857,14.779114500,14.794151187942
858,14.796195600,14.811413908114
859,14.813509800,14.828676628287
860,14.831065500,14.845939348459
861,14.847879900,14.863202068632
862,14.865130600,14.880464788805
863,14.882330200,14.897727508977
864,14.901272400,14.914990229150
865,14.917282200,14.932252949323
866,14.934231400,14.949515669495
867,14.952452900,14.966778389668
868,14.969564400,14.984041109840
869,14.985891200,15.001303830013
870,15.003279100,15.018566550186
871,15.020738100,15.035829270358
872,15.038233000,15.053091990531
873,15.054938400,15.070354710704
874,15.072541900,15.087617430876
875,15.089322000,15.104880151049
876,15.106745400,15.122142871221
877,15.124144100,15.139405591394
878,15.141293100,15.156668311567
879,15.158648500,15.173931031739
880,15.175930000,15.191193751912
881,15.193276300,15.208456472085
882,15.211937700,15.225719192257
883,15.228195200,15.242981912430
884,15.245312500,15.260244632602
885,15.262642300,15.277507352775
886,15.281281300,15.294770072948
887,15.297218100,15.312032793120
888,15.314450900,15.329295513293
889,15.331780600,15.346558233466
890,15.348402200,15.363820953638
891,15.365776300,15.381083673811
892,15.383777600,15.398346393983
893,15.400565600,15.415609114156
894,15.417911200,15.432871834329
895,15.434957300,15.450134554501
896,15.452583100,15.467397274674
897,15.469559200,15.484659994847
898,15.486348900,15.501922715019
899,15.503788800,15.519185435192
900,15.521026400,15.536448155364
901,15.539101200,15.553710875537
902,15.555514900,15.570973595710
903,15.573333700,15.588236315882
904,15.590212800,15.605499036055
905,15.607473300,15.622761756228
906,15.624753400,15.640024476400
907,15.641918400,15.657287196573
908,15.659206300,15.674549916745
909,15.676582700,15.691812636918
910,15.693721900,15.709075357091
911,15.710893500,15.726338077263
912,15.728017000,15.743600797436
913,15.745492100,15.760863517609
914,15.762600300,15.778126237781
915,15.779905500,15.795388957954
916,15.797048400,15.812651678127
917,15.814489600,15.829914398299
918,15.833498300,15.847177118472
919,15.849764100,15.864439838644
920,15.866570400,15.881702558817
921,15.884037100,15.898965278990
922,15.902111400,15.916227999162
923,15.918857000,15.933490719335
924,15.936264100,15.950753439508
925,15.952548100,15.968016159680
926,15.969846400,15.985278879853
927,15.987018300,16.002541600025
928,16.004250500,16.019804320198
929,16.021554500,16.037067040371
930,16.039130900,16.054329760543
931,16.057131500,16.071592480716
