frame,emulated_seconds,host_seconds
1,0.017502471249,0.005506100
2,0.035004942498,0.031680700
3,0.052507413746,0.048346500
4,0.070009884995,0.076109100
5,0.087512356244,0.093487200
6,0.105014827493,0.109825300
7,0.122517298741,0.128171200
8,0.140019769990,0.144901800
9,0.157522241239,0.161303300
10,0.175024712488,0.193008400
11,0.192527183736,0.208601100
12,0.210029654985,0.222931900
13,0.227532126234,0.245524000
14,0.245034597483,0.259538200
15,0.262537068731,0.274007200
16,0.280039539980,0.287835000
17,0.297542011229,0.301554000
18,0.315044482478,0.317360300
19,0.332546953727,0.335161400
20,0.350049424975,0.356128300
21,0.367551896224,0.371956900
22,0.385054367473,0.389739500
23,0.402556838722,0.406327600
24,0.420059309970,0.424246500
25,0.437561781219,0.441299700
26,0.455064252468,0.458583000
27,0.472566723717,0.476181400
28,0.490069194965,0.495013600
29,0.507571666214,0.514117000
30,0.525074137463,0.532086700
31,0.542576608712,0.551573400
32,0.560079079960,0.568226100
33,0.577581551209,0.586450100
34,0.595084022458,0.603153400
35,0.612586493707,0.620433900
36,0.630088964956,0.640944700
37,0.647591436204,0.656660500
38,0.665093907453,0.673546200
39,0.682596378702,0.690828900
40,0.700098849951,0.708455800
41,0.717601321199,0.726285400
42,0.735103792448,0.743713000
43,0.752606263697,0.761402100
44,0.770108734946,0.780644300
45,0.787611206194,0.797224100
46,0.805113677443,0.814362400
47,0.822616148692,0.832613000
48,0.840118619941,0.848040400
49,0.857621091189,0.866032500
50,0.875123562438,0.883632500
51,0.892626033687,0.900845100
52,0.910128504936,0.917981000
53,0.927630976185,0.936943200
54,0.945133447433,0.953053800
55,0.962635918682,0.970912500
56,0.980138389931,0.988323100
57,0.997640861180,1.006039500
58,1.015143332428,1.023526100
59,1.032645803677,1.040834500
60,1.050148274926,1.058430200
61,1.067650746175,1.076026300
62,1.085153217423,1.093604000
63,1.102655688672,1.111739100
64,1.120158159921,1.133167300
65,1.137660631170,1.148623800
66,1.155163102418,1.166107900
67,1.172665573667,1.182243300
68,1.190168044916,1.198948100
69,1.207670516165,1.216206300
70,1.225172987414,1.233228300
71,1.242675458662,1.250798900
72,1.260177929911,1.268660700
73,1.277680401160,1.285751200
74,1.295182872409,1.303415800
75,1.312685343657,1.320709200
76,1.330187814906,1.338296900
77,1.347690286155,1.356253100
78,1.365192757404,1.373195300
79,1.382695228652,1.390910200
80,1.400197699901,1.409101100
81,1.417700171150,1.425963500
82,1.435202642399,1.443463900
83,1.452705113647,1.461643000
84,1.470207584896,1.480821500
85,1.487710056145,1.497476400
86,1.505212527394,1.514018700
87,1.522714998642,1.531032900
88,1.540217469891,1.548642300
89,1.557719941140,1.565885800
90,1.575222412389,1.583355800
91,1.592724883638,1.601014700
92,1.610227354886,1.618448500
93,1.627729826135,1.636206300
94,1.645232297384,1.653450500
95,1.662734768633,1.671186000
96,1.680237239881,1.688733400
97,1.697739711130,1.705961100
98,1.715242182379,1.723266400
99,1.732744653628,1.741612300
100,1.750247124876,1.758581400
101,1.767749596125,1.776009900
102,1.785252067374,1.793479000
103,1.802754538623,1.811372800
104,1.820257009871,1.831036300
105,1.837759481120,1.847493700
106,1.855261952369,1.864214900
107,1.872764423618,1.880945000
108,1.890266894867,1.898367000
109,1.907769366115,1.915776400
110,1.925271837364,1.933543200
111,1.942774308613,1.950776000
112,1.960276779862,1.968633300
113,1.977779251110,1.985942000
114,1.995281722359,2.003441900
115,2.012784193608,2.021872700
116,2.030286664857,2.038673400
117,2.047789136105,2.055958800
118,2.065291607354,2.073751400
119,2.082794078603,2.091227600
120,2.100296549852,2.109600100
121,2.117799021100,2.126299600
122,2.135301492349,2.144846700
123,2.152803963598,2.162137100
124,2.170306434847,2.181391300
125,2.187808906096,2.198150100
126,2.205311377344,2.214337000
127,2.222813848593,2.231054000
128,2.240316319842,2.248331000
129,2.257818791091,2.265709900
130,2.275321262339,2.283449900
131,2.292823733588,2.300986900
132,2.310326204837,2.318636200
133,2.327828676086,2.336481600
134,2.345331147334,2.353959100
135,2.362833618583,2.371522200
136,2.380336089832,2.389652000
137,2.397838561081,2.406827000
138,2.415341032329,2.423896400
139,2.432843503578,2.441450300
140,2.450345974827,2.458748800
141,2.467848446076,2.476150000
142,2.485350917325,2.493865700
143,2.502853388573,2.511757800
144,2.520355859822,2.530777000
