scene,frame,generation,pages,palettes,bytes,hash,stage_us,encode_us,queue_us,commit_us
2112,3501,1,4096,25,16819496,036316ae6098f1fa,24295.900,8934.500,1013.800,21046.200
2113,3502,2,3,25,38196,20027663fcbd863f,1288.200,9.500,10.200,11.400
2114,3503,3,3,25,38196,79f92d81e5cf2ba8,1296.200,10.700,11.500,12.000
2115,3504,4,3,25,38196,bf1718d956283871,1321.700,12.300,13.500,11.900
2116,3505,5,3,25,38196,b24842c0fdfb55ae,1626.200,11.500,13.500,12.100
2117,3506,6,3,25,38196,f4f3e60e04003aed,1257.000,9.300,10.700,11.400
2118,3507,7,3,25,38196,5aaf1002751accf7,1432.300,11.300,11.700,11.700
2119,3508,8,3,25,38196,d533144cbdc03db4,1479.900,9.900,12.300,11.700
2120,3509,9,3,25,38196,a353428549d43903,1343.300,10.900,11.500,12.100
2121,3510,10,3,25,38196,0c791df796e26c21,1918.000,14.700,15.300,13.000
2122,3512,11,3,25,38196,ab66c0182d488934,1533.600,18.800,13.700,11.800
2123,3513,12,3,25,38196,0374ddd735e2bbcb,1614.200,11.700,13.100,12.200
2124,3514,13,3,25,38196,6331d7c241b903bd,1364.900,10.100,11.200,12.200
2125,3515,14,3,25,38196,0bfdb813078f9da8,1388.400,10.400,13.600,11.900
2126,3516,15,3,25,38196,2a1910caf8c7bbf2,2166.200,14.200,16.600,12.500
2127,3517,16,3,26,39228,4651091382f27ee0,1299.400,11.000,10.700,11.500
2128,3518,17,3,26,39228,471f219f48c642fa,1310.800,10.100,11.300,12.400
2129,3519,18,3,26,39228,8ed3abf422c18919,1738.500,11.700,15.100,11.800
2130,3520,19,3,26,39228,9fd394eb479a8f62,1291.200,9.700,12.500,11.300
2131,3521,20,3,26,39228,de5654a7d145e9c2,1437.400,13.900,14.200,12.400
2132,3522,21,3,26,39228,3daf215794d23a08,1393.100,11.300,12.300,11.400
2133,3523,22,3,26,39228,ce482b4cc3e741fa,1305.600,10.400,12.300,11.500
2134,3524,23,3,25,38196,728d0c06456d21dc,1603.300,12.400,15.700,11.900
2135,3525,24,3,25,38196,3aede842f8ac66ea,1275.000,16.700,11.400,11.400
2136,3526,25,3,25,38196,a072b766141503fe,1310.500,9.900,12.200,11.700
2137,3527,26,3,25,38196,cccc80a8012f2ca5,1817.300,11.100,14.200,11.700
2138,3528,27,3,25,38196,a5ffa8a7c5d0c36d,1490.600,11.100,11.600,11.800
2139,3529,28,3,25,38196,7677570d3057ed54,1417.100,9.900,12.400,11.400
2140,3530,29,3,25,38196,f92eb28126c490f6,1445.700,11.100,11.600,11.800
2141,3531,30,3,25,38196,2733c895a1b29862,1274.600,9.300,11.100,11.500
2142,3532,31,3,25,38196,d39d5dad4bbf93aa,1334.500,9.600,12.500,11.600
2143,3533,32,3,27,40260,5434e9eb4e8239ca,1264.900,10.300,11.400,11.600
2144,3534,33,3,27,40260,382e16dde06f17f6,1298.500,9.500,12.100,11.400
2145,3535,34,3,27,40260,57cba875ca4e49a4,1425.100,10.200,11.200,11.600
2146,3536,35,3,26,39228,228150f39e07d2e3,1308.100,10.300,10.600,12.100
2147,3537,36,3,26,39228,84b884e5cec89c39,1497.200,11.500,11.400,11.500
2148,3538,37,3,26,39228,21ba231c14e8e9b0,1499.500,11.700,12.200,11.500
2149,3539,38,3,26,39228,11121224a985655f,1620.800,11.800,12.200,12.700
2150,3540,39,3,26,39228,c203f9a64f4665a1,1314.500,11.200,10.900,11.500
2151,3542,40,3,26,39228,0947db6512e8daf1,1979.300,12.700,12.600,11.600
2152,3543,41,3,26,39228,d37326a963392cec,1274.800,9.500,12.200,11.400
2153,3544,42,3,26,39228,0a5e280d58a49eb8,1462.300,12.200,12.700,12.300
2154,3545,43,3,26,39228,155cea9a419f677a,1667.700,12.000,12.000,11.500
