frame,cpu_frame,cpu_time,device_time,multiplier,sources,instances,quads,viewport,hash,source_us,assembly_us,hash_us,snapshot_us,guest_cycles,scene,scene_frame,scene_time,bounds,culled_bounds,materials_us
3501,3501,61.293801432720,61.293805532720,3,4286,717,5349,5245,a6500f9d99151946,1287.000,4370.000,1191.900,1.700,0,2112,3501,61.293717199387,1,566,55000.400
3502,3502,61.311303899387,61.311307999387,3,4286,716,5338,5226,14aaf09c7dbb2f47,1002.100,3800.300,1182.600,0.800,0,2113,3502,61.311219666054,1,566,1374.400
3503,3503,61.328806699387,61.328810799387,3,4286,716,5328,5215,03d3cc2ae9f7adea,1005.700,4027.700,1207.200,0.600,0,2114,3503,61.328722466053,1,564,1587.000
3504,3504,61.346308866053,61.346312966053,3,4286,713,5299,5186,2786b3194c5ae447,979.100,3718.300,1173.900,0.500,0,2115,3504,61.346224632720,1,565,1305.800
3505,3505,61.363814566053,61.363818666053,3,4286,712,5291,5159,48c66d9916e86eff,993.300,3858.200,1187.300,0.600,0,2116,3505,61.363727166053,1,565,1424.400
3506,3506,61.381320932720,61.381325032720,3,4286,710,5286,5144,f19c8c9196475f94,1051.100,3805.400,1193.400,0.600,0,2117,3506,61.381229532720,1,565,1291.300
3507,3507,61.398823466053,61.398827566053,3,4286,707,5269,5123,bc860010d444839f,985.500,3807.400,1167.500,0.700,0,2118,3507,61.398732066053,1,564,1419.300
3508,3508,61.416327966052,61.416332066053,3,4286,704,5262,5101,97410e3969d3b5c9,966.000,3885.900,1171.500,0.500,0,2119,3508,61.416234566053,1,564,1676.100
3509,3509,61.433830332719,61.433834432719,3,4286,700,5228,5076,c819fb5a6e51de4b,976.700,3715.900,1163.000,0.700,0,2120,3509,61.433736932719,1,566,1296.800
3510,3510,61.451334932719,61.451339032719,3,4286,698,5211,5052,b4bce45fa57dbfde,977.500,3736.500,1195.200,0.500,0,2121,3510,61.451239532719,1,566,1445.500
3512,3512,61.486341832718,61.486345932718,3,4286,693,5154,4997,8143b8b4c721efe0,1035.400,3814.800,1145.400,0.600,0,2122,3512,61.486244432718,1,564,1446.000
3513,3513,61.503844366052,61.503848466052,3,4286,692,5132,4968,fa598b928055576e,976.000,3739.000,1138.800,0.800,0,2123,3513,61.503746966052,1,561,1610.500
3514,3514,61.521346732718,61.521350832718,3,4286,686,5058,4942,399f2a933c769a0c,974.400,3739.700,1128.800,0.500,0,2124,3514,61.521249332718,1,563,1445.400
3515,3515,61.538846932718,61.538851032718,3,4286,558,3946,3814,1d41b42950771437,975.400,3112.500,873.800,0.700,0,2125,3515,61.538751866051,1,563,1311.400
3516,3516,61.556349399384,61.556353499384,3,4286,556,3927,3786,20614d601dfeb886,977.200,3007.200,870.200,0.400,0,2126,3516,61.556254332718,1,563,1339.800
3517,3517,61.573787232718,61.573799799384,3,4286,551,3926,3756,feb3ed395519c576,1105.000,3086.300,870.500,0.700,0,2127,3517,61.573756832718,1,564,1394.500
3518,3518,61.591289599384,61.591302266051,3,4286,548,3916,3725,a2b6a0e62733aed7,1026.400,3169.200,876.900,0.500,0,2128,3518,61.591259199384,1,564,1344.800
3519,3519,61.608839132717,61.608843232717,3,4286,543,3948,3700,d32872b732dd48ae,971.100,3331.900,881.600,0.800,0,2129,3519,61.608762066051,1,564,1488.500
3520,3520,61.626294566050,61.626307232717,3,4286,538,3838,3674,86edc0df935b616e,1004.900,3007.000,850.000,0.500,0,2130,3520,61.626264166050,1,567,1287.000
3521,3521,61.643843732717,61.643847832717,3,4286,538,3848,3653,ffb0e6b0510cc224,957.100,3061.600,878.800,0.500,0,2131,3521,61.643766666050,1,567,1296.400
3522,3522,61.661346232717,61.661350332717,3,4286,535,3827,3623,fe4e62303b7da852,977.300,3021.800,871.600,0.800,0,2132,3522,61.661269166050,1,568,1915.700
3523,3523,61.678848666050,61.678852766050,3,4286,531,3774,3593,4eba1c05ca642a0b,1016.600,2993.000,835.900,0.500,0,2133,3523,61.678771599383,1,568,1315.400
3524,3524,61.696351199383,61.696355299383,3,4286,528,3746,3570,f766265fc81f6a9b,964.700,2983.200,830.700,0.500,0,2134,3524,61.696274132716,1,570,1350.800
3525,3525,61.713855899383,61.713859999383,3,4286,528,3755,3552,0a5e99605b9dfb50,1096.300,3120.600,837.700,0.900,0,2135,3525,61.713776499383,1,570,1488.000
3526,3526,61.731358332716,61.731362432716,3,4286,526,3723,3527,5eea1b8ac0ec46de,1005.700,2956.300,826.600,0.500,0,2136,3526,61.731278932716,1,572,1286.000
3527,3527,61.748861266049,61.748865366049,3,4286,521,3678,3507,8dd7de09f0bc8a5a,960.100,2848.600,827.900,0.400,0,2137,3527,61.748781866049,1,574,1336.300
3528,3528,61.766365432716,61.766369532716,3,4286,519,3664,3486,09e685f516f69b0d,979.000,2986.300,812.600,0.700,0,2138,3528,61.766284032716,1,576,1400.900
