frame,width,height,batches,vertices,clears,snapshot,color_differences,depth_differences,mirror_us,snapshot_us
2,2736,4096,3,469680,5,0,0,0,0.400,0.000
3,2736,4096,4,1369392,5,0,0,0,0.800,0.000
4,2736,4096,5,2269524,5,0,0,0,1.200,0.000
5,2736,4096,6,3169548,5,0,0,0,1.500,0.000
6,2736,4096,7,3708780,5,0,0,0,1.900,0.000
7,2736,4096,8,3748332,5,0,0,0,2.400,0.000
8,2736,4096,9,3787488,5,0,0,0,2.600,0.000
9,2736,4096,10,3827196,5,0,0,0,2.700,0.000
10,2736,4096,11,3867168,5,0,0,0,2.900,0.000
11,2736,4096,12,3890280,5,0,0,0,3.000,0.000
12,2736,4096,12,3890280,5,0,0,0,3.000,0.000
13,2736,4096,12,3890280,5,0,0,0,3.000,0.000
14,2736,4096,12,3890280,5,0,0,0,3.000,0.000
15,2736,4096,12,3890280,5,0,0,0,3.000,0.000
16,2736,4096,12,3890280,5,0,0,0,3.000,0.000
17,2736,4096,12,3890280,5,0,0,0,3.000,0.000
18,2736,4096,12,3890280,5,0,0,0,3.000,0.000
19,2736,4096,12,3890280,5,0,0,0,3.000,0.000
20,2736,4096,12,3890280,5,0,0,0,3.000,0.000
21,2736,4096,12,3890280,5,0,0,0,3.000,0.000
22,2736,4096,12,3890280,5,0,0,0,3.000,0.000
23,2736,4096,12,3890280,5,0,0,0,3.000,0.000
24,2736,4096,12,3890280,5,0,0,0,3.000,0.000
25,2736,4096,12,3890280,5,0,0,0,3.000,0.000
26,2736,4096,12,3890280,5,0,0,0,3.000,0.000
27,2736,4096,12,3890280,5,0,0,0,3.000,0.000
28,2736,4096,12,3890280,5,0,0,0,3.000,0.000
29,2736,4096,12,3890280,5,0,0,0,3.000,0.000
