run,frame,generation,stage_us
private-material5072-on3,4600,1084,2374.800
private-material5072-on3,4601,1085,1370.300
private-material5072-on3,4602,1086,1344.400
private-material5072-on3,4603,1087,1231.400
private-material5072-on3,4604,1088,1210.800
private-material5072-on3,4605,1089,1257.800
private-material5072-on3,4606,1090,1847.900
private-material5072-on3,4607,1091,1243.700
private-material5072-on3,4608,1092,1251.600
private-material5072-on3,4609,1093,1320.700
private-material5072-on3,4610,1094,1288.300
private-material5072-on3,4611,1095,1244.100
private-material5072-on3,4612,1096,1676.300
private-material5072-on3,4613,1097,1258.000
private-material5072-on3,4614,1098,1379.100
private-material5072-on3,4615,1099,1295.600
private-material5072-on3,4616,1100,1297.400
private-material5072-on3,4617,1101,1985.300
private-material5072-on3,4618,1102,1387.600
private-material5072-on3,4619,1103,1368.400
private-material5072-on3,4620,1104,1382.900
private-material5072-on3,4621,1105,1240.600
private-material5072-on3,4622,1106,1716.300
private-material5072-on3,4623,1107,1257.300
private-material5072-on3,4624,1108,1335.100
private-material5072-on3,4625,1109,1228.900
private-material5072-on3,4626,1110,1708.900
private-material5072-on3,4627,1111,1251.200
private-material5072-on3,4628,1112,1898.300
private-material5072-on3,4629,1113,1409.200
private-material5072-on3,4630,1114,1267.200
private-material5072-on3,4631,1115,1218.800
private-material5072-on3,4632,1116,1253.700
private-material5072-on3,4633,1117,1261.900
private-material5072-on3,4634,1118,1226.000
private-material5072-on3,4635,1119,1283.600
private-material5072-on3,4636,1120,1245.900
private-material5072-on3,4637,1121,1922.700
private-material5072-on3,4638,1122,1268.700
private-material5072-on3,4639,1123,1250.400
private-material5072-on3,4640,1124,1239.700
private-material5072-on3,4641,1125,1391.000
private-material5072-on3,4642,1126,1740.800
private-material5072-on3,4643,1127,1349.100
private-material5072-on3,4644,1128,1323.900
private-material5072-on3,4645,1129,1250.600
private-material5072-on3,4646,1130,1365.500
private-material5072-on3,4647,1131,1266.500
private-material5072-on3,4648,1132,1746.100
private-material5072-on3,4649,1133,1245.700
private-material5072-on3,4650,1134,1236.100
private-material5072-on3,4651,1135,1303.200
private-material5072-on3,4652,1136,1390.400
private-material5072-on3,4653,1137,1254.900
private-material5072-on3,4654,1138,1727.600
private-material5072-on3,4655,1139,1309.300
private-material5072-on3,4656,1140,1238.100
private-material5072-on3,4657,1141,1218.300
private-material5072-on3,4658,1142,1220.300
private-material5072-on3,4659,1143,1430.400
private-material5072-on3,4660,1144,1535.000
private-material5072-on3,4661,1145,1255.500
private-material5072-on3,4662,1146,1312.900
private-material5072-on3,4663,1147,1332.800
private-material5072-on3,4664,1148,1254.100
private-material5072-on3,4665,1149,1625.800
private-material5072-on3,4666,1150,1320.500
private-material5072-on3,4667,1151,1275.000
private-material5072-on3,4668,1152,1279.900
private-material5072-on3,4669,1153,1387.300
private-material5072-on3,4670,1154,1434.000
private-material5072-on3,4671,1155,1335.700
private-material5072-on3,4672,1156,1269.300
private-material5072-on3,4673,1157,1258.300
private-material5072-on3,4674,1158,1253.600
private-material5072-on3,4675,1159,1587.900
private-material5072-on3,4676,1160,1332.600
private-material5072-on3,4677,1161,1935.400
private-material5072-on3,4678,1162,1509.500
private-material5072-on3,4679,1163,1548.400
private-material5072-on3,4680,1164,1833.800
private-material5072-on3,4681,1165,1277.300
private-material5072-on3,4682,1166,1542.800
private-material5072-on3,4683,1167,1233.300
private-material5072-on3,4684,1168,1238.400
private-material5072-on3,4685,1169,1237.500
private-material5072-on3,4686,1170,1289.800
private-material5072-on3,4687,1171,1924.400
private-material5072-on3,4688,1172,1352.200
private-material5072-on3,4689,1173,1267.600
private-material5072-on3,4690,1174,1225.700
private-material5072-on3,4691,1175,2256.800
private-material5072-on3,4692,1176,1359.000
private-material5072-on3,4693,1177,1326.300
private-material5072-on3,4694,1178,1237.500
private-material5072-on3,4695,1179,1650.200
private-material5072-on3,4696,1180,1351.500
private-material5072-on3,4697,1181,1232.400
private-material5072-on3,4698,1182,1222.300
private-material5072-on3,4699,1183,1584.400
private-material5072-on3,4700,1184,1289.200
private-material5072-on3,4701,1185,1246.000
private-material5072-on3,4702,1186,1341.900
private-material5072-on3,4703,1187,1396.200
private-material5072-on3,4704,1188,1255.500
private-material5072-on3,4705,1189,1756.500
private-material5072-on3,4706,1190,1337.000
private-material5072-on3,4707,1191,1335.900
private-material5072-on3,4708,1192,1248.700
private-material5072-on3,4709,1193,1252.800
private-material5072-on3,4710,1194,1248.800
private-material5072-on3,4711,1195,1544.700
private-material5072-on3,4712,1196,1296.500
private-material5072-on3,4713,1197,1301.400
private-material5072-on3,4714,1198,1276.100
private-material5072-on3,4715,1199,1337.300
private-material5072-on3,4716,1200,1488.800
private-material5072-on3,4717,1201,1389.100
private-material5072-on3,4718,1202,1295.500
private-material5072-on3,4719,1203,1667.000
private-material5072-on3,4720,1204,1305.500
private-material5072-on3,4721,1205,1243.900
private-material5072-on3,4722,1206,1260.200
private-material5072-on3,4723,1207,1258.600
private-material5072-on3,4724,1208,1662.100
private-material5072-on3,4725,1209,1421.900
private-material5072-on3,4726,1210,1305.300
private-material5072-on3,4727,1211,1321.700
private-material5072-on3,4728,1212,1238.600
private-material5072-on3,4729,1213,1247.600
private-material5072-on3,4730,1214,1455.800
private-material5072-on3,4731,1215,1326.700
private-material5072-on3,4732,1216,1983.200
private-material5072-on3,4733,1217,1384.000
private-material5072-on3,4734,1218,1243.900
private-material5072-on3,4735,1219,1327.800
private-material5072-on3,4736,1220,1309.900
private-material5072-on3,4737,1221,2116.900
private-material5072-on3,4738,1222,1410.100
private-material5072-on3,4739,1223,1229.300
private-material5072-on3,4740,1224,1737.000
private-material5072-on3,4741,1225,1246.100
private-material5072-on3,4742,1226,1258.900
private-material5072-on3,4743,1227,1286.600
private-material5072-on3,4744,1228,1248.200
private-material5072-on3,4745,1229,1970.300
private-material5072-on3,4746,1230,1234.700
private-material5072-on3,4747,1231,1231.000
private-material5072-on3,4748,1232,1546.500
private-material5072-on3,4749,1233,1364.100
private-material5072-on3,4750,1234,1310.200
private-material5072-on3,4751,1235,1480.800
private-material5072-on3,4752,1236,1245.800
private-material5072-on3,4753,1237,1241.500
private-material5072-on3,4754,1238,1448.400
private-material5072-on3,4755,1239,1397.700
private-material5072-on3,4756,1240,1233.300
private-material5072-on3,4757,1241,1286.700
private-material5072-on3,4758,1242,1254.700
private-material5072-on3,4759,1243,1238.400
private-material5072-on3,4760,1244,1438.200
private-material5072-on3,4761,1245,1275.900
private-material5072-on3,4762,1246,1250.000
private-material5072-on3,4763,1247,1514.700
private-material5072-on3,4764,1248,1446.300
private-material5072-on3,4765,1249,1275.000
private-material5072-on3,4766,1250,1320.800
private-material5072-on3,4767,1251,1734.000
private-material5072-on3,4768,1252,1641.100
private-material5072-on3,4769,1253,1272.200
private-material5072-on3,4770,1254,1681.600
private-material5072-on3,4771,1255,1215.600
private-material5072-on3,4772,1256,1302.600
private-material5072-on3,4773,1257,1465.200
private-material5072-on3,4774,1258,1362.800
private-material5072-on3,4775,1259,1266.300
private-material5072-on3,4776,1260,1277.100
private-material5072-on3,4777,1261,1332.300
private-material5072-on3,4778,1262,1244.400
private-material5072-on3,4779,1263,1246.600
private-material5072-on3,4781,1264,1718.000
private-material5072-on3,4783,1265,1323.500
private-material5072-on3,4784,1266,1356.700
private-material5072-on3,4785,1267,1703.100
private-material5072-on3,4786,1268,1352.900
private-material5072-on3,4787,1269,1260.700
private-material5072-on3,4788,1270,1364.800
private-material5072-on3,4789,1271,1751.200
private-material5072-on3,4790,1272,1246.100
private-material5072-on3,4791,1273,1288.300
private-material5072-on3,4792,1274,2433.500
private-material5072-on3,4793,1275,1240.500
private-material5072-on3,4794,1276,1234.700
private-material5072-on3,4795,1277,1257.000
private-material5072-on3,4796,1278,1256.000
private-material5072-on3,4797,1279,1320.100
private-material5072-on3,4798,1280,1248.200
private-material5072-on3,4799,1281,1359.400
private-material5072-on3,4800,1282,1226.000
private-material5072-on3,4801,1283,1241.300
private-material5072-on3,4802,1284,1705.100
private-material5072-on3,4803,1285,1304.900
private-material5072-on3,4804,1286,1377.800
private-material5072-on3,4805,1287,1831.500
private-material5072-on3,4806,1288,1288.600
private-material5072-on3,4807,1289,1241.500
private-material5072-on3,4808,1290,1569.000
private-material5072-on3,4809,1291,1669.200
private-material5072-on3,4810,1292,1263.700
private-material5072-on3,4811,1293,1231.800
private-material5072-on3,4812,1294,2050.800
private-material5072-on3,4813,1295,1274.600
private-material5072-on3,4814,1296,1298.800
private-material5072-on3,4815,1297,1324.100
private-material5072-on3,4816,1298,1721.700
private-material5072-on3,4817,1299,1261.500
private-material5072-on3,4818,1300,1252.000
private-material5072-on3,4819,1301,1299.400
private-material5072-on3,4820,1302,1784.900
private-material5072-on3,4821,1303,1488.400
private-material5072-on3,4822,1304,1244.900
private-material5072-on3,4823,1305,1558.800
private-material5072-on3,4824,1306,1297.200
private-material5072-on3,4825,1307,1245.700
private-material5072-on3,4826,1308,1257.800
private-material5072-on3,4827,1309,1298.100
private-material5072-on3,4828,1310,1759.200
private-material5072-on3,4829,1311,1563.600
private-material5072-on3,4830,1312,1247.900
private-material5072-on3,4831,1313,1309.300
private-material5072-on3,4832,1314,1672.000
private-material5072-on3,4833,1315,1244.300
private-material5072-on3,4834,1316,1244.700
private-material5072-on3,4835,1317,1248.400
private-material5072-on3,4836,1318,1460.500
private-material5072-on3,4837,1319,1311.300
private-material5072-on3,4838,1320,1308.400
private-material5072-on3,4839,1321,1374.500
private-material5072-on3,4840,1322,1818.100
private-material5072-on3,4841,1323,1471.300
private-material5072-on3,4842,1324,1371.500
private-material5072-on3,4843,1325,1256.700
private-material5072-on3,4844,1326,1462.100
private-material5072-on3,4845,1327,1240.900
private-material5072-on3,4846,1328,1317.100
private-material5072-on3,4847,1329,1246.600
private-material5072-on3,4848,1330,1693.300
private-material5072-on3,4849,1331,1431.700
private-material5072-on3,4850,1332,1349.500
private-material5072-on3,4851,1333,1236.900
private-material5072-on3,4852,1334,1495.500
private-material5072-on3,4853,1335,1264.800
private-material5072-on3,4854,1336,1423.700
private-material5072-on3,4855,1337,1228.700
private-material5072-on3,4856,1338,1754.800
private-material5072-on3,4857,1339,1284.200
private-material5072-on3,4858,1340,1265.800
private-material5072-on3,4859,1341,1622.100
private-material5072-on3,4860,1342,1249.100
private-material5072-on3,4861,1343,1296.100
private-material5072-on3,4862,1344,1306.300
private-material5072-on3,4863,1345,1703.600
private-material5072-on3,4864,1346,1251.300
private-material5072-on3,4865,1347,1268.400
private-material5072-on3,4866,1348,1225.200
private-material5072-on3,4867,1349,1636.500
private-material5072-on3,4868,1350,1325.500
private-material5072-on3,4869,1351,1222.900
private-material5072-on3,4870,1352,1263.900
private-material5072-on3,4871,1353,1531.700
private-material5072-on3,4872,1354,1394.700
private-material5072-on3,4873,1355,1252.800
private-material5072-on3,4874,1356,1370.800
private-material5072-on3,4876,1357,1669.600
private-material5072-on3,4877,1358,1976.300
private-material5072-on3,4878,1359,1288.400
private-material5072-on3,4879,1360,1231.200
private-material5072-on3,4880,1361,1448.200
private-material5072-on3,4881,1362,1235.200
private-material5072-on3,4882,1363,1224.500
private-material5072-on3,4883,1364,1305.800
private-material5072-on3,4884,1365,1556.100
private-material5072-on3,4885,1366,1221.400
private-material5072-on3,4886,1367,1341.100
private-material5072-on3,4887,1368,1247.800
private-material5072-on3,4888,1369,1390.700
private-material5072-on3,4889,1370,1408.600
private-material5072-on3,4890,1371,1305.100
private-material5072-on3,4891,1372,1685.500
private-material5072-on3,4892,1373,1322.600
private-material5072-on3,4893,1374,1395.500
private-material5072-on3,4894,1375,1361.000
private-material5072-on3,4895,1376,1460.300
private-material5072-on3,4896,1377,1366.800
private-material5072-on3,4897,1378,1364.600
private-material5072-on3,4898,1379,1271.400
private-material5072-on3,4899,1380,1503.000
private-material5072-on3,4900,1381,1307.300
private-material5072-on3,4901,1382,1234.400
private-material5072-on3,4902,1383,1458.800
private-material5072-on3,4903,1384,1616.000
private-material5072-on3,4904,1385,1244.000
private-material5072-on3,4905,1386,1227.700
private-material5072-on3,4906,1387,1295.400
private-material5072-on3,4907,1388,1845.800
private-material5072-on3,4908,1389,1259.000
private-material5072-on3,4909,1390,1361.500
private-material5072-on3,4910,1391,1241.300
private-material5072-on3,4911,1392,1599.300
private-material5072-on3,4912,1393,1365.200
private-material5072-on3,4913,1394,1320.800
private-material5072-on3,4914,1395,1258.200
private-material5072-on3,4915,1396,1940.400
private-material5072-on3,4916,1397,1227.700
private-material5072-on3,4917,1398,1244.300
private-material5072-on3,4918,1399,1445.900
private-material5072-on3,4919,1400,1368.500
private-material5072-on3,4920,1401,1241.000
private-material5072-on3,4921,1402,1285.000
private-material5072-on3,4922,1403,1637.200
private-material5072-on3,4923,1404,1319.700
private-material5072-on3,4924,1405,1294.500
private-material5072-on3,4925,1406,1334.400
private-material5072-on3,4926,1407,1673.500
private-material5072-on3,4927,1408,1342.300
private-material5072-on3,4928,1409,1283.500
private-material5072-on3,4929,1410,1274.200
private-material5072-on3,4930,1411,1241.000
private-material5072-on3,4931,1412,1601.000
private-material5072-on3,4932,1413,1247.400
private-material5072-on3,4933,1414,1279.800
private-material5072-on3,4934,1415,1265.100
private-material5072-on3,4935,1416,1809.400
private-material5072-on3,4936,1417,1224.400
private-material5072-on3,4937,1418,1224.600
private-material5072-on3,4938,1419,1241.700
private-material5072-on3,4939,1420,1945.200
private-material5072-on3,4940,1421,1270.400
private-material5072-on3,4941,1422,1271.500
private-material5072-on3,4942,1423,1522.700
private-material5072-on3,4943,1424,1655.900
private-material5072-on3,4944,1425,1457.600
private-material5072-on3,4945,1426,1366.600
private-material5072-on3,4946,1427,1347.400
private-material5072-on3,4947,1428,1326.600
private-material5072-on3,4948,1429,1847.100
private-material5072-on3,4949,1430,1562.300
private-material5072-on3,4950,1431,1385.600
private-material5072-on3,4951,1432,1702.700
private-material5072-on3,4952,1433,1747.200
private-material5072-on3,4953,1434,1449.500
private-material5072-on3,4954,1435,1336.800
private-material5072-on3,4955,1436,1429.100
private-material5072-on3,4956,1437,1892.000
private-material5072-on3,4957,1438,1345.100
private-material5072-on3,4958,1439,1412.700
private-material5072-on3,4959,1440,1271.100
private-material5072-on3,4960,1441,1693.700
private-material5072-on3,4961,1442,1283.000
private-material5072-on3,4962,1443,1352.200
private-material5072-on3,4963,1444,1245.600
private-material5072-on3,4964,1445,1466.800
private-material5072-on3,4965,1446,1331.300
private-material5072-on3,4966,1447,1315.800
private-material5072-on3,4967,1448,1894.700
private-material5072-on3,4968,1449,1241.200
private-material5072-on3,4969,1450,1262.800
private-material5072-on3,4970,1451,1640.800
private-material5072-on3,4971,1452,1246.500
private-material5072-on3,4972,1453,1237.800
private-material5072-on3,4973,1454,1293.900
private-material5072-on3,4974,1455,1250.800
private-material5072-on3,4975,1456,1239.800
private-material5072-on3,4976,1457,1503.800
private-material5072-on3,4977,1458,1424.600
private-material5072-on3,4978,1459,1277.400
private-material5072-on3,4979,1460,1266.500
private-material5072-on3,4980,1461,1236.900
private-material5072-on3,4981,1462,1258.900
private-material5072-on3,4982,1463,1439.700
private-material5072-on3,4983,1464,1768.400
private-material5072-on3,4984,1465,1244.500
private-material5072-on3,4985,1466,1248.200
private-material5072-on3,4986,1467,1373.800
private-material5072-on3,4987,1468,1546.700
private-material5072-on3,4988,1469,1302.400
private-material5072-on3,4989,1470,1423.600
private-material5072-on3,4990,1471,1262.800
private-material5072-on3,4991,1472,1268.000
private-material5072-on3,4992,1473,1660.900
private-material5072-on3,4993,1474,1268.400
private-material5072-on3,4994,1475,1241.000
private-material5072-on3,4995,1476,1270.700
private-material5072-on3,4996,1477,1395.700
private-material5072-on3,4997,1478,1640.600
private-material5072-on3,4998,1479,1246.200
private-material5072-on3,4999,1480,1238.900
private-material5072-on3,5000,1481,1351.500
private-material5072-on3,5001,1482,1290.500
private-material5072-on3,5002,1483,1508.300
private-material5072-on3,5003,1484,1280.600
private-material5072-on3,5004,1485,1296.400
private-material5072-on3,5005,1486,1231.700
private-material5072-on3,5006,1487,1320.900
private-material5072-on3,5007,1488,1883.500
private-material5072-on3,5008,1489,1384.100
private-material5072-on3,5009,1490,1373.500
private-material5072-on3,5010,1491,1520.200
private-material5072-on3,5011,1492,1891.800
private-material5072-on3,5012,1493,1248.200
private-material5072-on3,5013,1494,1301.200
private-material5072-on3,5014,1495,1242.200
private-material5072-on3,5015,1496,1303.500
private-material5072-on3,5016,1497,1265.900
private-material5072-on3,5017,1498,1656.100
private-material5072-on3,5018,1499,1239.000
private-material5072-on3,5019,1500,1275.900
private-material5072-on3,5020,1501,1335.700
private-material5072-on3,5021,1502,1257.000
private-material5072-on3,5022,1503,1864.200
private-material5072-on3,5023,1504,1319.900
private-material5072-on3,5024,1505,1253.200
private-material5072-on3,5025,1506,1246.800
private-material5072-on3,5026,1507,1252.400
private-material5072-on3,5027,1508,1978.700
private-material5072-on3,5028,1509,1253.000
private-material5072-on3,5030,1510,1271.900
private-material5072-on3,5032,1511,1528.100
private-material5072-on3,5033,1512,1218.800
private-material5072-on3,5034,1513,1227.600
private-material5072-on3,5035,1514,1769.000
private-material5072-on3,5036,1515,1305.300
private-material5072-on3,5037,1516,1252.100
private-material5072-on3,5038,1517,1256.400
private-material5072-on3,5039,1518,1715.400
private-material5072-on3,5040,1519,1285.900
private-material5072-on3,5041,1520,1448.300
private-material5072-on3,5042,1521,1277.500
private-material5072-on3,5043,1522,1791.100
private-material5072-on3,5044,1523,1315.800
private-material5072-on3,5045,1524,1253.200
private-material5072-on3,5046,1525,1229.000
private-material5072-on3,5047,1526,1704.100
private-material5072-on3,5048,1527,1257.200
private-material5072-on3,5049,1528,1327.800
private-material5072-on3,5050,1529,1295.200
private-material5072-on3,5051,1530,1640.000
private-material5072-on3,5052,1531,1547.300
private-material5072-on3,5053,1532,1365.600
private-material5072-on3,5054,1533,1667.300
private-material5072-on3,5055,1534,1287.600
private-material5072-on3,5056,1535,1285.700
private-material5072-on3,5057,1536,1384.300
private-material5072-on3,5058,1537,1634.000
private-material5072-on3,5059,1538,1247.500
private-material5072-on3,5060,1539,1415.500
private-material5072-on3,5061,1540,1274.700
private-material5072-on3,5062,1541,1422.700
private-material5072-on3,5063,1542,1255.300
private-material5072-on3,5064,1543,1855.800
private-material5072-on3,5065,1544,2718.100
private-material5072-on3,5066,1545,1572.600
private-material5072-on3,5067,1546,1631.700
private-material5072-on3,5068,1547,1586.800
private-material5072-on3,5069,1548,2025.300
private-material5072-on3,5070,1549,2457.900
private-material5072-on3,5071,1550,2622.700
private-material5072-on3,5072,1551,2666.900
private-material5072-on3,5073,1552,1228.500
private-material5072-on3,5074,1553,2498.700
private-material5072-on3,5075,1554,1488.900
private-material5072-on3,5076,1555,2939.400
private-material5072-on3,5077,1556,2270.200
private-material5072-on3,5078,1557,1831.900
private-material5072-on3,5079,1558,1701.100
private-material5072-on3,5080,1559,1822.700
private-material5072-on3,5081,1560,1667.300
private-material5072-on3,5082,1561,1475.500
private-material5072-on3,5083,1562,1219.400
private-material5072-on3,5084,1563,1426.400
private-material5072-on3,5085,1564,1543.900
private-material5072-on3,5086,1565,1231.300
private-material5072-on3,5087,1566,1468.700
private-material5072-on3,5088,1567,1240.000
private-material5072-on3,5089,1568,2088.800
private-material5072-on3,5090,1569,1717.000
private-material5072-on3,5091,1570,1327.000
private-material5072-on3,5092,1571,1361.500
private-material5072-on3,5093,1572,1274.000
private-material5072-on3,5094,1573,1303.900
private-material5072-on3,5095,1574,1797.600
private-material5072-on3,5096,1575,1399.400
private-material5072-on3,5097,1576,1278.500
private-material5072-on3,5098,1577,1277.400
private-material5072-on3,5099,1578,1753.100
private-material5072-on3,5100,1579,1353.900
private-material5072-on3,5101,1580,1232.100
private-material5072-on3,5102,1581,1589.000
private-material5072-on3,5103,1582,1404.200
private-material5072-on3,5104,1583,1282.800
private-material5072-on3,5105,1584,1875.300
private-material5072-on3,5106,1585,1253.300
private-material5072-on3,5107,1586,1794.700
private-material5072-on3,5108,1587,1676.400
private-material5072-on3,5109,1588,1528.700
private-material5072-on3,5110,1589,1252.500
private-material5072-on3,5111,1590,1673.500
private-material5072-on3,5112,1591,1285.800
private-material5072-on3,5113,1592,1247.200
private-material5072-on3,5114,1593,1821.500
private-material5072-on3,5115,1594,1322.200
private-material5072-on3,5116,1595,1262.300
private-material5072-on3,5117,1596,1691.000
private-material5072-on3,5118,1597,1250.600
private-material5072-on3,5119,1598,1296.000
private-material5072-on3,5120,1599,1621.600
private-material5072-on3,5121,1600,1956.500
private-material5072-on3,5122,1601,1279.600
private-material5072-on3,5123,1602,1732.200
private-material5072-on3,5124,1603,1418.900
private-material5072-on3,5125,1604,1248.600
private-material5072-on3,5126,1605,1905.900
private-material5072-on3,5127,1606,1353.400
private-material5072-on3,5128,1607,1396.300
private-material5072-on3,5129,1608,1787.200
private-material5072-on3,5130,1609,1251.400
private-material5072-on3,5131,1610,1325.600
private-material5072-on3,5132,1611,1393.900
private-material5072-on3,5133,1612,1388.700
private-material5072-on3,5134,1613,1250.800
private-material5072-on3,5135,1614,1239.900
private-material5072-on3,5136,1615,1400.300
private-material5072-on3,5137,1616,1353.500
private-material5072-on3,5138,1617,1232.500
private-material5072-on3,5139,1618,1610.500
private-material5072-on3,5140,1619,1241.500
private-material5072-on3,5141,1620,1280.100
private-material5072-on3,5142,1621,1240.600
private-material5072-on3,5143,1622,1447.300
private-material5072-on3,5144,1623,1462.100
private-material5072-on3,5145,1624,1406.500
private-material5072-on3,5146,1625,1470.500
private-material5072-on3,5147,1626,1624.700
private-material5072-on3,5148,1627,1389.800
private-material5072-on3,5149,1628,1744.000
private-material5072-on3,5150,1629,1243.400
private-material5072-on3,5151,1630,1375.500
private-material5072-on3,5152,1631,1269.300
private-material5072-on3,5153,1632,1307.000
private-material5072-on3,5154,1633,1248.500
private-material5072-on3,5155,1634,1246.000
private-material5072-on3,5156,1635,1343.800
private-material5072-on3,5157,1636,1382.100
private-material5072-on3,5158,1637,1256.500
private-material5072-on3,5159,1638,1309.900
private-material5072-on3,5160,1639,1333.900
private-material5072-on3,5161,1640,1251.300
private-material5072-on3,5162,1641,1652.700
private-material5072-on3,5163,1642,1334.200
private-material5072-on3,5164,1643,1261.400
private-material5072-on3,5165,1644,2142.900
private-material5072-on3,5166,1645,1734.400
private-material5072-on3,5167,1646,1238.600
private-material5072-on3,5168,1647,1411.500
private-material5072-on3,5169,1648,1228.800
private-material5072-on3,5170,1649,1237.700
private-material5072-on3,5171,1650,1330.500
private-material5072-on3,5172,1651,1761.500
private-material5072-on3,5173,1652,1266.900
private-material5072-on3,5174,1653,1284.400
private-material5072-on3,5175,1654,1473.900
private-material5072-on3,5176,1655,1391.500
private-material5072-on3,5177,1656,1324.200
private-material5072-on3,5178,1657,1252.000
private-material5072-on3,5179,1658,1679.700
private-material5072-on3,5180,1659,1372.000
private-material5072-on3,5181,1660,1263.800
private-material5072-on3,5182,1661,1365.000
private-material5072-on3,5183,1662,1240.000
private-material5072-on3,5184,1663,1254.100
private-material5072-on3,5185,1664,1244.400
private-material5072-on3,5186,1665,1681.500
private-material5072-on3,5187,1666,1332.100
private-material5072-on3,5188,1667,1283.800
private-material5072-on3,5189,1668,1315.300
private-material5072-on3,5190,1669,1443.300
private-material5072-on3,5191,1670,1237.100
private-material5072-on3,5192,1671,1298.300
private-material5072-on3,5193,1672,1492.600
private-material5072-on3,5194,1673,1277.800
private-material5072-on3,5195,1674,1254.300
private-material5072-on3,5197,1675,1293.400
private-material5072-on3,5198,1676,1449.500
private-material5072-on3,5199,1677,1436.400
private-material5072-on3,5200,1678,1368.100
private-material5072-on3,5201,1679,2419.700
private-material5072-on3,5202,1680,1250.000
private-material5072-on3,5203,1681,1254.100
private-material5072-on3,5204,1682,1256.800
private-material5072-on3,5205,1683,1253.400
private-material5072-on3,5206,1684,1528.300
private-material5072-on3,5207,1685,1253.800
private-material5072-on3,5208,1686,1706.100
private-material5072-on3,5209,1687,1250.700
private-material5072-on3,5210,1688,1274.800
private-material5072-on3,5211,1689,1442.900
private-material5072-on3,5212,1690,1395.200
private-material5072-on3,5213,1691,1335.200
private-material5072-on3,5214,1692,1347.700
private-material5072-on3,5215,1693,1668.000
private-material5072-on3,5216,1694,1419.000
private-material5072-on3,5217,1695,1248.900
private-material5072-on3,5218,1696,1276.200
private-material5072-on3,5219,1697,1421.600
private-material5072-on3,5220,1698,1240.300
private-material5072-on3,5221,1699,1235.300
private-material5072-on3,5222,1700,1581.200
private-material5072-on3,5223,1701,1341.000
private-material5072-on3,5224,1702,1437.000
private-material5072-on3,5225,1703,1701.000
private-material5072-on3,5226,1704,1246.900
private-material5072-on3,5227,1705,1236.000
private-material5072-on3,5228,1706,1247.600
private-material5072-on3,5229,1707,1456.500
private-material5072-on3,5230,1708,1250.900
private-material5072-on3,5231,1709,1331.300
private-material5072-on3,5232,1710,1253.400
private-material5072-on3,5233,1711,1281.400
private-material5072-on3,5234,1712,1299.900
private-material5072-on3,5235,1713,1239.900
private-material5072-on3,5236,1714,1453.400
private-material5072-on3,5237,1715,1640.700
private-material5072-on3,5238,1716,1236.400
private-material5072-on3,5239,1717,1677.700
private-material5072-on3,5240,1718,1497.100
private-material5072-on3,5241,1719,1374.500
private-material5072-on3,5242,1720,1612.900
private-material5072-on3,5244,1721,1241.300
private-material5072-on3,5246,1722,1257.300
private-material5072-on3,5247,1723,1469.400
private-material5072-on3,5248,1724,2081.200
private-material5072-on3,5249,1725,1348.600
private-material5072-on3,5250,1726,1261.700
private-material5072-on3,5251,1727,1424.300
private-material5072-on3,5252,1728,1352.800
private-material5072-on3,5253,1729,1411.500
private-material5072-on3,5254,1730,1306.300
private-material5072-on3,5255,1731,1894.000
private-material5072-on3,5256,1732,1366.600
private-material5072-on3,5257,1733,1732.100
private-material5072-on3,5258,1734,1361.900
private-material5072-on3,5259,1735,1460.400
private-material5072-on3,5260,1736,1270.200
private-material5072-on3,5261,1737,1411.900
private-material5072-on3,5262,1738,1817.400
private-material5072-on3,5263,1739,1239.900
private-material5072-on3,5264,1740,1342.500
private-material5072-on3,5265,1741,1417.700
private-material5072-on3,5266,1742,1361.100
private-material5072-on3,5267,1743,1244.400
private-material5072-on3,5268,1744,1706.500
private-material5072-on3,5269,1745,1450.000
private-material5072-on3,5270,1746,1305.400
private-material5072-on3,5271,1747,1238.000
private-material5072-on3,5272,1748,1487.400
private-material5072-on3,5273,1749,1988.300
private-material5072-on3,5274,1750,1216.000
private-material5072-on3,5275,1751,1342.700
private-material5072-on3,5276,1752,1625.200
private-material5072-on3,5277,1753,1246.900
private-material5072-on3,5278,1754,1271.900
private-material5072-on3,5279,1755,1247.600
private-material5072-on3,5280,1756,1365.000
private-material5072-on3,5281,1757,1235.000
private-material5072-on3,5282,1758,1260.100
private-material5072-on3,5283,1759,1936.000
private-material5072-on3,5284,1760,1296.400
private-material5072-on3,5285,1761,1287.900
private-material5072-on3,5286,1762,1293.000
private-material5072-on3,5287,1763,1317.800
private-material5072-on3,5288,1764,1373.300
private-material5072-on3,5289,1765,1218.800
private-material5072-on3,5290,1766,1839.000
private-material5072-on3,5291,1767,1282.300
private-material5072-on3,5292,1768,1269.600
private-material5072-on3,5293,1769,1290.300
private-material5072-on3,5294,1770,1456.600
private-material5072-on3,5295,1771,1270.300
private-material5072-on3,5296,1772,1351.200
private-material5072-on3,5297,1773,1349.400
private-material5072-on3,5298,1774,1229.700
private-material5072-on3,5299,1775,1253.400
private-material5072-on3,5300,1776,1663.500
private-material5072-on3,5301,1777,1519.400
private-material5072-on3,5302,1778,1251.500
private-material5072-on3,5303,1779,1272.200
private-material5072-on3,5304,1780,1960.400
private-material5072-on3,5305,1781,1351.700
private-material5072-on3,5306,1782,1250.500
