frame,emulated_seconds,host_seconds
1,0.017502471249,0.005127500
2,0.035004942498,0.029991800
3,0.052507413746,0.045764400
4,0.070009884995,0.071334400
5,0.087512356244,0.090282900
6,0.105014827493,0.107855400
7,0.122517298741,0.122847400
8,0.140019769990,0.145494600
9,0.157522241239,0.168742900
10,0.175024712488,0.184861100
11,0.192527183736,0.206214200
12,0.210029654985,0.220660500
13,0.227532126234,0.239347100
14,0.245034597483,0.254747500
15,0.262537068731,0.278794700
16,0.280039539980,0.300725500
17,0.297542011229,0.317152400
18,0.315044482478,0.333852100
19,0.332546953727,0.350169400
20,0.350049424975,0.369335500
21,0.367551896224,0.387949800
22,0.385054367473,0.404210700
23,0.402556838722,0.423835500
24,0.420059309970,0.441120600
25,0.437561781219,0.457783700
26,0.455064252468,0.474667800
27,0.472566723717,0.492111700
28,0.490069194965,0.510994800
29,0.507571666214,0.528722200
30,0.525074137463,0.545876200
31,0.542576608712,0.561694100
32,0.560079079960,0.580365400
33,0.577581551209,0.596131900
34,0.595084022458,0.616892000
35,0.612586493707,0.632448300
36,0.630088964956,0.651022300
37,0.647591436204,0.667308000
38,0.665093907453,0.683787800
39,0.682596378702,0.701603700
40,0.700098849951,0.718372100
41,0.717601321199,0.735573100
42,0.735103792448,0.754748800
43,0.752606263697,0.771113100
44,0.770108734946,0.788372000
45,0.787611206194,0.805665200
46,0.805113677443,0.823232700
47,0.822616148692,0.840972900
48,0.840118619941,0.859322100
49,0.857621091189,0.876956900
50,0.875123562438,0.894017000
51,0.892626033687,0.913242500
52,0.910128504936,0.929661700
53,0.927630976185,0.946864700
54,0.945133447433,0.963958800
55,0.962635918682,0.982117800
56,0.980138389931,0.999268500
57,0.997640861180,1.015858900
58,1.015143332428,1.033772400
59,1.032645803677,1.051815700
60,1.050148274926,1.068612100
61,1.067650746175,1.087213300
62,1.085153217423,1.103886600
63,1.102655688672,1.120938600
64,1.120158159921,1.138377800
65,1.137660631170,1.155859700
66,1.155163102418,1.173274800
67,1.172665573667,1.190868200
68,1.190168044916,1.208435000
69,1.207670516165,1.226038800
70,1.225172987414,1.244125400
71,1.242675458662,1.263150300
72,1.260177929911,1.279578900
73,1.277680401160,1.296965400
74,1.295182872409,1.313352100
75,1.312685343657,1.330782200
76,1.330187814906,1.348406200
77,1.347690286155,1.366219700
78,1.365192757404,1.383349800
79,1.382695228652,1.401342000
80,1.400197699901,1.418967700
81,1.417700171150,1.436729500
82,1.435202642399,1.453687000
83,1.452705113647,1.471217900
84,1.470207584896,1.488847300
85,1.487710056145,1.506362200
86,1.505212527394,1.524280200
87,1.522714998642,1.541725400
88,1.540217469891,1.558964500
89,1.557719941140,1.577141800
90,1.575222412389,1.596867000
91,1.592724883638,1.613936000
92,1.610227354886,1.629986100
93,1.627729826135,1.646862900
94,1.645232297384,1.663861900
95,1.662734768633,1.681071200
96,1.680237239881,1.698789600
97,1.697739711130,1.716052400
98,1.715242182379,1.733410900
99,1.732744653628,1.751256800
100,1.750247124876,1.768517800
101,1.767749596125,1.785961900
102,1.785252067374,1.803548300
103,1.802754538623,1.821974900
104,1.820257009871,1.838510900
105,1.837759481120,1.855798400
106,1.855261952369,1.873639100
107,1.872764423618,1.892817700
108,1.890266894867,1.909308600
109,1.907769366115,1.926656400
110,1.925271837364,1.944115000
