scene,frame,generation,pages,palettes,bytes,hash,stage_us,encode_us,queue_us,commit_us
2112,3501,1,4096,26,16820528,036316ae6098f1fa,20823.900,7169.500,1193.600,20012.900
2113,3502,2,3,26,39228,20027663fcbd863f,1286.000,10.000,12.400,11.600
2114,3503,3,3,26,39228,79f92d81e5cf2ba8,1521.700,11.200,14.100,11.400
2115,3504,4,3,26,39228,bf1718d956283871,1590.900,9.400,12.500,11.500
2116,3505,5,3,26,39228,b24842c0fdfb55ae,1286.900,9.500,12.200,11.300
2117,3506,6,3,26,39228,f4f3e60e04003aed,1530.000,10.900,12.400,11.400
2118,3507,7,3,26,39228,5aaf1002751accf7,1298.300,11.600,12.100,11.600
2119,3508,8,3,26,39228,d533144cbdc03db4,1572.000,13.500,12.400,11.700
2120,3509,9,3,26,39228,a353428549d43903,1661.000,11.200,11.700,11.500
2121,3510,10,3,26,39228,0c791df796e26c21,1366.300,11.900,11.400,11.400
2122,3512,11,3,26,39228,ab66c0182d488934,1273.700,10.300,14.200,12.200
2123,3513,12,3,26,39228,0374ddd735e2bbcb,1731.100,11.700,14.200,11.600
2124,3514,13,3,26,39228,6331d7c241b903bd,1284.100,15.200,13.200,11.400
2125,3515,14,3,26,39228,0bfdb813078f9da8,1354.300,11.000,12.700,11.500
2126,3516,15,3,26,39228,2a1910caf8c7bbf2,1356.800,12.800,11.200,12.000
2127,3517,16,3,27,40260,4651091382f27ee0,1436.300,12.900,13.800,11.500
2128,3518,17,3,27,40260,471f219f48c642fa,1316.800,10.700,12.900,11.800
2129,3519,18,3,27,40260,8ed3abf422c18919,1256.300,10.600,11.200,11.300
2130,3520,19,3,27,40260,9fd394eb479a8f62,1260.300,14.800,12.000,12.100
2131,3521,20,3,27,40260,de5654a7d145e9c2,1245.500,10.400,10.200,11.700
2132,3522,21,3,27,40260,3daf215794d23a08,1313.900,11.600,12.300,11.600
2133,3523,22,3,27,40260,ce482b4cc3e741fa,1308.200,10.900,11.200,11.600
2134,3524,23,3,26,39228,728d0c06456d21dc,1504.700,11.800,11.700,11.600
2135,3525,24,3,26,39228,3aede842f8ac66ea,1292.500,10.200,13.300,12.200
2136,3526,25,3,26,39228,a072b766141503fe,1284.400,10.900,13.500,12.300
2137,3527,26,3,26,39228,cccc80a8012f2ca5,1273.300,10.600,10.200,11.400
2138,3528,27,3,26,39228,a5ffa8a7c5d0c36d,1289.600,11.300,11.900,11.300
2139,3529,28,3,26,39228,7677570d3057ed54,1387.300,12.000,12.500,12.000
2140,3530,29,3,26,39228,f92eb28126c490f6,1386.300,11.500,11.900,11.300
2141,3531,30,3,26,39228,2733c895a1b29862,1386.400,11.900,12.200,11.500
2142,3532,31,3,26,39228,d39d5dad4bbf93aa,1415.600,10.200,11.900,11.800
2143,3533,32,3,27,40260,5434e9eb4e8239ca,1269.000,9.600,10.900,11.900
2144,3534,33,3,27,40260,382e16dde06f17f6,1283.300,10.300,11.100,11.300
2145,3535,34,3,27,40260,57cba875ca4e49a4,1273.500,10.300,11.800,11.800
2146,3536,35,3,26,39228,228150f39e07d2e3,1269.300,10.400,10.600,11.900
