scene,frame,mode,quads,vertices,width,height,page,margin,snapshot,host_us
2112,3501,2,382,2292,2736,4096,0,86,0,3071.000
2113,3502,2,383,2298,2736,4096,400,86,0,505.900
2114,3503,2,379,2274,2736,4096,0,86,0,420.000
2115,3504,2,399,2394,2736,4096,400,86,0,479.000
2116,3505,2,400,2400,2736,4096,0,86,0,602.100
2117,3506,2,413,2478,2736,4096,400,86,0,371.300
2118,3507,2,435,2610,2736,4096,0,86,0,496.800
2119,3508,2,463,2778,2736,4096,400,86,0,435.800
2120,3509,2,462,2772,2736,4096,0,86,0,461.600
2121,3510,2,476,2856,2736,4096,400,86,1,198749.400
2122,3512,2,511,3066,2736,4096,0,86,0,518.400
2123,3513,2,532,3192,2736,4096,400,86,0,574.000
2124,3514,2,576,3456,2736,4096,0,86,0,391.100
2125,3515,2,641,3849,2736,4096,400,86,0,477.500
2126,3516,2,659,3954,2736,4096,0,86,0,443.800
2127,3517,2,690,4140,2736,4096,400,86,0,799.500
2128,3518,2,719,4317,2736,4096,0,86,0,617.600
2129,3519,2,754,4524,2736,4096,400,86,0,562.500
2130,3520,2,756,4536,2736,4096,0,86,0,746.800
2131,3521,2,758,4548,2736,4096,400,86,0,520.100
2132,3522,2,751,4506,2736,4096,0,86,0,494.000
2133,3523,2,767,4602,2736,4096,400,86,0,492.100
2134,3524,2,774,4644,2736,4096,0,86,0,413.000
2135,3525,2,816,4896,2736,4096,400,86,0,394.800
2136,3526,2,862,5172,2736,4096,0,86,0,427.800
2137,3527,2,868,5208,2736,4096,400,86,0,562.200
2138,3528,2,872,5232,2736,4096,0,86,0,507.000
2139,3529,2,896,5376,2736,4096,400,86,0,519.400
2140,3530,2,904,5424,2736,4096,0,86,0,667.800
2141,3531,2,942,5652,2736,4096,400,86,0,528.600
2142,3532,2,1028,6168,2736,4096,0,86,0,493.300
2143,3533,2,1041,6246,2736,4096,400,86,0,503.200
2144,3534,2,1059,6354,2736,4096,0,86,0,477.500
2145,3535,2,1110,6660,2736,4096,400,86,0,603.600
