frame,emulated_seconds,host_seconds
1,0.017502471249,0.005267600
2,0.035004942498,0.029135200
3,0.052507413746,0.046571700
4,0.070009884995,0.072018300
5,0.087512356244,0.089451200
6,0.105014827493,0.104858100
7,0.122517298741,0.127912800
8,0.140019769990,0.149028000
9,0.157522241239,0.170674300
10,0.175024712488,0.185833400
11,0.192527183736,0.204942200
12,0.210029654985,0.220502300
13,0.227532126234,0.242499500
14,0.245034597483,0.265861600
15,0.262537068731,0.282245100
16,0.280039539980,0.298972000
17,0.297542011229,0.315255500
18,0.315044482478,0.335496300
19,0.332546953727,0.349874500
20,0.350049424975,0.376010800
21,0.367551896224,0.396612100
22,0.385054367473,0.414342400
23,0.402556838722,0.430617300
24,0.420059309970,0.447277800
25,0.437561781219,0.464914300
26,0.455064252468,0.487275700
27,0.472566723717,0.504698700
28,0.490069194965,0.520676300
29,0.507571666214,0.538141000
30,0.525074137463,0.555393900
31,0.542576608712,0.574361500
32,0.560079079960,0.591106500
33,0.577581551209,0.611828700
34,0.595084022458,0.628043800
35,0.612586493707,0.645352500
36,0.630088964956,0.663477000
37,0.647591436204,0.683126100
38,0.665093907453,0.701500100
39,0.682596378702,0.717814900
40,0.700098849951,0.734757600
41,0.717601321199,0.751457800
42,0.735103792448,0.769431400
43,0.752606263697,0.786845500
44,0.770108734946,0.804899400
45,0.787611206194,0.821421000
46,0.805113677443,0.839107000
47,0.822616148692,0.857665600
48,0.840118619941,0.876214500
49,0.857621091189,0.893023200
50,0.875123562438,0.909518500
51,0.892626033687,0.926688900
52,0.910128504936,0.943723200
53,0.927630976185,0.961972300
54,0.945133447433,0.979576000
55,0.962635918682,0.996601900
56,0.980138389931,1.014308800
57,0.997640861180,1.032090400
58,1.015143332428,1.049518100
59,1.032645803677,1.066552100
60,1.050148274926,1.083821600
61,1.067650746175,1.101467700
62,1.085153217423,1.118859800
63,1.102655688672,1.136286000
64,1.120158159921,1.154051000
65,1.137660631170,1.171923800
66,1.155163102418,1.190364100
67,1.172665573667,1.207310400
68,1.190168044916,1.226572900
69,1.207670516165,1.242939000
70,1.225172987414,1.260101800
71,1.242675458662,1.276412300
72,1.260177929911,1.293958100
73,1.277680401160,1.311250300
74,1.295182872409,1.329169900
75,1.312685343657,1.346466400
76,1.330187814906,1.364158000
77,1.347690286155,1.381504600
78,1.365192757404,1.398807800
79,1.382695228652,1.416362300
80,1.400197699901,1.434094500
81,1.417700171150,1.451210000
82,1.435202642399,1.469016500
83,1.452705113647,1.487647700
84,1.470207584896,1.505259400
85,1.487710056145,1.522275600
86,1.505212527394,1.539879600
87,1.522714998642,1.557245300
88,1.540217469891,1.576298800
89,1.557719941140,1.593264200
90,1.575222412389,1.609911900
91,1.592724883638,1.626346600
92,1.610227354886,1.643942900
93,1.627729826135,1.661370200
94,1.645232297384,1.679229000
95,1.662734768633,1.696347600
96,1.680237239881,1.714026700
97,1.697739711130,1.731329300
98,1.715242182379,1.749317100
99,1.732744653628,1.767125000
100,1.750247124876,1.783968200
101,1.767749596125,1.802555900
102,1.785252067374,1.819607500
103,1.802754538623,1.836817900
104,1.820257009871,1.854657500
105,1.837759481120,1.871864700
106,1.855261952369,1.890490300
107,1.872764423618,1.907710400
108,1.890266894867,1.926127900
109,1.907769366115,1.943264200
110,1.925271837364,1.959851100
111,1.942774308613,1.977192100
112,1.960276779862,1.994782200
113,1.977779251110,2.012220000
114,1.995281722359,2.029147200
115,2.012784193608,2.046767600
116,2.030286664857,2.064278400
117,2.047789136105,2.081868800
118,2.065291607354,2.098982800
119,2.082794078603,2.116297900
120,2.100296549852,2.134097000
121,2.117799021100,2.151302800
122,2.135301492349,2.170250700
123,2.152803963598,2.186582600
124,2.170306434847,2.204063300
125,2.187808906096,2.221718100
126,2.205311377344,2.239062300
127,2.222813848593,2.257307300
128,2.240316319842,2.276210300
129,2.257818791091,2.292941100
130,2.275321262339,2.310060100
131,2.292823733588,2.326501400
132,2.310326204837,2.344003200
133,2.327828676086,2.361350800
134,2.345331147334,2.378899300
135,2.362833618583,2.396552700
136,2.380336089832,2.414163800
137,2.397838561081,2.432125600
138,2.415341032329,2.449478200
139,2.432843503578,2.466696400
140,2.450345974827,2.484016700
141,2.467848446076,2.502024700
142,2.485350917325,2.519405000
143,2.502853388573,2.536461000
144,2.520355859822,2.554732600
145,2.537858331071,2.572021100
146,2.555360802320,2.591573900
147,2.572863273568,2.610078600
148,2.590365744817,2.626087500
149,2.607868216066,2.643160200
150,2.625370687315,2.659672300
151,2.642873158563,2.677514000
152,2.660375629812,2.694101400
153,2.677878101061,2.711895700
154,2.695380572310,2.729692000
155,2.712883043558,2.746726200
156,2.730385514807,2.764493000
157,2.747887986056,2.781603000
158,2.765390457305,2.799256400
159,2.782892928554,2.816476200
160,2.800395399802,2.834210000
161,2.817897871051,2.851806500
162,2.835400342300,2.869269100
163,2.852902813549,2.886396300
164,2.870405284797,2.904404300
165,2.887907756046,2.921684300
166,2.905410227295,2.939743500
167,2.922912698544,2.957528700
168,2.940415169792,2.976087100
169,2.957917641041,2.993788000
170,2.975420112290,3.012513900
171,2.992922583539,3.028418300
172,3.010425054787,3.045015300
173,3.027927526036,3.062205400
174,3.045429997285,3.079847200
175,3.062932468534,3.096897500
176,3.080434939783,3.114866800
177,3.097937411031,3.131710800
178,3.115439882280,3.150285400
179,3.132942353529,3.167515000
180,3.150444824778,3.184498800
181,3.167947296026,3.202173900
182,3.185449767275,3.219819700
183,3.202952238524,3.236630100
184,3.220454709773,3.254271200
185,3.237957181021,3.271808700
186,3.255459652270,3.289958200
187,3.272962123519,3.307841800
188,3.290464594768,3.326242000
189,3.307967066016,3.342770300
190,3.325469537265,3.359603700
191,3.342972008514,3.376539000
192,3.360474479763,3.394442700
193,3.377976951012,3.411463500
194,3.395479422260,3.429176400
195,3.412981893509,3.447036300
196,3.430484364758,3.464146900
197,3.447986836007,3.481750400
198,3.465489307255,3.499161600
199,3.482991778504,3.516986200
200,3.500494249753,3.534863500
201,3.517996721002,3.551770900
202,3.535499192250,3.569270900
203,3.553001663499,3.587184200
204,3.570504134748,3.604271300
205,3.588006605997,3.621730200
206,3.605509077245,3.640830500
207,3.623011548494,3.659372900
208,3.640514019743,3.676457000
209,3.658016490992,3.692819700
210,3.675518962241,3.710389700
211,3.693021433489,3.726782900
212,3.710523904738,3.744342000
213,3.728026375987,3.761825700
214,3.745528847236,3.779715600
215,3.763031318484,3.799495700
216,3.780533789733,3.814420400
217,3.798036260982,3.832164600
218,3.815538732231,3.849973000
219,3.833041203479,3.866674400
220,3.850543674728,3.884468100
221,3.868046145977,3.902238400
222,3.885548617226,3.919665900
223,3.903051088474,3.936655800
224,3.920553559723,3.954127400
225,3.938056030972,3.971651900
226,3.955558502221,3.990069400
227,3.973060973470,4.008173400
228,3.990563444718,4.027699800
229,4.008065915967,4.043822000
230,4.025568387216,4.060129100
231,4.043070858465,4.076976100
232,4.060573329713,4.094236400
233,4.078075800962,4.111652400
234,4.095578272211,4.129201700
235,4.113080743460,4.146975500
236,4.130583214708,4.164375900
237,4.148085685957,4.182274700
