scene,frame,generation,pages,palettes,bytes,hash,decode_us,upload_us,snapshot_us
2112,3501,1,4096,6,16799888,036316ae6098f1fa,24538.200,3303.300,0.200
2113,3502,2,3,6,18588,20027663fcbd863f,27.600,182.600,0.100
2114,3503,3,3,6,18588,79f92d81e5cf2ba8,103.800,227.600,0.600
2115,3504,4,3,6,18588,bf1718d956283871,45.600,145.900,0.200
2116,3505,5,3,6,18588,b24842c0fdfb55ae,26.800,135.400,0.200
2117,3506,6,3,6,18588,f4f3e60e04003aed,54.200,173.600,0.200
2118,3507,7,3,6,18588,5aaf1002751accf7,27.700,141.100,0.100
2119,3508,8,3,6,18588,d533144cbdc03db4,29.300,194.800,0.100
2120,3509,9,3,7,19620,a353428549d43903,51.900,192.400,0.200
2121,3510,10,3,6,18588,0c791df796e26c21,45.100,164.600,0.100
2122,3512,11,3,6,18588,ab66c0182d488934,27.300,137.700,0.100
2123,3513,12,3,6,18588,0374ddd735e2bbcb,28.500,169.600,0.100
2124,3514,13,3,6,18588,6331d7c241b903bd,26.000,154.900,0.200
2125,3515,14,3,6,18588,0bfdb813078f9da8,27.600,132.100,0.100
2126,3516,15,3,6,18588,2a1910caf8c7bbf2,28.600,206.700,0.100
2127,3517,16,3,7,19620,4651091382f27ee0,27.800,151.400,0.100
2128,3518,17,3,6,18588,471f219f48c642fa,28.700,211.800,0.400
2129,3519,18,3,5,17556,8ed3abf422c18919,28.200,192.300,0.100
2130,3520,19,3,5,17556,9fd394eb479a8f62,31.000,300.100,0.400
2131,3521,20,3,5,17556,de5654a7d145e9c2,28.600,259.400,0.100
2132,3522,21,3,4,16524,3daf215794d23a08,25.900,172.700,0.500
2133,3523,22,3,3,15492,ce482b4cc3e741fa,26.000,150.000,0.100
2134,3524,23,3,2,14460,728d0c06456d21dc,39.800,272.600,0.300
2135,3525,24,3,2,14460,3aede842f8ac66ea,23.600,198.400,0.400
2136,3526,25,3,2,14460,a072b766141503fe,22.500,167.600,0.100
2137,3527,26,3,2,14460,cccc80a8012f2ca5,24.900,171.900,0.200
2138,3528,27,3,2,14460,a5ffa8a7c5d0c36d,33.800,185.000,0.200
2139,3529,28,3,2,14460,7677570d3057ed54,23.200,191.200,0.100
2140,3530,29,3,2,14460,f92eb28126c490f6,22.200,166.800,0.100
2141,3531,30,3,2,14460,2733c895a1b29862,23.500,187.100,0.300
2142,3532,31,3,2,14460,d39d5dad4bbf93aa,23.600,132.300,0.200
2143,3533,32,3,3,15492,5434e9eb4e8239ca,25.800,133.100,0.200
2144,3534,33,3,3,15492,382e16dde06f17f6,58.900,206.800,0.300
2145,3535,34,3,3,15492,57cba875ca4e49a4,23.500,143.300,0.100
2146,3536,35,3,2,14460,228150f39e07d2e3,24.200,152.700,0.300
2147,3537,36,3,2,14460,84b884e5cec89c39,24.800,131.900,0.100
2148,3538,37,3,1,13428,21ba231c14e8e9b0,24.600,137.600,0.100
2149,3539,38,3,1,13428,11121224a985655f,28.600,179.500,0.200
2150,3540,39,3,1,13428,c203f9a64f4665a1,22.500,204.200,0.300
2151,3542,40,3,2,14460,0947db6512e8daf1,27.300,211.400,0.100
2152,3543,41,3,2,14460,d37326a963392cec,24.700,182.700,0.100
2153,3544,42,3,2,14460,0a5e280d58a49eb8,24.600,409.400,0.100
2154,3545,43,3,2,14460,155cea9a419f677a,23.500,209.600,0.100
2155,3546,44,3,2,14460,8017b8f960ccbc06,23.600,220.500,0.100
2156,3547,45,3,2,14460,e4ed3bc93a4203df,25.300,158.800,0.100
2157,3548,46,3,3,15492,0b82cdcbf8deede5,28.000,268.100,0.300
2158,3549,47,3,3,15492,856d3b1f11a937f0,35.900,190.300,0.200
2159,3550,48,3,4,16524,4f247379308e18d6,27.600,142.900,0.100
2160,3551,49,3,2,14460,2b03f3d0f871f04c,21.600,143.600,0.100
2161,3552,50,3,1,13428,5e0896482651a0a5,28.600,166.300,0.200
2162,3553,51,3,1,13428,71fa0e3879000737,23.000,145.900,0.100
2163,3554,52,3,2,14460,8e09d2f5819ec293,28.000,176.000,0.100
2164,3555,53,3,2,14460,efd1072ea4fe26a2,24.700,164.500,0.100
2165,3556,54,3,4,16524,345335e90b75436a,26.200,137.700,0.100
2166,3557,55,3,5,17556,1629a12b57ebac16,29.300,134.300,0.200
2167,3558,56,3,6,18588,ab04ed51dca6ff34,45.000,147.500,0.200
2168,3559,57,3,7,19620,4d452dd3fcbadd54,29.400,165.600,115.300
2169,3560,58,3,6,18588,b6375ceb4065eed3,27.900,139.300,0.100
2170,3561,59,3,6,18588,0baf255b70b79340,28.100,199.600,0.100
2171,3562,60,3,6,18588,87267471aa5967bf,27.700,141.200,0.200
2172,3563,61,3,7,19620,de76148e8be68cc8,26.800,137.000,0.400
2173,3564,62,3,6,18588,a52c1cd6b0f7289b,46.400,137.400,0.200
2174,3565,63,3,5,17556,d1a17157dc7e4c76,30.000,200.900,0.400
2175,3567,64,3,6,18588,dd28f1ea16239825,32.700,210.600,0.200
2176,3568,65,3,6,18588,35f084151cf1fc3f,26.500,141.500,0.100
2177,3569,66,3,6,18588,a7cdd5c10476c455,32.200,144.700,0.100
2178,3570,67,3,4,16524,1b53f60f7e1e703f,25.600,138.900,0.100
2179,3571,68,3,5,17556,e4ac4964744b3e93,28.100,157.600,0.500
2180,3572,69,3,6,18588,e67829eb6816c4a5,28.600,208.500,0.200
2181,3573,70,3,8,20652,aa81c1860a2251b7,33.000,167.100,0.300
2182,3574,71,3,8,20652,2a111bf873445d9c,33.200,220.500,0.100
2183,3575,72,3,8,20652,55f5b1e0e9018bb6,35.900,145.400,0.300
2184,3576,73,3,9,21684,a1617fdd9c07ce27,31.500,155.700,0.100
2185,3577,74,3,9,21684,c55a6dd16aca0c75,31.400,160.200,0.100
2186,3578,75,3,9,21684,93ba23416313f236,32.500,134.600,0.100
2187,3579,76,3,10,22716,34773ea8c3577c16,31.800,152.500,0.100
2188,3580,77,3,10,22716,6431348f7d9ee7a1,47.900,240.200,0.200
2189,3581,78,3,11,23748,da784f6472e7f1f3,33.600,186.600,0.400
2190,3582,79,3,11,23748,bbdde9dc47916de1,32.800,179.800,0.200
2191,3583,80,3,12,24780,98e781fa6a176aa7,34.100,140.200,0.100
2192,3584,81,3,14,26844,2b1cde0bd79be280,35.400,140.300,0.300
2193,3585,82,3,17,29940,8b7867d848ee18db,39.100,138.500,0.100
2194,3586,83,3,14,26844,34c51c4b2bf0e99d,40.700,177.200,0.300
2195,3587,84,3,13,25812,6964f4fb1b655c7d,34.300,182.100,0.300
2196,3588,85,3,12,24780,8af2c2011a66914e,33.700,135.200,0.200
2197,3589,86,3,12,24780,0c82c7831bdc99ac,35.000,130.000,0.200
2198,3590,87,3,13,25812,9910974c32bd1a44,34.400,168.200,0.100
2199,3591,88,3,10,22716,ee93ff2ae55ac641,33.800,161.500,0.500
2200,3592,89,3,7,19620,fef8a952c6f1ae96,29.900,132.300,0.100
2201,3593,90,3,7,19620,da58367380cf3bcd,27.600,131.800,0.100
2202,3594,91,3,5,17556,902581729f54215d,42.600,228.300,0.300
2203,3595,92,3,5,17556,9ebf89a629b1174f,28.700,196.200,0.200
2204,3596,93,3,5,17556,eaa2632c11264ddc,27.300,139.500,0.200
2205,3597,94,3,3,15492,e6e1660feaf1c41b,24.200,138.800,0.100
2206,3598,95,3,5,17556,43ce6a94bc5c9a4c,28.100,166.600,0.100
2207,3599,96,3,5,17556,179bfc886f50729c,51.500,221.800,0.100
2208,3600,97,3,7,19620,f6899a2988adc094,34.400,158.900,0.100
2209,3601,98,3,5,17556,0f19fd15abe9fd2b,36.800,249.000,0.200
2210,3602,99,3,4,16524,161e31be197f826a,26.700,148.000,0.100
2211,3603,100,3,5,17556,de09509bfa3b1ce3,28.900,173.300,0.100
2212,3604,101,3,5,17556,edeb63b8bcfb542a,29.300,215.400,0.100
2213,3605,102,3,4,16524,6a3d1f47b09f2231,25.700,145.900,0.300
2214,3606,103,3,5,17556,e4c89213df2dc794,27.700,137.800,0.100
2215,3607,104,3,6,18588,dfd5e2e48d581dd1,29.900,150.700,0.100
2216,3608,105,3,4,16524,98783000c5db4d75,25.800,161.600,0.100
2217,3609,106,3,4,16524,dc1603b66baec784,25.300,185.500,0.300
2218,3610,107,3,4,16524,2146386234050224,26.000,139.400,0.100
2219,3611,108,3,5,17556,b5f8940a06d5585d,28.200,177.000,0.300
2220,3612,109,3,4,16524,e124cbed4671a955,25.800,185.300,0.300
2221,3613,110,3,4,16524,89a1597392639a36,25.800,146.900,0.400
2222,3614,111,3,4,16524,7cb3009a550416ac,25.300,137.900,0.100
2223,3615,112,3,4,16524,9de25fa323a41207,25.900,190.600,0.200
2224,3616,113,3,4,16524,231e77450318eec1,28.200,194.700,0.400
2225,3617,114,3,4,16524,4551dc1b3fa6d80f,27.300,153.500,0.100
2226,3618,115,3,4,16524,91a9c9449b96427f,25.500,143.300,0.100
2227,3619,116,3,4,16524,cc11f8ef7fafa0d9,25.800,130.000,0.200
2228,3620,117,3,4,16524,4a186490ab878ed8,25.400,170.300,0.400
2229,3621,118,3,4,16524,1038839ba23941c9,26.700,202.000,0.100
2230,3622,119,3,5,17556,a38b6b3b34fb2c4c,33.600,194.100,0.200
2231,3623,120,3,4,16524,08c110a099004584,27.200,136.800,0.100
2232,3624,121,3,4,16524,5cd6dc59be841a9f,31.900,168.400,0.200
2233,3625,122,3,5,17556,39fcdd0f9d69a450,28.100,146.900,0.100
2234,3626,123,3,5,17556,f779c59ea780527d,27.300,152.400,0.400
2235,3627,124,3,5,17556,253b4d602c053924,36.400,151.500,0.300
2236,3628,125,3,5,17556,d42b27690278839c,33.100,164.800,0.200
2237,3629,126,3,5,17556,d2e701a5110e2560,27.700,144.800,0.100
2238,3630,127,3,5,17556,dcd8cf9b9c6b19bb,25.700,192.900,0.200
2239,3631,128,3,5,17556,e346a8476e4c1ca8,28.700,147.300,0.200
2240,3632,129,3,4,16524,daa3d0e2dd2be604,26.900,140.400,0.100
2241,3633,130,3,4,16524,c800796d755b5003,26.800,153.400,0.100
2242,3634,131,3,5,17556,ecf48e3fda3ed3ac,26.800,138.200,0.200
2243,3635,132,3,5,17556,00b61ffb5ac52e8c,29.100,124.300,0.100
2244,3636,133,3,5,17556,4692a3949d8134b6,27.700,146.700,0.100
2245,3637,134,3,5,17556,332e25ed6ff46384,28.000,182.000,0.100
2246,3638,135,3,5,17556,d916c8a8c9cf02e2,26.800,136.800,0.400
2247,3639,136,3,5,17556,43090750e0df1d2a,26.100,186.700,0.100
2248,3640,137,3,5,17556,be575f24dd195b8b,29.200,153.300,0.400
2249,3641,138,3,5,17556,f2305e4a32002471,26.600,141.600,0.400
2250,3642,139,3,5,17556,8dd0f4fc53453a69,27.000,150.500,0.100
2251,3643,140,3,5,17556,a0a3d7feba7e1798,27.500,137.100,0.400
2252,3644,141,3,5,17556,75c8e81099812779,27.600,189.300,0.100
2253,3645,142,3,5,17556,37b1c23a9de1744d,27.300,336.400,0.500
2254,3646,143,3,5,17556,ad27d7e0b3e54650,24.400,145.100,0.300
2255,3647,144,3,5,17556,3549e7cef56b9d80,26.300,145.800,0.100
2256,3648,145,3,5,17556,133e2855f594ed62,28.100,168.600,0.100
2257,3650,146,3,5,17556,804c7f7d291afd0b,27.100,334.200,0.500
2258,3651,147,3,5,17556,ebd9d44788f011ab,27.600,152.000,0.100
2259,3652,148,3,4,16524,c82a2b4066bc208c,24.500,142.900,0.100
2260,3653,149,3,4,16524,96399d4ff5210f3f,27.100,173.300,0.200
2261,3654,150,3,4,16524,a6663f6408c7bf76,26.300,147.500,0.300
2262,3655,151,3,5,17556,0e1e66f61c0d2dff,26.200,163.300,0.100
2263,3656,152,3,5,17556,b0049cb9ab32af0e,27.000,142.600,0.100
2264,3657,153,3,5,17556,dbe28d51bef5da53,28.400,188.700,0.400
2265,3658,154,3,5,17556,ad726cb6f774cb91,27.700,160.900,0.100
2266,3659,155,3,4,16524,0c1f253fca520c10,30.200,233.100,0.100
2267,3660,156,3,3,15492,a98a98fd3d6db403,25.900,164.200,1.200
2268,3661,157,3,3,15492,83b050fafd1d3d84,42.900,185.200,0.400
2269,3662,158,3,3,15492,bfd5d9b3bda964fc,24.900,141.700,0.200
2270,3663,159,3,4,16524,ff9c065f531ea6b1,24.100,161.800,0.200
2271,3664,160,3,4,16524,7d0a3777af0f8c24,38.100,195.100,0.400
2272,3665,161,3,4,16524,d887931eeb0eb43f,27.300,227.600,0.400
2273,3666,162,3,4,16524,b8e7fd1de7159031,25.800,142.900,0.200
2274,3667,163,3,5,17556,e4e75a55488258f2,41.600,173.400,0.200
2275,3668,164,3,5,17556,f15873c767ecb28a,26.900,147.500,0.100
2276,3669,165,3,4,16524,12d687f4a32cbae2,25.700,139.200,0.200
2277,3670,166,3,5,17556,5a6fa916e022816e,27.300,157.900,0.400
2278,3671,167,3,5,17556,3bac216d9a612a76,28.800,158.900,0.100
2279,3672,168,3,5,17556,dd4f8db89589674c,27.600,141.000,0.100
2280,3673,169,3,6,18588,6c8a48b8243f14c5,27.000,139.500,0.500
2281,3674,170,3,4,16524,37e237cfc0417007,22.800,185.600,0.100
2282,3675,171,3,4,16524,6578dd0d19243526,31.000,138.600,0.400
2283,3676,172,3,4,16524,2da087afc7b80e50,26.300,138.700,0.100
2284,3677,173,3,3,15492,ea74c8de034fbb29,25.000,210.300,0.100
2285,3678,174,3,4,16524,d6162da42948f711,25.500,213.800,0.100
2286,3679,175,3,4,16524,a411935cb20cc106,29.000,135.000,0.200
2287,3680,176,3,4,16524,cbe9082f0a5bbfef,26.300,244.500,0.200
2288,3681,177,3,3,15492,aa093feb1db11d6a,23.500,205.200,0.100
2289,3682,178,3,3,15492,08dda29b453317d0,25.100,149.000,0.400
2290,3683,179,3,4,16524,496719091c8c9d70,27.700,169.900,0.100
2291,3684,180,3,4,16524,b7e75a68276550b4,26.000,170.900,0.200
2292,3685,181,3,4,16524,4114d289c161a6b2,24.800,170.800,0.100
2293,3686,182,3,4,16524,a39d430f9a4e0314,24.400,189.500,0.500
2294,3687,183,3,4,16524,2755f6905c4b14f6,25.000,158.300,0.400
2295,3688,184,3,4,16524,357217df417ebd1a,24.700,141.800,0.100
2296,3689,185,3,4,16524,7ef3d7866aa6e5fd,27.700,189.800,0.400
2297,3690,186,3,4,16524,c12e64914dd621a3,32.100,140.600,0.300
2298,3691,187,3,4,16524,63d76dd56ecb901f,26.200,141.800,0.200
2299,3692,188,3,4,16524,f6def9ca32454b30,25.000,176.800,0.100
2300,3693,189,3,4,16524,3547c1d04ea59431,25.100,141.900,0.300
2301,3694,190,3,4,16524,5a3dd10b6e8783b3,26.700,133.800,0.100
2302,3695,191,3,4,16524,fc69278332266ee1,31.800,160.000,0.300
2303,3696,192,3,4,16524,63be41dc2980ab9d,26.500,158.600,0.100
2304,3697,193,3,4,16524,5531f8e3a367ea5d,23.500,141.500,0.100
2305,3698,194,3,4,16524,fac1848b8d9d7fca,50.200,214.400,0.100
2306,3699,195,3,4,16524,89968accb9a21502,30.100,172.500,0.200
2307,3700,196,3,4,16524,89136861e81e85e5,23.900,181.600,0.100
2308,3701,197,3,4,16524,cd179d12131a8291,27.100,197.200,0.100
2309,3702,198,3,4,16524,bc3d75dfc4d12bb4,24.600,178.200,0.100
2310,3703,199,3,4,16524,babe2c959d9f1c66,27.500,180.100,0.100
2311,3704,200,3,4,16524,2d7b170f66106e3f,28.300,221.000,0.400
2312,3705,201,3,4,16524,7a9355defc186193,26.500,160.200,0.200
2313,3706,202,3,4,16524,044dad72a2bd2ddf,26.600,182.900,0.100
2314,3707,203,3,4,16524,e946a0779372e82e,26.000,139.400,0.100
2315,3708,204,3,4,16524,66ec91ab65ababe3,25.900,177.500,0.200
2316,3709,205,3,4,16524,a6898d83203e2076,26.400,135.800,0.200
2317,3710,206,3,4,16524,d7aaf556cb98bf1d,26.700,162.400,0.100
2318,3711,207,3,4,16524,bbc308079e52a1de,26.200,149.500,0.300
2319,3712,208,3,4,16524,7c01684bf7f88ee4,27.100,140.800,0.200
2320,3714,209,3,4,16524,53e6a50ba112f3cd,24.700,152.200,0.200
2321,3715,210,3,4,16524,e6b0953ec5609d96,23.800,169.400,0.100
2322,3716,211,3,4,16524,31c1658f57082317,25.700,136.100,0.100
2323,3717,212,3,4,16524,2328367006002981,26.000,160.700,0.100
2324,3718,213,3,4,16524,f3c1d8bf6da4c333,25.400,148.600,0.100
2325,3719,214,3,3,15492,7a1bd04fcbe824f6,26.300,157.400,0.200
2326,3720,215,3,4,16524,5ac61c501125a9f2,28.300,183.000,0.200
2327,3721,216,3,4,16524,4088f09bb7949285,28.400,231.800,0.200
2328,3722,217,3,3,15492,5d937d2d04a4b00a,51.900,239.000,0.200
2329,3723,218,3,4,16524,9dee85d54b5eaff0,27.700,149.000,0.400
