frame,emulated_seconds,host_seconds
1,0.017502471249,0.005739400
2,0.035004942498,0.033779000
3,0.052507413746,0.050910900
4,0.070009884995,0.082340800
5,0.087512356244,0.098770500
6,0.105014827493,0.121444600
7,0.122517298741,0.142723300
8,0.140019769990,0.158501900
9,0.157522241239,0.183344700
10,0.175024712488,0.199244900
11,0.192527183736,0.218041400
12,0.210029654985,0.234652900
13,0.227532126234,0.251791200
14,0.245034597483,0.268081700
15,0.262537068731,0.284534300
16,0.280039539980,0.302318700
17,0.297542011229,0.319447300
18,0.315044482478,0.338946800
19,0.332546953727,0.356134000
20,0.350049424975,0.376097800
21,0.367551896224,0.392513700
22,0.385054367473,0.409391500
23,0.402556838722,0.427883900
24,0.420059309970,0.444197200
25,0.437561781219,0.461697800
26,0.455064252468,0.478698600
27,0.472566723717,0.497644300
28,0.490069194965,0.515253400
29,0.507571666214,0.533125700
30,0.525074137463,0.551457100
31,0.542576608712,0.570465800
32,0.560079079960,0.591189800
33,0.577581551209,0.608909900
34,0.595084022458,0.626664100
35,0.612586493707,0.645410100
36,0.630088964956,0.662656700
37,0.647591436204,0.678723200
38,0.665093907453,0.696507800
39,0.682596378702,0.713759100
40,0.700098849951,0.731349300
41,0.717601321199,0.749555700
42,0.735103792448,0.766744100
43,0.752606263697,0.784000000
44,0.770108734946,0.801646900
45,0.787611206194,0.818984900
46,0.805113677443,0.838242100
47,0.822616148692,0.854306900
48,0.840118619941,0.872932100
49,0.857621091189,0.888254100
50,0.875123562438,0.906374300
51,0.892626033687,0.923714300
52,0.910128504936,0.940685900
53,0.927630976185,0.958293300
54,0.945133447433,0.975873800
55,0.962635918682,0.993973300
56,0.980138389931,1.010819800
57,0.997640861180,1.028619800
58,1.015143332428,1.046579900
59,1.032645803677,1.063848400
60,1.050148274926,1.083789100
61,1.067650746175,1.105130400
62,1.085153217423,1.122090500
63,1.102655688672,1.138798100
64,1.120158159921,1.154441300
65,1.137660631170,1.171945800
66,1.155163102418,1.188189000
67,1.172665573667,1.205496000
68,1.190168044916,1.222384800
69,1.207670516165,1.240496400
70,1.225172987414,1.258549000
71,1.242675458662,1.274429300
72,1.260177929911,1.292192400
73,1.277680401160,1.308999000
74,1.295182872409,1.326754200
75,1.312685343657,1.344251600
76,1.330187814906,1.361763800
77,1.347690286155,1.379290600
78,1.365192757404,1.397894800
79,1.382695228652,1.414870300
80,1.400197699901,1.432239600
81,1.417700171150,1.449783300
82,1.435202642399,1.467608900
83,1.452705113647,1.484878600
84,1.470207584896,1.503833900
85,1.487710056145,1.521023500
86,1.505212527394,1.537336000
87,1.522714998642,1.554648300
88,1.540217469891,1.572279300
89,1.557719941140,1.589327000
90,1.575222412389,1.607054300
91,1.592724883638,1.624723400
92,1.610227354886,1.641786000
93,1.627729826135,1.659267500
94,1.645232297384,1.677086700
95,1.662734768633,1.694766300
96,1.680237239881,1.711863800
97,1.697739711130,1.729498800
98,1.715242182379,1.747319700
99,1.732744653628,1.764624200
100,1.750247124876,1.782342700
101,1.767749596125,1.799782400
102,1.785252067374,1.817867000
103,1.802754538623,1.837383200
104,1.820257009871,1.854053400
105,1.837759481120,1.870544000
106,1.855261952369,1.887725500
107,1.872764423618,1.904518800
108,1.890266894867,1.922782700
109,1.907769366115,1.939628300
110,1.925271837364,1.957561600
111,1.942774308613,1.974162500
112,1.960276779862,1.991775600
113,1.977779251110,2.009176300
114,1.995281722359,2.027052100
115,2.012784193608,2.044466100
116,2.030286664857,2.062573900
117,2.047789136105,2.079367600
118,2.065291607354,2.097129200
119,2.082794078603,2.114594500
120,2.100296549852,2.132203300
121,2.117799021100,2.149598800
122,2.135301492349,2.167662400
123,2.152803963598,2.185185000
124,2.170306434847,2.203961700
125,2.187808906096,2.220635000
126,2.205311377344,2.237375500
127,2.222813848593,2.254799000
128,2.240316319842,2.272661100
129,2.257818791091,2.289772900
130,2.275321262339,2.307558800
131,2.292823733588,2.324907400
132,2.310326204837,2.342148300
133,2.327828676086,2.359526600
134,2.345331147334,2.376844400
135,2.362833618583,2.394737600
136,2.380336089832,2.412134500
137,2.397838561081,2.430139100
138,2.415341032329,2.447253500
139,2.432843503578,2.464484600
140,2.450345974827,2.481901300
141,2.467848446076,2.499585200
142,2.485350917325,2.517654400
143,2.502853388573,2.535383900
144,2.520355859822,2.553938500
145,2.537858331071,2.570955000
146,2.555360802320,2.587598200
147,2.572863273568,2.604574800
148,2.590365744817,2.623222200
149,2.607868216066,2.639431200
150,2.625370687315,2.656688600
151,2.642873158563,2.674649000
