scene,frame,generation,pages,palettes,bytes,hash,decode_us,upload_us,snapshot_us
2184,3576,73,3,24,37164,a1617fdd9c07ce27,49.700,141.800,0.200
2185,3577,74,3,24,37164,c55a6dd16aca0c75,46.000,136.200,0.100
2186,3578,75,3,24,37164,93ba23416313f236,47.800,195.900,1.400
2187,3579,76,3,23,36132,34773ea8c3577c16,44.000,144.300,0.100
2188,3580,77,3,23,36132,6431348f7d9ee7a1,44.000,139.100,0.100
2189,3581,78,3,23,36132,da784f6472e7f1f3,50.600,139.100,0.100
2190,3582,79,3,22,35100,bbdde9dc47916de1,46.800,144.800,0.100
2191,3583,80,3,23,36132,98e781fa6a176aa7,46.000,192.400,0.100
2192,3584,81,3,23,36132,2b1cde0bd79be280,60.000,164.400,0.200
2193,3585,82,3,22,35100,8b7867d848ee18db,46.700,171.600,0.200
2194,3586,83,3,16,28908,34c51c4b2bf0e99d,60.700,180.600,0.400
2195,3587,84,3,16,28908,6964f4fb1b655c7d,39.300,162.600,0.100
2196,3588,85,3,14,26844,8af2c2011a66914e,34.800,155.400,0.100
2197,3589,86,3,14,26844,0c82c7831bdc99ac,35.100,145.300,0.100
2198,3590,87,3,14,26844,9910974c32bd1a44,43.000,139.000,0.200
2199,3591,88,3,12,24780,ee93ff2ae55ac641,33.900,139.700,0.100
2200,3592,89,3,9,21684,fef8a952c6f1ae96,32.300,147.400,0.100
2201,3593,90,3,8,20652,da58367380cf3bcd,29.900,160.900,0.100
2202,3594,91,3,5,17556,902581729f54215d,28.000,159.000,0.400
2203,3595,92,3,5,17556,9ebf89a629b1174f,26.700,172.200,0.400
2204,3596,93,3,5,17556,eaa2632c11264ddc,24.300,140.900,0.100
2205,3597,94,3,3,15492,e6e1660feaf1c41b,37.300,141.900,0.200
2206,3598,95,3,5,17556,43ce6a94bc5c9a4c,26.800,164.200,0.100
2207,3599,96,3,5,17556,179bfc886f50729c,34.500,172.700,0.100
2208,3600,97,3,7,19620,f6899a2988adc094,32.800,783.100,0.100
2209,3601,98,3,5,17556,0f19fd15abe9fd2b,27.200,155.400,0.400
2210,3602,99,3,4,16524,161e31be197f826a,27.100,147.000,0.100
2211,3603,100,3,5,17556,de09509bfa3b1ce3,25.800,142.800,0.100
2212,3604,101,3,5,17556,edeb63b8bcfb542a,27.100,135.600,0.400
2213,3605,102,3,4,16524,6a3d1f47b09f2231,25.000,148.000,0.100
2214,3606,103,3,5,17556,e4c89213df2dc794,28.100,141.600,0.200
2215,3607,104,3,6,18588,dfd5e2e48d581dd1,30.600,137.600,0.100
2216,3608,105,3,4,16524,98783000c5db4d75,27.300,146.200,0.100
2217,3609,106,3,4,16524,dc1603b66baec784,50.800,164.100,0.300
2218,3610,107,3,4,16524,2146386234050224,37.800,187.300,0.500
2219,3611,108,3,5,17556,b5f8940a06d5585d,26.900,140.400,0.100
2220,3612,109,3,4,16524,e124cbed4671a955,27.300,162.300,0.200
2221,3613,110,3,4,16524,89a1597392639a36,26.200,245.700,0.300
2222,3614,111,3,4,16524,7cb3009a550416ac,26.000,156.800,0.300
2223,3615,112,3,4,16524,9de25fa323a41207,26.300,163.700,0.300
2224,3616,113,3,4,16524,231e77450318eec1,28.400,162.700,0.200
2225,3617,114,3,4,16524,4551dc1b3fa6d80f,32.800,183.200,0.400
2226,3618,115,3,4,16524,91a9c9449b96427f,27.000,181.000,0.200
2227,3619,116,3,4,16524,cc11f8ef7fafa0d9,28.400,193.900,0.200
2228,3620,117,3,4,16524,4a186490ab878ed8,28.300,154.600,0.100
2229,3621,118,3,4,16524,1038839ba23941c9,25.700,156.400,0.100
2230,3622,119,3,5,17556,a38b6b3b34fb2c4c,26.900,199.100,0.100
2231,3623,120,3,4,16524,08c110a099004584,26.400,169.100,0.100
2232,3624,121,3,4,16524,5cd6dc59be841a9f,27.700,171.500,0.300
2233,3625,122,3,5,17556,39fcdd0f9d69a450,38.800,194.100,0.100
2234,3626,123,3,5,17556,f779c59ea780527d,35.000,185.200,0.100
2235,3627,124,3,5,17556,253b4d602c053924,27.700,153.500,0.300
2236,3628,125,3,5,17556,d42b27690278839c,26.900,165.800,0.400
2237,3629,126,3,5,17556,d2e701a5110e2560,29.600,145.800,0.100
2238,3630,127,3,5,17556,dcd8cf9b9c6b19bb,26.600,195.200,0.100
2239,3631,128,3,5,17556,e346a8476e4c1ca8,26.400,132.200,0.100
2240,3632,129,3,4,16524,daa3d0e2dd2be604,25.600,141.600,0.100
2241,3633,130,3,4,16524,c800796d755b5003,27.900,146.000,0.100
2242,3634,131,3,5,17556,ecf48e3fda3ed3ac,95.600,174.500,0.100
2243,3635,132,3,5,17556,00b61ffb5ac52e8c,26.900,138.900,0.200
2244,3636,133,3,5,17556,4692a3949d8134b6,28.900,177.400,0.100
2245,3637,134,3,5,17556,332e25ed6ff46384,26.600,140.600,0.100
2246,3638,135,3,5,17556,d916c8a8c9cf02e2,28.300,197.500,0.300
2247,3639,136,3,5,17556,43090750e0df1d2a,26.900,159.300,0.100
2248,3640,137,3,5,17556,be575f24dd195b8b,27.600,183.900,0.200
2249,3641,138,3,5,17556,f2305e4a32002471,26.100,145.700,0.200
2250,3642,139,3,5,17556,8dd0f4fc53453a69,28.700,150.600,0.200
2251,3643,140,3,5,17556,a0a3d7feba7e1798,34.100,169.900,0.200
2252,3644,141,3,5,17556,75c8e81099812779,42.400,147.600,0.100
2253,3645,142,3,5,17556,37b1c23a9de1744d,30.100,149.900,0.100
2254,3646,143,3,5,17556,ad27d7e0b3e54650,26.600,138.900,0.300
2255,3647,144,3,5,17556,3549e7cef56b9d80,24.600,162.300,0.100
2256,3648,145,3,5,17556,133e2855f594ed62,27.000,226.400,0.100
2257,3650,146,3,5,17556,804c7f7d291afd0b,26.800,189.400,0.200
2258,3651,147,3,5,17556,ebd9d44788f011ab,27.400,190.100,0.300
2259,3652,148,3,4,16524,c82a2b4066bc208c,26.100,141.100,0.100
2260,3653,149,3,4,16524,96399d4ff5210f3f,28.000,177.400,0.400
2261,3654,150,3,4,16524,a6663f6408c7bf76,38.300,177.400,0.100
2262,3655,151,3,5,17556,0e1e66f61c0d2dff,27.000,140.800,0.100
2263,3656,152,3,5,17556,b0049cb9ab32af0e,26.400,155.000,0.100
2264,3657,153,3,5,17556,dbe28d51bef5da53,28.500,207.500,0.100
2265,3658,154,3,5,17556,ad726cb6f774cb91,37.500,214.600,0.100
2266,3659,155,3,4,16524,0c1f253fca520c10,25.800,151.900,0.200
2267,3660,156,3,3,15492,a98a98fd3d6db403,29.800,766.000,0.100
2268,3661,157,3,3,15492,83b050fafd1d3d84,26.400,203.300,0.400
2269,3662,158,3,3,15492,bfd5d9b3bda964fc,29.800,158.800,0.300
2270,3663,159,3,4,16524,ff9c065f531ea6b1,25.700,141.400,0.100
2271,3664,160,3,4,16524,7d0a3777af0f8c24,28.000,258.600,0.100
2272,3665,161,3,4,16524,d887931eeb0eb43f,27.000,179.000,0.100
2273,3666,162,3,4,16524,b8e7fd1de7159031,26.100,147.000,0.100
2274,3667,163,3,5,17556,e4e75a55488258f2,25.800,138.500,0.100
2275,3668,164,3,5,17556,f15873c767ecb28a,26.500,147.000,0.100
2276,3669,165,3,4,16524,12d687f4a32cbae2,64.400,149.200,0.400
2277,3670,166,3,5,17556,5a6fa916e022816e,30.800,178.400,0.100
2278,3671,167,3,5,17556,3bac216d9a612a76,28.300,141.000,0.300
2279,3672,168,3,5,17556,dd4f8db89589674c,29.300,187.600,0.300
2280,3673,169,3,6,18588,6c8a48b8243f14c5,32.400,185.000,1.300
2281,3674,170,3,4,16524,37e237cfc0417007,26.500,166.600,0.100
2282,3675,171,3,4,16524,6578dd0d19243526,29.000,201.900,0.200
2283,3676,172,3,4,16524,2da087afc7b80e50,26.800,154.400,0.200
2284,3677,173,3,3,15492,ea74c8de034fbb29,26.400,197.500,0.100
2285,3678,174,3,4,16524,d6162da42948f711,26.600,287.700,0.400
2286,3679,175,3,4,16524,a411935cb20cc106,26.800,164.100,0.100
2287,3680,176,3,4,16524,cbe9082f0a5bbfef,27.200,151.700,0.400
2288,3681,177,3,3,15492,aa093feb1db11d6a,25.000,147.900,0.100
2289,3682,178,3,3,15492,08dda29b453317d0,25.300,244.300,0.400
2290,3683,179,3,4,16524,496719091c8c9d70,28.200,167.700,0.300
2291,3684,180,3,4,16524,b7e75a68276550b4,26.800,150.000,0.300
2292,3685,181,3,4,16524,4114d289c161a6b2,26.600,196.800,0.200
2293,3686,182,3,4,16524,a39d430f9a4e0314,28.100,162.900,0.100
2294,3687,183,3,4,16524,2755f6905c4b14f6,27.000,167.400,0.100
2295,3688,184,3,4,16524,357217df417ebd1a,26.000,150.500,0.400
2296,3689,185,3,4,16524,7ef3d7866aa6e5fd,29.600,178.600,0.100
2297,3690,186,3,4,16524,c12e64914dd621a3,35.800,128.500,0.100
2298,3691,187,3,4,16524,63d76dd56ecb901f,26.400,319.900,0.200
2299,3692,188,3,4,16524,f6def9ca32454b30,25.900,140.500,0.100
2300,3693,189,3,4,16524,3547c1d04ea59431,25.800,220.200,0.400
2301,3694,190,3,4,16524,5a3dd10b6e8783b3,25.800,153.700,0.400
2302,3695,191,3,4,16524,fc69278332266ee1,72.800,190.700,0.100
2303,3696,192,3,4,16524,63be41dc2980ab9d,43.200,173.600,0.200
2304,3697,193,3,4,16524,5531f8e3a367ea5d,25.200,162.800,0.100
2305,3698,194,3,4,16524,fac1848b8d9d7fca,24.900,134.800,0.200
2306,3699,195,3,4,16524,89968accb9a21502,25.700,184.400,0.100
2307,3700,196,3,4,16524,89136861e81e85e5,49.800,161.100,0.300
2308,3701,197,3,4,16524,cd179d12131a8291,26.100,218.700,0.100
2309,3702,198,3,4,16524,bc3d75dfc4d12bb4,26.400,144.900,0.100
2310,3703,199,3,4,16524,babe2c959d9f1c66,25.200,186.500,0.400
2311,3704,200,3,4,16524,2d7b170f66106e3f,32.900,171.900,0.300
2312,3705,201,3,4,16524,7a9355defc186193,25.700,271.400,0.100
2313,3706,202,3,4,16524,044dad72a2bd2ddf,26.000,178.600,0.300
2314,3707,203,3,4,16524,e946a0779372e82e,24.600,210.500,0.100
2315,3708,204,3,4,16524,66ec91ab65ababe3,25.200,143.800,0.400
2316,3709,205,3,4,16524,a6898d83203e2076,24.300,199.000,0.100
2317,3710,206,3,4,16524,d7aaf556cb98bf1d,27.500,167.100,0.100
2318,3711,207,3,4,16524,bbc308079e52a1de,25.800,143.500,0.100
2319,3712,208,3,4,16524,7c01684bf7f88ee4,32.600,174.700,0.200
2320,3714,209,3,4,16524,53e6a50ba112f3cd,31.700,217.800,0.200
2321,3715,210,3,4,16524,e6b0953ec5609d96,28.500,181.100,0.100
2322,3716,211,3,4,16524,31c1658f57082317,27.800,151.000,0.100
2323,3717,212,3,4,16524,2328367006002981,26.400,165.100,0.300
2324,3718,213,3,4,16524,f3c1d8bf6da4c333,26.600,158.400,0.400
2325,3719,214,3,3,15492,7a1bd04fcbe824f6,25.400,155.600,0.100
2326,3720,215,3,4,16524,5ac61c501125a9f2,37.800,2658.200,0.500
2327,3721,216,3,4,16524,4088f09bb7949285,26.900,235.400,0.400
2328,3722,217,3,3,15492,5d937d2d04a4b00a,25.000,144.000,0.400
2329,3723,218,3,4,16524,9dee85d54b5eaff0,29.900,241.900,0.400
2330,3724,219,3,4,16524,e6de1a5c7d356c60,26.700,153.600,0.400
2331,3725,220,3,4,16524,c3f2f3c1a8783dab,24.900,138.500,0.100
2332,3726,221,3,3,15492,4740f52ae12be1b1,41.700,153.000,0.200
2333,3727,222,3,4,16524,f38919d009a9c8d4,25.300,230.800,0.200
2334,3728,223,3,4,16524,67844c6883c04253,24.900,128.800,0.100
2335,3729,224,3,4,16524,2aafc7cb2e51a763,27.200,207.600,1.300
2336,3730,225,3,4,16524,8c696f5cd4f2ce17,33.800,183.700,0.300
2337,3731,226,3,3,15492,e1cf081e103bfca9,34.000,167.200,0.100
2338,3732,227,3,4,16524,5774f3625be6122e,24.900,155.900,0.400
2339,3733,228,3,4,16524,19fbaf6bcd956a57,24.900,167.800,0.100
2340,3734,229,3,4,16524,ca8d687ec8dd8a33,26.100,140.100,0.400
2341,3735,230,3,4,16524,5cee7fca710542ed,25.300,137.700,0.100
2342,3736,231,3,5,17556,5dc2136b79f560d3,27.300,143.900,0.100
2343,3737,232,3,6,18588,d18de75aacdf45d5,30.500,189.300,0.100
2344,3738,233,3,5,17556,9cfe24624dec0a09,28.300,191.700,0.200
2345,3739,234,3,5,17556,df8688d5c05608fb,28.800,150.800,0.200
2346,3740,235,3,5,17556,5a42fc9e03bb6833,31.400,271.100,0.400
2347,3741,236,3,4,16524,9e46e9a44500d4e6,32.500,198.800,0.400
2348,3742,237,3,5,17556,07dc7032a5e1c7f9,42.200,174.500,0.300
2349,3743,238,3,5,17556,b43ed2f051d53d2d,26.100,164.900,0.100
2350,3744,239,3,4,16524,317e2a4f6c83cbf1,26.800,142.100,0.400
2351,3745,240,3,4,16524,2b5ce2f8ca3b3c1d,34.500,171.900,0.500
2352,3746,241,3,4,16524,094f67974e7f32ed,26.300,140.900,0.100
2353,3747,242,3,4,16524,f1414870f1e50071,26.000,132.000,0.100
2354,3748,243,3,5,17556,25761006bbbc24e1,51.400,142.500,0.100
2355,3749,244,3,5,17556,1ab27f2846d6cf21,26.800,138.300,0.100
2356,3750,245,3,5,17556,9e982486907380d6,26.900,146.800,0.100
2357,3751,246,3,5,17556,c016d1fc8882e78a,27.500,139.400,0.200
2358,3752,247,3,4,16524,1a15bc6def8008c5,24.700,129.600,0.200
2359,3753,248,3,5,17556,e85bb06808c3b3cb,28.600,144.100,0.400
2360,3754,249,3,4,16524,1dde20b2760584c4,26.200,202.900,1.300
2361,3755,250,3,5,17556,2a63bd003045cc41,30.600,166.300,0.200
2362,3756,251,3,4,16524,ed734f119d3993f0,26.900,147.200,0.400
2363,3757,252,3,5,17556,63f7c3a82e157763,27.400,161.500,0.100
2364,3758,253,3,4,16524,19c5ae53aedd2af0,26.600,159.100,0.200
2365,3759,254,3,4,16524,778ec3b8da4cd92b,50.700,168.100,0.400
2366,3760,255,3,5,17556,3505e6d9f4cbfbf7,34.400,169.700,0.300
2367,3761,256,3,4,16524,8b68147da9563808,28.700,162.000,0.100
2368,3762,257,3,5,17556,88418c777415c363,27.000,165.700,0.100
2369,3763,258,3,5,17556,f73c59676e33189d,26.900,133.600,0.100
2370,3764,259,3,5,17556,235ef1ff18dc51e7,33.200,167.200,0.100
2371,3765,260,3,4,16524,3110895f0fb61bf6,29.300,157.800,0.500
2372,3766,261,3,5,17556,ee9e929dbdbff34d,28.400,143.000,0.100
2373,3767,262,3,5,17556,e999bacfa7c1b9ea,28.500,164.800,0.200
2374,3768,263,3,3,15492,d570498cccfe7a30,24.600,241.400,0.400
2375,3769,264,3,4,16524,9bab11beb16fea0b,25.200,142.000,0.100
2376,3770,265,3,4,16524,e04aa1114aebca27,26.200,179.400,0.100
2377,3771,266,3,5,17556,0a365e2f831665b6,26.600,220.900,0.100
2378,3772,267,3,5,17556,f3655daa8022dbfc,26.200,177.600,0.400
2379,3773,268,3,4,16524,7c6e8ffeffaef085,26.100,175.200,0.400
2380,3774,269,3,6,18588,e2d52a909326b9e1,28.500,156.400,0.100
2381,3775,270,3,4,16524,aa3b26e8c9459f24,34.100,163.400,0.300
2382,3776,271,3,8,20652,33fd821b193bb3ed,29.200,178.100,0.200
2383,3777,272,3,6,18588,8ab9db1fa3e3c2a5,26.900,141.900,0.100
2384,3778,273,3,6,18588,a2e9acc2aa294a5e,27.600,142.600,0.100
2385,3779,274,3,5,17556,87671dfc9b5a710a,27.600,139.700,0.200
2386,3780,275,3,5,17556,d452ae7f2005e145,32.500,691.200,0.100
2387,3781,276,3,6,18588,6b008b6356e35a70,33.100,200.100,0.100
2388,3782,277,3,4,16524,0aade70d4c7e5f20,29.600,174.500,0.200
2389,3783,278,3,4,16524,edeeb97f49893561,83.800,196.500,0.600
2390,3784,279,3,5,17556,2593a53873d93e27,26.600,152.100,0.100
2391,3785,280,3,6,18588,4cb106c50c2f6147,28.700,192.600,0.100
2392,3786,281,3,4,16524,ba9bd1dde5621801,49.300,182.500,0.300
2393,3787,282,3,4,16524,e12eecc60ad9916e,26.300,141.700,0.100
2394,3788,283,3,5,17556,721aafbf39580010,27.500,210.500,0.100
2395,3789,284,3,7,19620,f4cd9a0a5cb28736,30.300,172.700,0.100
2396,3790,285,3,4,16524,75460da5b7375464,31.000,203.400,0.100
2397,3791,286,3,5,17556,38dd75d84fe6d2d2,31.500,189.900,0.300
2398,3792,287,3,6,18588,e9fa885c5ecb6f71,27.700,155.500,0.100
2399,3793,288,3,4,16524,3eff3f8b920a2a81,25.400,157.600,0.100
2400,3794,289,3,2,14460,133af62002a03595,44.800,189.200,0.100
2401,3795,290,3,2,14460,74f019a6f4d143e0,24.000,131.500,0.100
2402,3796,291,3,3,15492,a2aca363ce93f4ab,27.400,177.700,0.100
2403,3797,292,3,3,15492,9f577277da8d7901,29.700,186.800,0.100
2404,3798,293,3,5,17556,ac98398f3669fcc8,27.900,250.300,0.100
2405,3800,294,3,7,19620,5ab6160f38f4e671,31.400,159.600,0.100
2406,3801,295,3,2,14460,74a816d399df6a92,26.400,149.200,0.100
2407,3802,296,3,1,13428,72a5688711ed6efd,24.200,171.300,0.200
2408,3803,297,3,4,16524,18ed3f065f1993a8,26.600,150.200,0.200
2409,3804,298,3,5,17556,6bb8769a1062cc51,26.700,249.200,0.200
2410,3805,299,3,7,19620,17680662502c6a10,29.700,153.400,0.400
2411,3807,300,3,7,19620,31d5e5a420689ffc,33.800,186.200,0.200
2412,3808,301,3,7,19620,3ab3cadc4a7ac676,29.700,153.800,0.100
2413,3809,302,3,8,20652,9fc51733a6228900,31.200,194.700,0.400
2414,3810,303,3,9,21684,48de9032190fbfcc,32.900,158.000,0.100
2415,3811,304,3,10,22716,070c5836b104273e,42.400,151.000,0.100
2416,3812,305,3,9,21684,10c7c023b8de1fd4,31.700,146.200,0.100
2417,3813,306,3,10,22716,78c7c8518dddb552,36.200,170.100,0.100
2418,3814,307,3,11,23748,bc93b1123888f722,38.200,163.700,0.500
2419,3815,308,3,11,23748,8dc91e85f6cfd59d,48.900,201.600,0.100
2420,3816,309,3,11,23748,61276d890d41709e,42.300,173.000,0.100
2421,3817,310,3,12,24780,a0618033c0269c71,35.300,187.900,0.100
2422,3818,311,3,12,24780,caeb8e5b2cdc6b65,36.600,157.200,0.100
2423,3819,312,3,12,24780,44f345a2a1628b5e,35.100,160.100,0.100
2424,3820,313,3,12,24780,452b5eac1870b3cb,39.900,153.900,0.200
2425,3821,314,3,14,26844,2cb900998c3c7966,53.600,180.900,0.100
2426,3822,315,3,13,25812,9842b5e500ca8d32,57.100,145.900,0.200
2427,3823,316,3,12,24780,d67e10a59ff9a995,34.400,157.500,0.500
2428,3824,317,3,12,24780,e467b9d2922a3e50,34.300,142.000,0.200
2429,3825,318,3,12,24780,230b2b22be2c55ec,51.300,138.000,0.100
2430,3826,319,3,12,24780,d0714da50d2cfc38,36.200,175.700,0.400
2431,3827,320,3,13,25812,7d806f74a5f7482d,35.800,220.900,0.100
2432,3828,321,3,13,25812,c5bd15c202bde65d,36.900,234.500,0.200
2433,3829,322,3,14,26844,9092e915499a02e3,45.400,171.700,0.400
2434,3830,323,3,14,26844,6bd59eed603c08a5,37.200,194.700,0.200
2435,3831,324,3,14,26844,9c3e692b34f1b699,36.100,139.600,0.100
2436,3832,325,3,15,27876,a8ae76b866fe3afa,34.900,217.200,0.200
2437,3833,326,3,15,27876,fa6ab83049c1223a,37.600,139.800,0.100
2438,3834,327,3,15,27876,4589f96a07c73a61,37.300,200.200,0.300
2439,3835,328,3,15,27876,138b30b5dd06df36,34.100,173.700,0.100
2440,3836,329,3,15,27876,dc0fe3e8e595d080,37.800,173.500,0.200
2441,3837,330,3,15,27876,1991888ae5e399e8,36.400,165.700,0.200
2442,3838,331,3,15,27876,44df6bfd8d4ec57c,38.200,219.000,0.300
2443,3839,332,3,15,27876,bdfbc05c84b4909b,37.700,191.700,0.100
2444,3840,333,3,15,27876,b1e2c1b83929d873,42.800,651.600,0.100
2445,3841,334,3,15,27876,9e29bf277dfdb4fa,35.500,190.700,0.100
2446,3842,335,3,15,27876,9869f2d1ee6a4693,40.100,152.300,0.500
2447,3843,336,3,15,27876,a0b12c7c008422bb,43.800,160.800,0.400
2448,3844,337,3,15,27876,415d529c0565cebc,35.800,189.100,0.200
2449,3845,338,3,15,27876,af500376f22ebbe0,38.500,140.100,0.200
2450,3846,339,3,15,27876,e3bb40baabd22591,46.200,145.500,0.100
2451,3847,340,3,16,28908,0381cec0ca4b4a5e,44.700,161.400,0.300
2452,3848,341,3,16,28908,9f5b4d69908a8820,37.600,139.600,0.400
2453,3849,342,3,15,27876,58bcd332dd5b9d49,37.300,136.000,0.100
2454,3850,343,3,16,28908,090327151f618fe0,44.100,201.600,0.200
2455,3851,344,3,16,28908,83d329d1db0e6e1c,39.300,148.500,0.400
2456,3852,345,3,16,28908,335d1acbdad41dc4,37.800,133.500,0.200
2457,3853,346,3,16,28908,7171bffb207edf5f,39.800,173.500,0.400
2458,3854,347,3,16,28908,02588244a3e78cb9,42.200,206.300,0.400
2459,3855,348,3,16,28908,eb0d50addf78bc74,39.800,154.700,0.100
2460,3856,349,3,16,28908,810779e906ec6241,39.100,158.700,0.100
2461,3857,350,3,16,28908,1787bf15e1938690,41.800,162.000,0.100
2462,3858,351,3,16,28908,35c5eccd84052118,39.800,196.800,0.400
2463,3859,352,3,17,29940,fc5dac77751e46de,40.200,173.100,0.100
2464,3860,353,3,17,29940,82d9f3fa295b1ed9,40.500,163.000,0.300
2465,3861,354,3,17,29940,8996dfbba44b7e11,40.300,150.700,0.200
2466,3862,355,3,17,29940,52c2b61aff2bfe9b,41.500,179.600,0.100
2467,3863,356,3,17,29940,13af2d4361c2beef,41.000,167.100,0.300
2468,3864,357,3,17,29940,03e252ca490a3154,40.300,157.400,0.400
2469,3865,358,3,17,29940,9ebec08ff70dc03f,37.800,220.600,0.100
2470,3866,359,3,17,29940,46749c8a5a9383b3,45.500,191.300,0.300
