frame,cpu_frame,cpu_time,device_time,scene,scene_frame,scene_time,multiplier,instances,quads,viewport,hash,source_us,assembly_us,hash_us,snapshot_us,guest_cycles,bounds,culled_bounds
3501,3501,61.293801432720,61.293805532720,2112,3501,61.293717199387,3,717,5349,5245,a6500f9d99151946,1248.100,4169.600,1231.600,2.200,0,1,566
3502,3502,61.311303899387,61.311307999387,2113,3502,61.311219666054,3,716,5338,5226,14aaf09c7dbb2f47,971.800,3780.900,1192.800,0.800,0,1,566
3503,3503,61.328806699387,61.328810799387,2114,3503,61.328722466053,3,716,5328,5215,03d3cc2ae9f7adea,981.700,3796.600,1184.700,0.700,0,1,564
3504,3504,61.346308866053,61.346312966053,2115,3504,61.346224632720,3,713,5299,5186,2786b3194c5ae447,1001.900,3764.500,1172.900,0.500,0,1,565
3505,3505,61.363814566053,61.363818666053,2116,3505,61.363727166053,3,712,5291,5159,48c66d9916e86eff,972.900,3683.500,1178.400,0.500,0,1,565
3506,3506,61.381320932720,61.381325032720,2117,3506,61.381229532720,3,710,5286,5144,f19c8c9196475f94,1002.000,3777.000,1170.600,0.700,0,1,565
3507,3507,61.398823466053,61.398827566053,2118,3507,61.398732066053,3,707,5269,5123,bc860010d444839f,966.000,3690.000,1173.500,0.700,0,1,564
3508,3508,61.416327966052,61.416332066053,2119,3508,61.416234566053,3,704,5262,5101,97410e3969d3b5c9,959.800,3728.800,1171.500,0.700,0,1,564
3509,3509,61.433830332719,61.433834432719,2120,3509,61.433736932719,3,700,5228,5076,c819fb5a6e51de4b,983.200,3696.000,1163.800,0.700,0,1,566
3510,3510,61.451334932719,61.451339032719,2121,3510,61.451239532719,3,698,5211,5052,b4bce45fa57dbfde,975.500,3639.400,1158.800,0.500,0,1,566
3512,3512,61.486341832718,61.486345932718,2122,3512,61.486244432718,3,693,5154,4997,8143b8b4c721efe0,994.000,3610.400,1146.300,0.700,0,1,564
