scene,frame,mode,quads,vertices,width,height,page,margin,snapshot,host_us
2198,3590,1,22,0,2736,4096,0,86,0,348.700
2199,3591,1,19,0,2736,4096,400,86,0,281.100
2200,3592,1,26,0,2736,4096,0,86,0,295.500
2201,3593,1,40,0,2736,4096,400,86,0,318.100
2202,3594,1,43,0,2736,4096,0,86,0,274.600
2203,3595,1,50,0,2736,4096,400,86,0,253.300
2204,3596,1,67,0,2736,4096,0,86,0,260.900
2205,3597,1,77,0,2736,4096,400,86,0,219.300
2206,3598,1,96,0,2736,4096,0,86,0,342.100
2207,3599,1,137,0,2736,4096,400,86,0,255.500
2208,3600,1,172,0,2736,4096,0,86,0,566.800
2209,3601,1,201,0,2736,4096,400,86,0,290.500
2210,3602,1,227,0,2736,4096,0,86,0,297.000
2211,3603,1,253,0,2736,4096,400,86,0,364.400
2212,3604,1,262,0,2736,4096,0,86,0,214.900
2213,3605,1,291,0,2736,4096,400,86,0,415.300
2214,3606,1,288,0,2736,4096,0,86,0,250.300
2215,3607,1,285,0,2736,4096,400,86,0,193.800
2216,3608,1,244,0,2736,4096,0,86,0,234.100
2217,3609,1,233,0,2736,4096,400,86,0,229.000
2218,3610,1,253,0,2736,4096,0,86,0,221.900
2219,3611,1,273,0,2736,4096,400,86,0,310.400
2220,3612,1,254,0,2736,4096,0,86,0,284.100
2221,3613,1,256,0,2736,4096,400,86,0,260.900
2222,3614,1,261,0,2736,4096,0,86,0,400.000
2223,3615,1,261,0,2736,4096,400,86,0,210.000
2224,3616,1,271,0,2736,4096,0,86,0,179.200
2225,3617,1,274,0,2736,4096,400,86,0,205.300
2226,3618,1,278,0,2736,4096,0,86,0,391.900
2227,3619,1,273,0,2736,4096,400,86,0,277.600
2228,3620,1,274,0,2736,4096,0,86,0,247.900
2229,3621,1,278,0,2736,4096,400,86,0,324.200
2230,3622,1,281,0,2736,4096,0,86,0,311.100
2231,3623,1,289,0,2736,4096,400,86,0,362.500
2232,3624,1,302,0,2736,4096,0,86,0,278.100
2233,3625,1,285,0,2736,4096,400,86,0,248.500
2234,3626,1,285,0,2736,4096,0,86,0,302.700
2235,3627,1,285,0,2736,4096,400,86,0,193.900
2236,3628,1,297,0,2736,4096,0,86,0,222.200
2237,3629,1,297,0,2736,4096,400,86,0,425.300
2238,3630,1,294,0,2736,4096,0,86,0,310.200
2239,3631,1,294,0,2736,4096,400,86,0,336.500
2240,3632,1,294,0,2736,4096,0,86,0,179.800
2241,3633,1,272,0,2736,4096,400,86,0,261.900
2242,3634,1,273,0,2736,4096,0,86,0,250.500
2243,3635,1,273,0,2736,4096,400,86,0,222.800
2244,3636,1,270,0,2736,4096,0,86,0,217.400
2245,3637,1,271,0,2736,4096,400,86,0,403.800
2246,3638,1,271,0,2736,4096,0,86,0,319.700
2247,3639,1,271,0,2736,4096,400,86,0,256.200
2248,3640,1,268,0,2736,4096,0,86,0,312.300
2249,3641,1,274,0,2736,4096,400,86,0,382.600
2250,3642,1,276,0,2736,4096,0,86,0,249.500
2251,3643,1,271,0,2736,4096,400,86,0,284.400
2252,3644,1,275,0,2736,4096,0,86,0,218.000
2253,3645,1,275,0,2736,4096,400,86,0,224.100
2254,3646,1,275,0,2736,4096,0,86,0,206.600
2255,3647,1,275,0,2736,4096,400,86,0,227.000
2256,3648,1,277,0,2736,4096,0,86,0,211.000
2257,3650,1,271,0,2736,4096,400,86,0,258.800
2258,3651,1,273,0,2736,4096,0,86,0,274.200
2259,3652,1,273,0,2736,4096,400,86,0,299.900
2260,3653,1,273,0,2736,4096,0,86,0,118.800
2261,3654,1,273,0,2736,4096,400,86,0,212.900
2262,3655,1,273,0,2736,4096,0,86,0,249.000
2263,3656,1,271,0,2736,4096,400,86,0,269.000
2264,3657,1,269,0,2736,4096,0,86,0,399.300
2265,3658,1,269,0,2736,4096,400,86,0,230.800
2266,3659,1,269,0,2736,4096,0,86,0,303.100
2267,3660,1,269,0,2736,4096,400,86,0,376.200
2268,3661,1,269,0,2736,4096,0,86,0,191.200
2269,3662,1,275,0,2736,4096,400,86,0,167.500
2270,3663,1,275,0,2736,4096,0,86,0,277.100
2271,3664,1,299,0,2736,4096,400,86,0,261.400
2272,3665,1,299,0,2736,4096,0,86,0,315.500
2273,3666,1,311,0,2736,4096,400,86,0,280.000
2274,3667,1,317,0,2736,4096,0,86,0,297.800
2275,3668,1,317,0,2736,4096,400,86,0,215.200
2276,3669,1,315,0,2736,4096,0,86,0,373.300
2277,3670,1,323,0,2736,4096,400,86,0,200.700
2278,3671,1,310,0,2736,4096,0,86,0,220.300
2279,3672,1,336,0,2736,4096,400,86,0,312.700
2280,3673,1,319,0,2736,4096,0,86,0,260.200
2281,3674,1,266,0,2736,4096,400,86,0,142.100
2282,3675,1,272,0,2736,4096,0,86,0,266.400
2283,3676,1,264,0,2736,4096,400,86,0,158.100
2284,3677,1,240,0,2736,4096,0,86,0,175.100
2285,3678,1,294,0,2736,4096,400,86,0,354.500
2286,3679,1,290,0,2736,4096,0,86,0,394.000
2287,3680,1,290,0,2736,4096,400,86,0,226.900
2288,3681,1,289,0,2736,4096,0,86,0,242.600
2289,3682,1,288,0,2736,4096,400,86,0,178.100
2290,3683,1,286,0,2736,4096,0,86,0,213.100
2291,3684,1,274,0,2736,4096,400,86,0,184.100
2292,3685,1,264,0,2736,4096,0,86,0,213.100
2293,3686,1,258,0,2736,4096,400,86,0,330.100
2294,3687,1,276,0,2736,4096,0,86,0,175.800
2295,3688,1,273,0,2736,4096,400,86,0,293.000
2296,3689,1,276,0,2736,4096,0,86,0,268.500
2297,3690,1,271,0,2736,4096,400,86,0,287.100
2298,3691,1,273,0,2736,4096,0,86,0,151.300
2299,3692,1,287,0,2736,4096,400,86,0,249.700
2300,3693,1,281,0,2736,4096,0,86,0,236.600
2301,3694,1,273,0,2736,4096,400,86,0,161.500
2302,3695,1,264,0,2736,4096,0,86,0,215.600
2303,3696,1,244,0,2736,4096,400,86,0,169.900
2304,3697,1,231,0,2736,4096,0,86,0,235.300
2305,3698,1,147,0,2736,4096,400,86,0,256.700
2306,3699,1,119,0,2736,4096,0,86,0,301.100
2307,3700,1,120,0,2736,4096,400,86,0,243.000
2308,3701,1,149,0,2736,4096,0,86,0,172.900
2309,3702,1,202,0,2736,4096,400,86,0,364.500
2310,3703,1,194,0,2736,4096,0,86,0,157.100
2311,3704,1,205,0,2736,4096,400,86,0,188.000
2312,3705,1,189,0,2736,4096,0,86,0,220.300
2313,3706,1,187,0,2736,4096,400,86,0,161.100
2314,3707,1,196,0,2736,4096,0,86,0,202.600
2315,3708,1,196,0,2736,4096,400,86,0,261.800
2316,3709,1,148,0,2736,4096,0,86,0,178.200
2317,3710,1,115,0,2736,4096,400,86,0,219.700
2318,3711,1,130,0,2736,4096,0,86,0,200.300
2319,3712,1,137,0,2736,4096,400,86,0,146.100
2320,3714,1,136,0,2736,4096,0,86,0,243.900
2321,3715,1,134,0,2736,4096,400,86,0,230.300
2322,3716,1,126,0,2736,4096,0,86,0,241.500
2323,3717,1,105,0,2736,4096,400,86,0,255.500
2324,3718,1,107,0,2736,4096,0,86,0,188.500
2325,3719,1,101,0,2736,4096,400,86,0,167.400
2326,3720,1,101,0,2736,4096,0,86,0,268.200
2327,3721,1,102,0,2736,4096,400,86,0,208.700
2328,3722,1,108,0,2736,4096,0,86,0,261.900
2329,3723,1,108,0,2736,4096,400,86,0,250.300
2330,3724,1,118,0,2736,4096,0,86,0,289.400
2331,3725,1,141,0,2736,4096,400,86,0,290.000
2332,3726,1,115,0,2736,4096,0,86,0,185.600
2333,3727,1,119,0,2736,4096,400,86,0,249.800
2334,3728,1,122,0,2736,4096,0,86,0,210.300
2335,3729,1,122,0,2736,4096,400,86,0,176.200
2336,3730,1,152,0,2736,4096,0,86,0,179.200
2337,3731,1,158,0,2736,4096,400,86,0,209.500
2338,3732,1,142,0,2736,4096,0,86,0,129.800
2339,3733,1,148,0,2736,4096,400,86,0,225.600
2340,3734,1,147,0,2736,4096,0,86,0,136.500
2341,3735,1,153,0,2736,4096,400,86,0,262.600
2342,3736,1,154,0,2736,4096,0,86,0,255.900
2343,3737,1,154,0,2736,4096,400,86,0,157.900
2344,3738,1,156,0,2736,4096,0,86,0,256.200
2345,3739,1,160,0,2736,4096,400,86,0,202.500
2346,3740,1,207,0,2736,4096,0,86,0,213.400
2347,3741,1,214,0,2736,4096,400,86,0,178.700
2348,3742,1,215,0,2736,4096,0,86,0,331.900
2349,3743,1,197,0,2736,4096,400,86,0,247.500
2350,3744,1,192,0,2736,4096,0,86,0,210.200
2351,3745,1,209,0,2736,4096,400,86,0,272.700
2352,3746,1,205,0,2736,4096,0,86,0,223.100
2353,3747,1,182,0,2736,4096,400,86,0,312.500
2354,3748,1,208,0,2736,4096,0,86,0,175.100
2355,3749,1,202,0,2736,4096,400,86,0,255.300
2356,3750,1,180,0,2736,4096,0,86,0,250.400
2357,3751,1,193,0,2736,4096,400,86,0,237.500
2358,3752,1,208,0,2736,4096,0,86,0,262.000
2359,3753,1,194,0,2736,4096,400,86,0,227.700
2360,3754,1,214,0,2736,4096,0,86,0,320.900
2361,3755,1,241,0,2736,4096,400,86,0,187.800
2362,3756,1,266,0,2736,4096,0,86,0,286.800
2363,3757,1,268,0,2736,4096,400,86,0,265.400
2364,3758,1,276,0,2736,4096,0,86,0,318.800
2365,3759,1,283,0,2736,4096,400,86,0,289.300
2366,3760,1,326,0,2736,4096,0,86,0,179.700
2367,3761,1,320,0,2736,4096,400,86,0,186.900
2368,3762,1,354,0,2736,4096,0,86,0,202.400
2369,3763,1,357,0,2736,4096,400,86,0,182.300
2370,3764,1,350,0,2736,4096,0,86,0,144.600
2371,3765,1,374,0,2736,4096,400,86,0,189.900
2372,3766,1,380,0,2736,4096,0,86,0,201.900
2373,3767,1,382,0,2736,4096,400,86,0,155.600
2374,3768,1,432,0,2736,4096,0,86,0,187.800
2375,3769,1,454,0,2736,4096,400,86,0,174.100
2376,3770,1,437,0,2736,4096,0,86,0,273.700
2377,3771,1,408,0,2736,4096,400,86,0,206.700
2378,3772,1,375,0,2736,4096,0,86,0,186.700
2379,3773,1,374,0,2736,4096,400,86,0,190.300
2380,3774,1,321,0,2736,4096,0,86,0,273.900
2381,3775,1,347,0,2736,4096,400,86,0,267.200
2382,3776,1,313,0,2736,4096,0,86,0,279.500
2383,3777,1,304,0,2736,4096,400,86,0,259.900
2384,3778,1,298,0,2736,4096,0,86,0,185.500
2385,3779,1,404,0,2736,4096,400,86,0,234.800
2386,3780,1,343,0,2736,4096,0,86,0,320.100
2387,3781,1,337,0,2736,4096,400,86,0,230.600
2388,3782,1,323,0,2736,4096,0,86,0,211.900
2389,3783,1,324,0,2736,4096,400,86,0,347.000
2390,3784,1,328,0,2736,4096,0,86,0,289.100
2391,3785,1,415,0,2736,4096,400,86,0,300.800
2392,3786,1,411,0,2736,4096,0,86,0,409.100
2393,3787,1,432,0,2736,4096,400,86,0,186.300
2394,3788,1,384,0,2736,4096,0,86,0,210.000
2395,3789,1,369,0,2736,4096,400,86,0,201.200
2396,3790,1,346,0,2736,4096,0,86,0,212.800
2397,3791,1,371,0,2736,4096,400,86,0,217.700
2398,3792,1,390,0,2736,4096,0,86,0,189.800
2399,3793,1,395,0,2736,4096,400,86,0,278.700
2400,3794,1,409,0,2736,4096,0,86,0,161.700
2401,3795,1,401,0,2736,4096,400,86,0,294.000
2402,3796,1,412,0,2736,4096,0,86,0,199.000
2403,3797,1,353,0,2736,4096,400,86,0,216.900
2404,3798,1,369,0,2736,4096,0,86,0,299.700
2405,3800,1,305,0,2736,4096,400,86,0,386.700
2406,3801,1,339,0,2736,4096,0,86,0,185.100
2407,3802,1,385,0,2736,4096,400,86,0,282.300
2408,3803,1,431,0,2736,4096,0,86,0,268.800
2409,3804,1,382,0,2736,4096,400,86,0,301.100
2410,3805,1,360,0,2736,4096,0,86,0,269.900
2411,3807,1,370,0,2736,4096,400,86,0,364.000
2412,3808,1,372,0,2736,4096,0,86,0,259.000
2413,3809,1,374,0,2736,4096,400,86,0,313.500
2414,3810,1,344,0,2736,4096,0,86,0,433.500
2415,3811,1,390,0,2736,4096,400,86,0,258.200
2416,3812,1,443,0,2736,4096,0,86,0,468.300
2417,3813,1,404,0,2736,4096,400,86,0,317.200
2418,3814,1,422,0,2736,4096,0,86,0,261.400
2419,3815,1,440,0,2736,4096,400,86,0,330.000
2420,3816,1,414,0,2736,4096,0,86,0,385.700
2421,3817,1,411,0,2736,4096,400,86,0,260.900
2422,3818,1,399,0,2736,4096,0,86,0,242.800
2423,3819,1,383,0,2736,4096,400,86,0,241.800
2424,3820,1,370,0,2736,4096,0,86,0,273.600
2425,3821,1,382,0,2736,4096,400,86,0,241.100
2426,3822,1,436,0,2736,4096,0,86,0,210.200
2427,3823,1,423,0,2736,4096,400,86,0,297.500
2428,3824,1,401,0,2736,4096,0,86,0,300.500
2429,3825,1,347,0,2736,4096,400,86,0,500.200
2430,3826,1,334,0,2736,4096,0,86,0,231.600
2431,3827,1,342,0,2736,4096,400,86,0,272.400
2432,3828,1,285,0,2736,4096,0,86,0,259.400
2433,3829,1,309,0,2736,4096,400,86,0,286.700
2434,3830,1,317,0,2736,4096,0,86,0,172.200
2435,3831,1,308,0,2736,4096,400,86,0,212.100
2436,3832,1,315,0,2736,4096,0,86,0,388.500
2437,3833,1,319,0,2736,4096,400,86,0,218.300
2438,3834,1,324,0,2736,4096,0,86,0,228.500
2439,3835,1,294,0,2736,4096,400,86,0,308.600
2440,3836,1,274,0,2736,4096,0,86,0,205.000
2441,3837,1,280,0,2736,4096,400,86,0,274.500
2442,3838,1,328,0,2736,4096,0,86,0,334.900
2443,3839,1,307,0,2736,4096,400,86,0,312.300
2444,3840,1,255,0,2736,4096,0,86,0,477.200
2445,3841,1,231,0,2736,4096,400,86,0,367.300
2446,3842,1,337,0,2736,4096,0,86,0,307.400
2447,3843,1,363,0,2736,4096,400,86,0,346.200
2448,3844,1,349,0,2736,4096,0,86,0,230.600
2449,3845,1,357,0,2736,4096,400,86,0,284.400
2450,3846,1,343,0,2736,4096,0,86,0,196.700
2451,3847,1,349,0,2736,4096,400,86,0,344.200
2452,3848,1,351,0,2736,4096,0,86,0,349.400
2453,3849,1,319,0,2736,4096,400,86,0,286.900
2454,3850,1,319,0,2736,4096,0,86,0,268.300
2455,3851,1,311,0,2736,4096,400,86,0,262.300
2456,3852,1,315,0,2736,4096,0,86,0,253.100
2457,3853,1,316,0,2736,4096,400,86,0,267.700
2458,3854,1,318,0,2736,4096,0,86,0,342.600
2459,3855,1,307,0,2736,4096,400,86,0,250.800
2460,3856,1,315,0,2736,4096,0,86,0,281.500
2461,3857,1,321,0,2736,4096,400,86,0,267.800
2462,3858,1,424,0,2736,4096,0,86,0,225.900
2463,3859,1,423,0,2736,4096,400,86,0,334.000
2464,3860,1,384,0,2736,4096,0,86,0,268.000
2465,3861,1,387,0,2736,4096,400,86,0,428.500
2466,3862,1,381,0,2736,4096,0,86,0,323.800
2467,3863,1,381,0,2736,4096,400,86,0,403.600
2468,3864,1,379,0,2736,4096,0,86,0,375.300
2469,3865,1,332,0,2736,4096,400,86,0,287.100
2470,3866,1,260,0,2736,4096,0,86,0,220.000
2471,3867,1,240,0,2736,4096,400,86,0,332.900
2472,3868,1,240,0,2736,4096,0,86,0,313.400
2473,3869,1,237,0,2736,4096,400,86,0,311.000
2474,3870,1,237,0,2736,4096,0,86,0,458.400
2475,3871,1,252,0,2736,4096,400,86,0,287.200
2476,3872,1,243,0,2736,4096,0,86,0,349.200
2477,3873,1,237,0,2736,4096,400,86,0,234.300
2478,3874,1,239,0,2736,4096,0,86,0,488.800
2479,3875,1,234,0,2736,4096,400,86,0,341.500
2480,3876,1,228,0,2736,4096,0,86,0,352.900
2481,3877,1,228,0,2736,4096,400,86,0,308.800
2482,3878,1,228,0,2736,4096,0,86,0,220.800
2483,3879,1,225,0,2736,4096,400,86,0,216.000
2484,3880,1,225,0,2736,4096,0,86,0,292.600
2485,3881,1,233,0,2736,4096,400,86,0,304.500
2486,3882,1,228,0,2736,4096,0,86,0,240.900
2487,3883,1,234,0,2736,4096,400,86,0,275.200
2488,3884,1,230,0,2736,4096,0,86,0,235.300
2489,3885,1,230,0,2736,4096,400,86,0,370.800
2490,3886,1,228,0,2736,4096,0,86,0,282.200
2491,3887,1,228,0,2736,4096,400,86,0,284.600
2492,3888,1,225,0,2736,4096,0,86,0,232.900
2493,3889,1,225,0,2736,4096,400,86,0,327.100
2494,3890,1,237,0,2736,4096,0,86,0,244.100
2495,3891,1,248,0,2736,4096,400,86,0,255.100
2496,3892,1,243,0,2736,4096,0,86,0,245.200
2497,3893,1,237,0,2736,4096,400,86,0,342.400
2498,3894,1,237,0,2736,4096,0,86,0,286.400
2499,3895,1,237,0,2736,4096,400,86,0,336.100
2500,3896,1,237,0,2736,4096,0,86,0,279.900
2501,3897,1,237,0,2736,4096,400,86,0,329.400
2502,3898,1,234,0,2736,4096,0,86,0,245.300
2503,3899,1,256,0,2736,4096,400,86,0,285.800
2504,3900,1,262,0,2736,4096,0,86,0,488.800
2505,3901,1,262,0,2736,4096,400,86,0,158.300
2506,3902,1,272,0,2736,4096,0,86,0,331.700
2507,3903,1,280,0,2736,4096,400,86,0,375.700
2508,3904,1,280,0,2736,4096,0,86,0,271.800
2509,3905,1,280,0,2736,4096,400,86,0,296.100
2510,3906,1,280,0,2736,4096,0,86,0,475.000
2511,3907,1,271,0,2736,4096,400,86,0,213.100
2512,3908,1,271,0,2736,4096,0,86,0,244.800
2513,3910,1,277,0,2736,4096,400,86,0,421.900
2514,3911,1,271,0,2736,4096,0,86,0,354.200
2515,3912,1,271,0,2736,4096,400,86,0,202.900
2516,3913,1,263,0,2736,4096,0,86,0,235.800
2517,3914,1,263,0,2736,4096,400,86,0,105.000
2518,3915,1,282,0,2736,4096,0,86,0,252.200
2519,3916,1,284,0,2736,4096,400,86,0,232.600
2520,3917,1,257,0,2736,4096,0,86,0,280.400
2521,3918,1,263,0,2736,4096,400,86,0,96.200
2522,3919,1,263,0,2736,4096,0,86,0,315.900
2523,3920,1,258,0,2736,4096,400,86,0,84.100
2524,3921,1,258,0,2736,4096,0,86,0,224.800
2525,3922,1,246,0,2736,4096,400,86,0,115.000
2526,3923,1,341,0,2736,4096,0,86,0,293.500
2527,3924,1,249,0,2736,4096,400,86,0,211.000
2528,3925,1,249,0,2736,4096,0,86,0,266.400
2529,3926,1,249,0,2736,4096,400,86,0,281.300
2530,3927,1,255,0,2736,4096,0,86,0,338.900
2531,3928,1,261,0,2736,4096,400,86,0,376.600
2532,3929,1,257,0,2736,4096,0,86,0,273.100
2533,3930,1,259,0,2736,4096,400,86,0,316.900
2534,3931,1,259,0,2736,4096,0,86,0,315.900
2535,3932,1,259,0,2736,4096,400,86,0,222.900
2536,3933,1,267,0,2736,4096,0,86,0,267.500
2537,3934,1,259,0,2736,4096,400,86,0,414.300
2538,3935,1,275,0,2736,4096,0,86,0,313.500
2539,3936,1,265,0,2736,4096,400,86,0,364.500
2540,3937,1,265,0,2736,4096,0,86,0,291.300
2541,3938,1,270,0,2736,4096,400,86,0,352.100
2542,3939,1,267,0,2736,4096,0,86,0,272.500
2543,3940,1,267,0,2736,4096,400,86,0,222.900
2544,3941,1,267,0,2736,4096,0,86,0,239.600
2545,3942,1,267,0,2736,4096,400,86,0,273.900
2546,3943,1,272,0,2736,4096,0,86,0,358.500
2547,3944,1,267,0,2736,4096,400,86,0,311.000
2548,3945,1,273,0,2736,4096,0,86,0,190.600
2549,3946,1,269,0,2736,4096,400,86,0,324.300
2550,3947,1,269,0,2736,4096,0,86,0,297.600
2551,3948,1,267,0,2736,4096,400,86,0,208.200
2552,3949,1,267,0,2736,4096,0,86,0,350.600
2553,3950,1,267,0,2736,4096,400,86,0,579.700
2554,3951,1,272,0,2736,4096,0,86,0,331.400
2555,3952,1,267,0,2736,4096,400,86,0,400.500
2556,3953,1,275,0,2736,4096,0,86,0,246.400
2557,3954,1,273,0,2736,4096,400,86,0,371.500
2558,3955,1,267,0,2736,4096,0,86,0,313.300
2559,3956,1,267,0,2736,4096,400,86,0,475.700
2560,3957,1,269,0,2736,4096,0,86,0,221.300
2561,3958,1,271,0,2736,4096,400,86,0,293.300
2562,3959,1,276,0,2736,4096,0,86,0,237.000
2563,3960,1,269,0,2736,4096,400,86,0,693.600
2564,3961,1,269,0,2736,4096,0,86,0,480.300
2565,3962,1,275,0,2736,4096,400,86,0,254.600
2566,3963,1,275,0,2736,4096,0,86,0,391.700
2567,3964,1,269,0,2736,4096,400,86,0,425.800
2568,3965,1,269,0,2736,4096,0,86,0,277.100
2569,3966,1,269,0,2736,4096,400,86,0,244.600
2570,3967,1,286,0,2736,4096,0,86,0,311.000
2571,3968,1,281,0,2736,4096,400,86,0,300.300
2572,3969,1,289,0,2736,4096,0,86,0,326.100
2573,3970,1,269,0,2736,4096,400,86,0,202.300
2574,3971,1,275,0,2736,4096,0,86,0,314.400
2575,3972,1,269,0,2736,4096,400,86,0,316.400
2576,3973,1,269,0,2736,4096,0,86,0,297.400
2577,3974,1,269,0,2736,4096,400,86,0,271.300
2578,3975,1,274,0,2736,4096,0,86,0,261.200
2579,3976,1,269,0,2736,4096,400,86,0,276.300
2580,3977,1,269,0,2736,4096,0,86,0,303.600
2581,3978,1,269,0,2736,4096,400,86,0,259.400
2582,3979,1,275,0,2736,4096,0,86,0,315.700
2583,3980,1,269,0,2736,4096,400,86,0,361.600
2584,3981,1,269,0,2736,4096,0,86,0,268.500
2585,3982,1,269,0,2736,4096,400,86,0,300.000
2586,3983,1,269,0,2736,4096,0,86,0,267.000
2587,3984,1,269,0,2736,4096,400,86,0,244.800
2588,3985,1,269,0,2736,4096,0,86,0,238.100
2589,3986,1,277,0,2736,4096,400,86,0,270.200
2590,3987,1,275,0,2736,4096,0,86,0,276.700
2591,3988,1,269,0,2736,4096,400,86,0,335.400
2592,3989,1,269,0,2736,4096,0,86,0,350.600
2593,3990,1,269,0,2736,4096,400,86,0,303.300
2594,3991,1,269,0,2736,4096,0,86,0,227.600
2595,3992,1,274,0,2736,4096,400,86,0,374.400
2596,3993,1,269,0,2736,4096,0,86,0,365.700
2597,3994,1,269,0,2736,4096,400,86,0,306.200
2598,3995,1,275,0,2736,4096,0,86,0,352.900
2599,3996,1,269,0,2736,4096,400,86,0,332.700
2600,3997,1,269,0,2736,4096,0,86,0,192.100
2601,3998,1,269,0,2736,4096,400,86,0,186.900
2602,3999,1,269,0,2736,4096,0,86,0,497.600
2603,4000,1,274,0,2736,4096,400,86,0,269.500
2604,4001,1,272,0,2736,4096,0,86,0,291.300
2605,4002,1,288,0,2736,4096,400,86,0,311.900
2606,4003,1,277,0,2736,4096,0,86,0,240.700
2607,4004,1,271,0,2736,4096,400,86,0,331.000
2608,4005,1,271,0,2736,4096,0,86,0,350.900
