run,frame,source_us,assembly_us,hash_us,materials_us,snapshot_us,depth_tests,depth_verified,depth_skipped
cached5072-both,5284,76.200,2258.700,450.500,59.100,0.300,2338,0,1114
cached5072-both,5285,75.000,2287.100,446.700,60.100,0.600,2338,0,1114
cached5072-both,5286,71.000,2271.400,445.100,63.700,0.400,2338,0,1113
cached5072-both,5287,194.600,2302.900,455.200,68.800,0.500,2338,0,1113
cached5072-both,5288,77.700,2255.600,444.900,60.000,0.300,2338,0,1113
cached5072-both,5289,72.000,2302.400,439.100,59.800,0.400,2338,0,1113
cached5072-both,5290,72.900,2252.600,436.900,61.100,0.400,2338,0,1110
cached5072-both,5291,72.300,2377.400,421.200,70.600,0.500,2338,0,1109
cached5072-both,5292,76.500,2262.700,411.600,55.500,0.500,2338,0,1109
cached5072-both,5293,70.300,2349.500,410.900,60.500,0.800,2338,0,1107
cached5072-both,5294,67.200,2465.600,408.800,58.900,0.300,2338,0,1107
cached5072-both,5295,139.600,2404.600,402.400,70.000,1.000,2338,0,1105
cached5072-both,5296,184.900,2613.200,416.100,76.100,0.400,2338,0,1105
cached5072-both,5297,70.600,2275.100,397.100,58.100,0.500,2338,0,1101
cached5072-both,5298,177.600,2533.600,374.700,66.700,0.400,2338,0,1101
cached5072-both,5299,94.200,2301.300,363.900,61.100,0.400,2338,0,1100
cached5072-both,5300,78.900,2219.900,359.500,75.900,0.500,2338,0,1099
cached5072-both,5301,68.100,2206.000,366.200,57.900,0.800,2338,0,1099
cached5072-both,5302,74.100,2255.800,359.600,58.600,0.500,2338,0,1098
cached5072-both,5303,70.600,2235.400,344.700,59.600,0.600,2338,0,1097
cached5072-both,5304,68.900,2245.400,327.700,62.400,0.700,2338,0,1092
cached5072-both,5305,73.800,2208.600,321.900,59.900,0.300,2338,0,1092
cached5072-both,5306,84.500,2283.400,314.900,70.800,0.500,2338,0,1092
cached5072-both,5307,71.600,2219.400,308.500,55.200,0.300,2338,0,1091
cached5072-both,5308,68.400,2183.800,309.200,58.500,0.500,2338,0,1090
cached5072-both,5309,71.500,2288.000,311.800,60.200,1.200,2338,0,1090
cached5072-both,5310,69.000,2217.600,283.400,53.900,0.400,2338,0,1090
cached5072-both,5311,70.600,2217.900,276.100,66.100,0.300,2338,0,1086
cached5072-both,5312,68.000,2245.900,284.000,60.900,0.400,2338,0,1086
cached5072-both,5313,71.600,2208.700,271.100,55.800,0.500,2338,0,1086
cached5072-both,5314,73.600,2203.100,265.800,54.400,0.400,2338,0,1083
cached5072-both,5315,68.000,2214.200,262.800,68.800,0.400,2338,0,1083
cached5072-both,5316,71.300,2312.300,263.800,54.200,0.400,2338,0,1083
cached5072-both,5317,69.100,2202.800,260.500,57.700,0.500,2338,0,1083
cached5072-both,5318,79.900,2231.200,267.800,59.600,0.400,2338,0,1081
cached5072-both,5319,91.600,2302.100,260.000,57.300,0.600,2338,0,1080
cached5072-both,5320,95.800,2271.700,257.500,93.800,0.400,2338,0,1077
cached5072-both,5321,68.800,2189.400,255.400,76.400,0.500,2338,0,1077
cached5072-both,5322,73.200,2232.400,260.800,57.000,0.400,2338,0,1075
cached5072-both,5323,75.200,2268.300,254.600,63.100,0.200,2338,0,1073
cached5072-both,5324,77.000,2304.100,256.000,92.900,0.400,2338,0,1072
cached5072-both,5325,71.700,2246.800,239.600,65.400,0.700,2338,0,1072
cached5072-both,5326,78.700,2338.400,239.900,56.400,0.400,2338,0,1070
cached5072-both,5327,80.200,2263.800,245.400,58.300,0.300,2338,0,1070
cached5072-both,5328,69.000,2386.000,232.500,69.600,0.400,2338,0,1068
cached5072-both,5329,80.300,2184.100,234.700,59.200,0.500,2338,0,1066
cached5072-both,5330,75.400,2253.000,231.400,76.000,0.500,2338,0,1066
cached5072-both,5331,76.500,2182.700,232.400,59.800,0.400,2338,0,1064
cached5072-both,5332,85.100,2211.000,232.200,67.600,0.700,2338,0,1063
cached5072-both,5333,81.500,2283.200,229.600,61.900,0.600,2338,0,1063
cached5072-both,5334,69.200,2203.700,222.800,55.500,0.600,2338,0,1061
cached5072-both,5335,68.200,2189.100,227.100,60.500,0.700,2338,0,1060
cached5072-both,5336,72.000,2146.300,221.900,54.400,0.500,2338,0,1060
cached5072-both,5337,70.400,1921.300,66.700,50.000,0.400,2284,0,1059
cached5072-both,5338,68.500,1923.100,65.800,53.200,0.400,2284,0,1059
cached5072-both,5339,67.500,1934.300,65.800,50.000,0.400,2284,0,1059
cached5072-both,5340,71.600,2005.800,65.900,70.300,0.700,2284,0,1058
cached5072-both,5341,70.300,1996.900,65.700,50.400,0.400,2284,0,1057
cached5072-both,5342,72.300,1924.400,65.600,52.900,0.700,2284,0,1057
cached5072-both,5343,76.500,1978.600,65.600,52.000,0.500,2284,0,1055
cached5072-both,5344,68.800,1945.800,68.700,51.500,0.500,2284,0,1055
cached5072-both,5345,76.900,1941.100,62.800,51.400,0.300,2284,0,1055
cached5072-both,5346,75.800,1938.500,63.000,49.500,0.400,2284,0,1053
cached5072-both,5347,68.200,2019.100,62.800,64.000,0.500,2284,0,1053
cached5072-both,5348,69.500,1965.500,62.600,53.000,0.500,2284,0,1053
cached5072-both,5349,72.800,1929.000,62.200,53.000,0.600,2284,0,1052
cached5072-both,5350,71.800,1940.300,61.900,53.600,0.300,2284,0,1052
cached5072-both,5351,72.900,2008.700,61.900,54.800,0.400,2284,0,1052
cached5072-both,5352,72.000,2002.300,61.400,50.800,0.400,2284,0,1050
cached5072-both,5353,77.500,2028.000,59.600,54.200,0.200,2284,0,1050
cached5072-both,5354,70.300,1994.200,60.200,52.600,0.400,2284,0,1049
cached5072-both,5355,79.800,1956.700,51.100,55.300,0.500,2284,0,1048
cached5072-both,5356,69.000,1954.700,51.200,50.600,0.300,2284,0,1048
cached5072-both,5357,73.000,1956.500,51.300,51.500,0.300,2284,0,1048
cached5072-both,5358,72.800,1928.000,51.200,49.500,0.200,2284,0,1047
cached5072-both,5359,69.100,1908.700,51.200,47.700,0.300,2284,0,1046
cached5072-both,5360,66.300,1919.200,50.900,49.700,0.300,2284,0,1046
cached5072-both,5361,66.800,2015.700,50.700,52.700,0.400,2284,0,1043
cached5072-both,5362,67.800,1974.300,49.900,54.400,0.500,2284,0,1043
cached5072-both,5363,99.700,2077.800,49.900,50.800,0.300,2284,0,1043
cached5072-both,5364,68.400,1971.600,49.800,51.700,0.400,2284,0,1042
cached5072-both,5365,71.900,1925.200,49.800,61.700,0.300,2284,0,1040
cached5072-both,5366,69.300,1946.800,49.500,50.300,0.400,2284,0,1040
cached5072-both,5367,71.100,1957.100,47.200,53.300,0.400,2284,0,1038
cached5072-both,5368,73.600,1933.200,46.800,48.900,0.500,2284,0,1038
cached5072-both,5369,69.200,1939.500,46.800,48.100,0.300,2284,0,1036
cached5072-both,5370,65.900,1919.900,42.400,51.100,0.200,2284,0,1035
cached5072-both,5371,67.900,2019.800,42.400,49.900,0.400,2284,0,1035
cached5072-both,5372,171.900,2106.300,41.500,62.300,0.500,2284,0,1034
cached5072-both,5373,71.700,2004.500,40.100,53.900,0.300,2284,0,1034
cached5072-both,5374,70.500,1934.200,39.900,50.000,0.400,2284,0,1033
cached5072-both,5375,72.900,2014.400,39.100,52.500,0.400,2284,0,1033
cached5072-both,5376,82.300,1957.900,39.800,49.400,0.300,2284,0,1031
cached5072-both,5377,72.500,1996.200,39.000,51.000,0.400,2284,0,1031
cached5072-both,5378,72.000,1949.000,39.000,52.200,0.500,2284,0,1031
cached5072-both,5379,92.300,1986.300,39.000,56.200,0.300,2284,0,1030
cached5072-both,5380,77.000,2005.900,39.600,64.400,0.400,2284,0,1030
cached5072-both,5381,87.400,1973.200,38.700,53.800,0.500,2284,0,1029
cached5072-both,5382,70.400,1967.400,38.800,50.300,0.300,2284,0,1029
cached5072-both,5383,67.700,1988.500,38.800,51.500,0.400,2284,0,1027
cached5072-both,5384,70.400,2009.500,36.000,48.600,0.300,2284,0,1027
cached5072-both,5385,95.000,1999.200,35.900,53.500,0.300,2284,0,1027
cached5072-both,5386,70.900,2036.600,35.900,49.600,0.400,2284,0,1027
cached5072-both,5387,70.900,1948.100,35.900,48.900,0.300,2284,0,1027
cached5072-both,5388,69.000,2001.200,36.000,49.100,0.500,2284,0,1025
cached5072-both,5389,73.300,2644.900,36.300,51.300,0.300,2284,0,1025
cached5072-both,5390,68.100,2019.600,35.900,66.600,0.300,2284,0,1023
cached5072-both,5391,72.800,2022.900,35.000,60.600,0.500,2284,0,1023
cached5072-both,5392,96.000,1986.000,34.500,49.900,0.400,2284,0,1023
cached5072-both,5393,77.400,2013.600,48.400,58.000,0.800,2284,0,1022
cached5072-both,5394,84.700,2007.900,34.100,56.500,1.100,2284,0,1022
cached5072-both,5395,82.500,2033.300,34.100,57.100,0.500,2284,0,1021
cached5072-both,5396,94.800,2054.900,34.200,57.900,1.100,2284,0,1021
cached5072-both,5397,81.500,1981.900,34.100,51.300,0.600,2284,0,1018
cached5072-both,5398,75.700,2001.200,34.200,50.000,0.900,2284,0,1017
cached5072-both,5399,77.300,1977.700,34.100,48.300,0.400,2284,0,1017
cached5072-both,5400,70.700,1953.100,34.600,46.900,0.400,2284,0,1017
cached5072-both,5401,87.500,1954.600,34.100,48.300,0.400,2284,0,1017
cached5072-both,5402,85.200,1998.100,34.300,48.900,0.400,2284,0,1016
cached5072-both,5403,84.700,2094.600,34.100,48.500,0.400,2284,0,1016
cached5072-both,5404,79.100,1995.100,34.200,51.600,0.400,2284,0,1014
cached5072-both,5405,77.000,2048.000,34.100,52.400,0.500,2284,0,1014
cached5072-both,5406,84.200,2045.000,34.200,50.300,1.200,2284,0,1014
cached5072-both,5407,74.700,1976.200,34.100,48.200,0.300,2284,0,1012
cached5072-both,5408,69.400,2016.800,38.700,48.100,0.400,2284,0,1012
cached5072-both,5409,68.900,2021.600,33.800,54.000,0.400,2284,0,1011
cached5072-both,5410,91.200,1772.700,9.800,46.900,0.700,2150,0,1011
cached5072-both,5411,72.000,1753.500,9.700,46.600,0.300,2150,0,1011
cached5072-both,5412,70.300,1891.000,9.500,52.600,0.300,2150,0,1009
cached5072-both,5413,73.400,1803.700,9.600,50.400,0.400,2150,0,1009
cached5072-both,5414,104.900,1816.900,9.600,61.600,0.300,2150,0,1009
cached5072-both,5415,81.600,1806.400,9.500,46.100,0.400,2150,0,1009
cached5072-both,5416,88.000,1952.200,9.500,47.500,0.400,2150,0,1009
cached5072-both,5417,76.200,1754.100,9.800,46.400,0.300,2150,0,1009
cached5072-both,5418,71.700,1839.100,9.800,48.700,0.500,2150,0,1009
cached5072-both,5419,83.800,1853.600,9.800,50.300,0.300,2150,0,1009
cached5072-both,5420,73.100,1784.400,9.900,49.700,0.300,2150,0,1011
cached5072-both,5421,76.900,1932.400,9.900,50.600,0.400,2150,0,1011
cached5072-both,5422,70.800,1750.000,9.800,45.700,0.300,2150,0,1011
cached5072-both,5423,73.100,1762.800,9.900,48.400,0.400,2150,0,1012
cached5072-both,5424,70.900,1748.100,9.800,52.200,0.400,2150,0,1012
cached5072-both,5425,69.600,1764.000,10.500,50.200,0.700,2150,0,1012
cached5072-both,5426,72.000,1773.600,10.500,46.900,0.400,2150,0,1012
cached5072-both,5427,68.200,1761.700,10.400,45.800,0.300,2150,0,1013
cached5072-both,5428,68.800,1753.400,10.400,45.800,0.400,2150,0,1014
cached5072-both,5429,69.000,1750.700,10.700,45.900,0.400,2150,0,1014
cached5072-both,5430,73.800,1766.500,10.600,48.500,1.100,2150,0,1016
cached5072-both,5431,130.000,1785.400,10.700,52.800,0.400,2150,0,1017
cached5072-both,5432,69.100,1755.000,10.600,47.500,0.500,2150,0,1017
cached5072-both,5433,77.400,1750.100,10.700,47.100,0.400,2150,0,1018
cached5072-both,5434,92.400,1777.600,10.700,47.400,0.300,2150,0,1022
cached5072-both,5435,76.600,1792.400,10.700,48.800,0.600,2150,0,1023
cached5072-both,5436,105.700,1878.700,11.400,49.200,0.500,2150,0,1025
cached5072-both,5437,73.500,1751.000,11.100,47.100,0.400,2150,0,1027
cached5072-both,5438,67.600,1746.900,12.000,46.100,0.400,2150,0,1030
cached5072-both,5439,83.600,1722.500,12.100,46.500,0.400,2150,0,1031
cached5072-both,5440,69.500,1725.300,12.000,46.100,0.300,2150,0,1035
cached5072-both,5441,70.600,1726.500,18.100,46.500,0.800,2150,0,1041
cached5072-both,5442,75.300,1711.300,20.700,190.400,0.800,2150,0,1045
cached5072-both,5443,69.300,1705.000,20.600,47.000,0.400,2150,0,1050
cached5072-both,5444,69.700,1695.000,21.900,48.300,0.400,2150,0,1055
cached5072-both,5445,72.900,1710.700,30.500,49.500,0.900,2150,0,1059
cached5072-both,5446,69.600,1709.300,31.200,49.200,0.400,2150,0,1067
cached5072-both,5447,69.400,1690.700,31.400,49.000,0.400,2150,0,1073
cached5072-both,5448,69.200,1683.200,32.600,49.600,0.300,2150,0,1086
cached5072-both,5449,76.100,1684.700,38.500,51.600,0.400,2150,0,1094
cached5072-both,5450,72.800,1725.600,38.500,53.800,0.400,2150,0,1102
cached5072-both,5451,76.300,1659.900,38.600,49.800,0.300,2150,0,1110
cached5072-both,5452,74.200,1657.000,43.500,49.800,0.400,2150,0,1115
cached5072-both,5453,70.300,1671.000,52.900,50.900,0.400,2150,0,1121
cached5072-both,5454,67.800,1710.000,74.600,53.900,0.400,2150,0,1133
cached5072-both,5455,127.900,1922.300,100.000,57.200,0.400,2150,0,1140
cached5072-both,5456,70.700,1718.300,114.100,53.700,0.400,2150,0,1148
cached5072-both,5457,112.600,1670.000,136.500,68.200,0.500,2150,0,1160
cached5072-both,5458,70.900,1731.400,144.500,53.800,0.400,2150,0,1166
cached5072-both,5459,73.800,1704.200,157.800,55.800,0.800,2150,0,1173
cached5072-both,5460,78.500,1803.400,169.600,59.100,0.300,2150,0,1181
cached5072-both,5461,74.800,1723.000,178.400,62.000,0.400,2150,0,1188
cached5072-both,5462,82.000,1687.600,189.500,63.500,0.500,2150,0,1192
cached5072-both,5463,78.100,1735.600,230.800,65.000,0.300,2150,0,1194
cached5072-both,5464,67.100,1825.300,236.900,57.800,0.300,2150,0,1197
cached5072-both,5465,104.500,1919.600,281.600,69.900,0.700,2150,0,1199
cached5072-both,5466,87.900,1804.000,270.600,61.400,0.400,2150,0,1202
cached5072-both,5467,107.100,1827.000,301.400,59.100,0.600,2150,0,1204
cached5072-both,5468,71.800,1825.600,301.600,59.700,0.500,2150,0,1209
cached5072-both,5469,76.100,1815.700,328.100,56.400,0.400,2150,0,1211
cached5072-both,5470,68.600,1799.900,327.500,57.400,0.300,2150,0,1214
cached5072-both,5471,71.200,1832.000,373.400,55.900,0.400,2150,0,1216
cached5072-both,5472,71.400,1820.100,363.000,55.000,0.300,2150,0,1221
cached5072-both,5473,73.600,1987.800,435.500,62.900,0.400,2150,0,1225
cached5072-both,5474,69.500,1953.700,473.900,58.200,0.600,2150,0,1228
cached5072-both,5475,72.400,2128.600,535.000,59.200,0.300,2150,0,1231
cached5072-both,5476,398.800,2428.100,574.500,73.600,0.400,2150,0,1234
cached5072-both,5477,76.000,2119.600,646.200,57.900,0.400,2150,0,1238
cached5072-both,5478,68.900,1798.700,513.300,65.900,1.400,2035,0,1242
cached5072-both,5479,81.900,1834.800,659.000,61.500,0.900,2035,0,1244
cached5072-both,5480,69.200,2154.300,602.000,66.600,0.400,2035,0,1247
cached5072-both,5481,73.300,1902.100,666.300,62.100,0.700,2035,0,1250
cached5072-both,5482,71.400,2232.000,724.700,63.700,0.500,2035,0,1253
cached5072-both,5483,66.900,2064.900,753.000,62.100,0.300,2035,0,1255
cached5072-both,5484,229.900,2596.900,818.400,66.200,0.200,2035,0,1257
cached5072-both,5485,71.500,2232.400,870.000,60.300,0.300,2035,0,1260
cached5072-both,5486,68.200,2421.800,926.600,72.500,0.500,2035,0,1261
cached5072-both,5487,71.900,2449.700,957.800,83.000,0.900,2035,0,1262
cached5072-both,5488,103.000,2501.200,995.800,76.700,0.400,2035,0,1265
cached5072-both,5489,188.700,2753.600,992.400,87.500,0.500,2035,0,1266
cached5072-both,5490,70.600,2379.000,1002.500,71.000,0.900,2035,0,1268
cached5072-both,5491,73.900,2487.800,1011.300,81.100,0.400,2035,0,1271
cached5072-both,5492,73.200,2481.800,1089.400,95.200,0.800,2035,0,1274
cached5072-both,5493,102.300,2516.500,1018.400,73.900,0.900,2035,0,1275
cached5072-both,5494,71.000,2572.400,1044.400,66.700,0.500,2035,0,1278
cached5072-both,5496,69.500,2462.300,1068.900,76.300,0.400,2035,0,1280
cached5072-both,5497,68.100,2468.000,1075.100,65.000,0.400,2035,0,1282
cached5072-both,5498,73.900,2563.300,1153.900,65.400,0.400,2035,0,1285
cached5072-both,5499,71.200,2483.400,1123.600,71.100,0.300,2035,0,1288
cached5072-both,5500,69.800,2612.200,1111.700,65.500,0.400,2035,0,1289
cached5072-both,5501,70.600,2581.200,1130.600,64.200,0.500,2035,0,1291
cached5072-both,5502,69.700,2598.300,1143.000,70.200,0.200,2035,0,1293
cached5072-both,5503,83.400,2717.700,1144.300,64.700,0.400,2035,0,1294
cached5072-both,5504,79.600,2620.000,1183.000,75.000,0.500,2035,0,1294
cached5072-both,5505,69.000,2725.700,1207.600,65.300,0.300,2035,0,1295
cached5072-both,5506,69.500,2636.500,1212.300,73.200,0.500,2035,0,1298
cached5072-both,5507,69.500,2728.900,1238.600,70.200,0.300,2035,0,1300
cached5072-both,5508,69.100,2641.300,1243.300,68.700,0.500,2035,0,1302
cached5072-both,5509,67.500,3082.100,1287.100,86.000,1.100,2035,0,1304
cached5072-both,5510,95.300,2813.800,1236.800,71.200,0.500,2035,0,1306
cached5072-both,5511,71.200,2904.800,1290.700,71.000,0.900,2035,0,1307
cached5072-both,5512,70.000,2810.100,1329.100,66.200,0.300,2035,0,1309
cached5072-both,5513,71.700,2906.500,1385.600,69.800,0.300,2035,0,1310
cached5072-both,5514,83.700,2968.600,1394.700,79.000,0.500,2035,0,1312
cached5072-both,5515,68.200,2869.900,1397.300,70.900,0.900,2035,0,1313
cached5072-both,5516,408.200,3329.300,1418.200,88.800,1.100,2035,0,1314
cached5072-both,5517,79.600,2920.500,1400.200,69.300,0.400,2035,0,1314
cached5072-both,5518,177.200,3664.200,1399.100,83.100,0.400,2035,0,1315
cached5072-both,5519,72.000,3220.300,1395.400,69.300,0.400,2035,0,1315
cached5072-both,5520,72.000,3177.000,1405.100,79.900,0.500,2035,0,1316
cached5072-both,5521,79.100,2918.500,1397.800,102.300,1.000,2035,0,1316
cached5072-both,5522,77.900,2938.800,1387.300,75.300,0.400,2035,0,1317
cached5072-both,5523,79.400,2891.400,1370.300,76.300,0.600,2035,0,1317
cached5072-both,5524,73.400,2866.400,1396.700,70.800,0.700,2035,0,1316
cached5072-both,5525,71.600,2871.600,1391.900,75.400,0.500,2035,0,1315
cached5072-both,5526,102.200,2986.100,1385.300,74.100,0.100,2035,0,1315
cached5072-both,5527,71.400,2852.300,1392.600,73.600,0.500,2035,0,1314
cached5072-both,5528,67.900,2914.200,1389.100,68.900,0.400,2035,0,1313
cached5072-both,5529,73.400,3212.700,1383.400,67.900,0.500,2035,0,1312
cached5072-both,5530,68.700,3385.300,1406.900,65.900,0.400,2035,0,1309
cached5072-both,5531,74.200,3419.700,1416.100,67.900,0.300,2035,0,1307
cached5072-both,5532,71.000,3242.000,1414.000,68.000,0.400,2035,0,1306
cached5072-both,5533,70.400,3374.300,1477.900,69.600,0.300,2035,0,1302
cached5072-both,5534,68.400,3478.400,1441.400,71.200,0.300,2035,0,1299
cached5072-both,5535,70.500,3310.100,1480.700,105.800,0.400,2035,0,1296
cached5072-both,5536,78.000,3310.400,1481.300,87.900,0.300,2035,0,1294
cached5072-both,5537,112.400,3461.100,1466.200,85.900,0.800,2035,0,1292
cached5072-both,5538,100.200,3620.700,1495.400,71.700,0.500,2035,0,1288
cached5072-both,5539,72.900,3483.800,1499.400,73.300,0.600,2035,0,1287
cached5072-both,5540,73.900,3402.100,1503.000,72.800,0.600,2035,0,1284
cached5072-both,5541,66.100,3555.000,1525.000,90.800,0.400,2035,0,1282
cached5072-both,5542,124.000,3859.300,1539.000,80.000,0.800,2035,0,1281
cached5072-both,5543,75.900,3461.000,1523.200,67.900,0.500,2035,0,1281
cached5072-both,5544,70.500,3390.200,1519.900,72.600,0.600,2035,0,1281
cached5072-both,5545,89.400,3695.000,1516.200,71.000,0.500,2035,0,1282
cached5072-both,5546,70.100,3419.800,1517.300,68.100,0.500,2035,0,1282
cached5072-both,5547,70.500,3502.400,1498.600,70.000,0.600,2035,0,1285
cached5072-both,5548,71.800,3379.700,1504.500,79.400,0.400,2035,0,1287
cached5072-both,5549,105.300,3519.500,1489.700,67.800,0.400,2035,0,1291
cached5072-both,5550,72.000,3366.200,1468.200,67.700,0.300,2035,0,1293
cached5072-both,5551,67.300,3417.100,1459.300,71.200,0.400,2035,0,1295
cached5072-both,5552,71.200,3490.300,1477.400,83.500,0.700,2035,0,1297
cached5072-both,5553,185.500,3601.200,1436.100,79.000,0.400,2035,0,1300
cached5072-both,5554,77.900,3257.800,1458.200,71.700,0.400,2035,0,1302
cached5072-both,5555,70.500,3356.500,1435.600,70.900,0.400,2035,0,1304
cached5072-both,5556,74.100,3353.000,1418.100,80.100,0.900,2035,0,1306
cached5072-both,5557,69.200,2866.300,1266.600,67.000,0.300,1952,0,1306
cached5072-both,5558,183.900,3038.700,1261.800,84.700,0.700,1952,0,1306
cached5072-both,5559,70.000,2646.300,1268.200,73.700,0.300,1952,0,1306
cached5072-both,5560,72.600,2681.000,1317.900,81.000,0.400,1952,0,1304
cached5072-both,5561,70.100,2747.100,1289.100,68.300,0.400,1952,0,1302
cached5072-both,5562,80.500,2679.400,1296.500,67.100,0.400,1952,0,1299
cached5072-both,5563,69.200,2785.600,1283.000,70.900,0.800,1952,0,1295
cached5072-both,5564,71.100,2554.100,1190.400,67.200,0.300,1952,0,1292
cached5072-both,5565,78.400,2456.600,1077.900,67.200,0.400,1952,0,1288
cached5072-both,5566,71.700,2429.900,1069.800,74.100,0.400,1952,0,1279
cached5072-both,5567,127.300,2575.600,978.800,76.400,0.700,1952,0,1275
cached5072-both,5568,77.000,2247.600,939.800,65.300,0.700,1952,0,1267
cached5072-both,5569,177.300,2531.800,891.000,73.300,0.400,1952,0,1262
cached5072-both,5570,71.700,2319.800,841.900,70.100,0.400,1952,0,1257
cached5072-both,5571,95.100,2199.200,735.800,75.300,0.600,1952,0,1250
cached5072-both,5572,74.300,2098.600,723.400,79.600,0.500,1952,0,1242
cached5072-both,5573,71.800,1998.700,653.000,56.400,0.200,1952,0,1233
cached5072-both,5574,90.200,2114.800,654.700,58.400,0.500,1952,0,1225
cached5072-both,5575,73.800,1805.300,649.800,54.100,0.300,1952,0,1215
cached5072-both,5576,180.700,2016.500,543.300,65.000,0.100,1952,0,1210
cached5072-both,5577,183.900,1967.700,442.600,70.500,0.400,1952,0,1202
cached5072-both,5578,87.300,1644.800,375.000,52.500,0.500,1952,0,1198
cached5072-both,5579,79.300,1570.900,292.100,54.500,0.400,1952,0,1194
cached5072-both,5580,80.300,1566.900,254.900,58.200,0.400,1952,0,1192
cached5072-both,5581,194.200,1686.300,239.600,59.200,0.400,1952,0,1186
cached5072-both,5582,85.700,1528.600,235.100,57.000,0.600,1952,0,1178
cached5072-both,5583,78.900,1556.700,242.000,49.600,0.300,1952,0,1172
cached5072-both,5584,74.100,1509.400,248.600,69.800,0.400,1952,0,1165
cached5072-both,5585,72.700,1582.000,224.600,57.400,0.300,1952,0,1161
cached5072-both,5586,98.900,1528.900,225.900,55.900,0.400,1952,0,1159
cached5072-both,5587,74.800,1506.300,232.600,51.500,0.300,1952,0,1157
cached5072-both,5588,91.800,1524.900,235.800,56.500,0.500,1952,0,1157
cached5072-both,5589,90.000,1595.500,232.900,76.500,0.400,1952,0,1158
cached5072-both,5590,87.900,1485.500,231.300,59.100,0.500,1952,0,1160
cached5072-both,5591,83.000,1542.000,252.600,51.600,0.500,1952,0,1161
cached5072-both,5592,73.800,1511.800,252.600,54.900,0.400,1952,0,1161
cached5072-both,5593,71.500,1504.600,251.300,55.800,0.400,1952,0,1162
cached5072-both,5594,74.400,1529.900,251.500,52.400,0.400,1952,0,1162
cached5072-both,5595,163.300,1641.700,251.100,66.000,0.400,1952,0,1162
cached5072-both,5596,67.600,1490.200,257.500,57.200,0.300,1952,0,1163
cached5072-both,5597,70.400,1504.700,251.100,68.700,1.100,1952,0,1163
cached5072-both,5598,76.300,1480.700,254.800,53.500,0.200,1952,0,1165
cached5072-both,5599,83.100,1485.300,249.400,76.600,0.200,1952,0,1165
cached5072-both,5600,82.800,1515.100,249.000,52.600,0.400,1952,0,1165
cached5072-both,5601,74.300,1539.300,248.800,60.800,0.900,1952,0,1165
cached5072-both,5602,71.700,1497.600,255.800,55.000,0.400,1952,0,1166
cached5072-both,5603,71.900,1520.400,247.300,62.200,0.500,1952,0,1166
cached5072-both,5604,74.700,1541.500,247.400,56.000,1.000,1952,0,1166
cached5072-both,5605,74.800,1538.900,247.900,63.400,0.300,1952,0,1166
cached5072-both,5606,72.300,1488.100,244.900,50.900,0.400,1952,0,1168
cached5072-both,5607,73.500,1486.900,243.700,60.300,0.400,1952,0,1169
cached5072-both,5608,79.700,1524.800,243.600,55.500,0.400,1952,0,1171
cached5072-both,5609,69.300,1513.400,242.700,65.200,0.400,1952,0,1171
cached5072-both,5610,79.200,1491.200,242.800,51.900,0.400,1952,0,1171
cached5072-both,5611,70.700,1584.900,242.300,59.600,0.600,1952,0,1172
cached5072-both,5612,75.800,1481.600,248.700,50.200,0.400,1952,0,1172
cached5072-both,5613,72.000,1500.400,271.500,64.700,0.200,1952,0,1172
cached5072-both,5614,76.000,1490.800,267.200,51.100,0.400,1952,0,1172
cached5072-both,5615,75.000,1478.600,258.600,57.000,0.300,1952,0,1173
cached5072-both,5616,69.000,1505.100,259.900,49.700,0.400,1952,0,1173
cached5072-both,5617,68.700,1556.600,265.800,57.900,0.300,1952,0,1173
cached5072-both,5618,70.800,2168.200,659.300,62.800,0.500,1952,0,1224
cached5072-both,5619,75.900,2374.900,875.100,72.000,0.400,1952,0,1256
cached5072-both,5620,101.500,2638.300,1009.400,70.700,0.500,1952,0,1271
cached5072-both,5621,70.600,2583.200,1167.700,78.100,0.300,1952,0,1280
cached5072-both,5622,74.600,2730.400,1306.300,68.900,0.400,1952,0,1290
cached5072-both,5623,97.100,2792.900,1307.900,86.700,0.900,1952,0,1293
cached5072-both,5625,123.400,2900.900,1310.600,68.500,0.500,1952,0,1294
cached5072-both,5626,69.600,2772.200,1311.200,68.100,0.500,1952,0,1294
cached5072-both,5627,69.200,2680.800,1315.500,70.900,0.300,1952,0,1293
cached5072-both,5628,73.200,2772.100,1311.800,67.700,0.400,1952,0,1293
cached5072-both,5629,71.400,2722.600,1312.700,75.200,0.300,1952,0,1292
cached5072-both,5630,97.300,2862.300,1334.800,71.000,0.300,1952,0,1290
cached5072-both,5631,81.300,2722.800,1333.100,65.600,0.300,1952,0,1289
cached5072-both,5632,72.000,2820.300,1327.500,66.700,0.300,1952,0,1288
cached5072-both,5633,68.200,2774.800,1328.900,66.600,0.500,1952,0,1287
cached5072-both,5634,177.900,3178.200,1335.000,81.200,0.600,1952,0,1286
cached5072-both,5635,71.200,2739.000,1330.100,82.500,0.300,1952,0,1285
cached5072-both,5636,71.000,2797.800,1334.900,86.400,0.400,1952,0,1284
cached5072-both,5637,69.800,2766.200,1360.400,69.500,0.400,1952,0,1282
cached5072-both,5638,70.800,2934.200,1355.500,117.500,1.600,1952,0,1282
cached5072-both,5639,73.600,2829.000,1362.000,81.400,0.700,1952,0,1282
cached5072-both,5640,88.500,2844.400,1369.100,77.800,0.600,1952,0,1281
