run,frame,source_us,assembly_us,hash_us,materials_us,snapshot_us,depth_tests,depth_verified,depth_skipped
cached5072-off,4174,834.400,1672.900,254.400,66.900,0.500,0,0,0
cached5072-off,4175,832.900,1917.500,288.100,53.200,0.300,0,0,0
cached5072-off,4176,888.300,1744.900,308.300,63.100,0.400,0,0,0
cached5072-off,4177,915.200,1786.000,325.800,57.700,0.600,0,0,0
cached5072-off,4178,839.500,1714.300,347.800,55.200,0.400,0,0,0
cached5072-off,4179,911.400,1783.500,373.400,57.300,0.300,0,0,0
cached5072-off,4180,895.900,1791.200,399.300,54.100,0.300,0,0,0
cached5072-off,4181,1272.000,1840.300,436.500,57.100,0.700,0,0,0
cached5072-off,4182,850.200,2166.100,442.600,72.500,0.700,0,0,0
cached5072-off,4183,867.600,1872.800,430.200,65.900,0.500,0,0,0
cached5072-off,4184,850.800,1818.000,437.800,66.400,0.400,0,0,0
cached5072-off,4185,875.500,1910.000,443.200,65.900,0.800,0,0,0
cached5072-off,4186,842.300,1859.000,452.600,66.300,0.400,0,0,0
cached5072-off,4187,824.800,1907.500,466.000,64.900,0.400,0,0,0
cached5072-off,4188,833.300,1870.800,477.900,57.600,0.500,0,0,0
cached5072-off,4189,842.300,1928.600,487.900,66.300,0.500,0,0,0
cached5072-off,4190,836.200,2029.100,502.800,61.000,0.300,0,0,0
cached5072-off,4191,852.200,1947.000,513.900,59.300,0.300,0,0,0
cached5072-off,4192,847.000,2091.100,539.500,73.700,1.100,0,0,0
cached5072-off,4193,835.900,2055.900,533.000,61.800,0.400,0,0,0
cached5072-off,4194,875.600,2007.800,560.100,59.800,0.300,0,0,0
cached5072-off,4195,836.800,2190.600,570.700,62.900,0.300,0,0,0
cached5072-off,4196,832.900,2176.100,573.500,57.400,0.400,0,0,0
cached5072-off,4197,836.200,2307.000,591.000,64.700,0.400,0,0,0
cached5072-off,4198,829.700,2250.400,602.700,63.900,0.300,0,0,0
cached5072-off,4199,872.700,2305.500,623.500,64.300,0.500,0,0,0
cached5072-off,4200,834.000,2315.800,625.600,79.400,0.500,0,0,0
cached5072-off,4201,1064.700,2450.400,644.200,107.500,0.400,0,0,0
cached5072-off,4202,886.700,2410.600,653.400,66.400,0.400,0,0,0
cached5072-off,4203,897.800,2322.900,644.300,63.200,0.600,0,0,0
cached5072-off,4205,848.300,2320.900,665.600,68.500,0.400,0,0,0
cached5072-off,4206,833.000,2349.200,679.100,67.500,0.500,0,0,0
cached5072-off,4207,835.700,2435.900,676.400,70.100,0.700,0,0,0
cached5072-off,4208,869.100,2445.600,685.400,70.200,0.600,0,0,0
cached5072-off,4209,863.700,2353.800,673.200,81.400,0.500,0,0,0
cached5072-off,4210,845.300,2477.300,680.800,60.200,0.400,0,0,0
cached5072-off,4211,838.400,2491.500,682.900,64.100,0.400,0,0,0
cached5072-off,4212,834.500,2373.700,690.800,65.200,0.400,0,0,0
cached5072-off,4213,848.800,2345.800,680.500,60.000,0.200,0,0,0
cached5072-off,4214,847.100,2395.600,684.700,62.600,0.900,0,0,0
cached5072-off,4215,855.700,2529.000,742.800,89.100,0.400,0,0,0
cached5072-off,4216,850.700,2396.500,685.500,61.200,0.400,0,0,0
cached5072-off,4217,833.000,2393.500,692.300,61.800,0.300,0,0,0
cached5072-off,4218,879.800,2601.000,685.500,75.200,0.800,0,0,0
cached5072-off,4219,856.700,2445.700,691.400,65.200,0.300,0,0,0
cached5072-off,4220,884.900,2370.600,689.700,62.900,0.500,0,0,0
cached5072-off,4221,825.900,2365.500,685.000,67.400,0.500,0,0,0
cached5072-off,4222,879.300,2441.500,693.800,66.100,0.300,0,0,0
cached5072-off,4223,836.500,2521.500,735.600,62.200,0.200,0,0,0
cached5072-off,4224,828.400,2372.800,687.600,64.400,0.300,0,0,0
cached5072-off,4225,832.000,2404.200,686.500,63.600,1.100,0,0,0
cached5072-off,4226,858.300,2636.700,683.200,69.900,0.500,0,0,0
cached5072-off,4227,865.200,2422.100,682.000,61.800,0.300,0,0,0
cached5072-off,4228,861.900,2409.600,690.000,63.100,0.400,0,0,0
cached5072-off,4229,851.100,2360.200,689.500,61.300,0.400,0,0,0
cached5072-off,4230,837.300,2337.200,688.300,60.300,0.300,0,0,0
cached5072-off,4231,831.800,2503.800,689.700,63.600,0.300,0,0,0
cached5072-off,4232,860.400,2393.300,688.700,59.400,0.400,0,0,0
cached5072-off,4233,824.100,2372.500,694.900,58.100,0.400,0,0,0
cached5072-off,4234,847.400,2348.500,680.200,66.000,1.100,0,0,0
cached5072-off,4235,831.900,2346.000,693.400,69.500,0.400,0,0,0
cached5072-off,4236,824.200,2347.300,689.700,59.300,0.400,0,0,0
cached5072-off,4237,840.100,2373.900,689.300,59.000,0.400,0,0,0
cached5072-off,4238,837.700,2393.600,702.300,61.100,1.000,0,0,0
cached5072-off,4239,835.900,2400.900,703.500,74.100,0.600,0,0,0
cached5072-off,4240,822.000,2422.200,718.900,61.600,0.400,0,0,0
cached5072-off,4242,905.800,2583.000,734.100,73.900,0.500,0,0,0
cached5072-off,4243,834.500,2539.100,736.500,70.600,0.600,0,0,0
cached5072-off,4244,846.600,2476.500,745.500,76.500,0.600,0,0,0
cached5072-off,4245,920.400,2650.800,769.200,90.200,0.600,0,0,0
cached5072-off,4246,831.400,2464.600,780.800,60.600,0.300,0,0,0
cached5072-off,4247,828.300,2623.900,804.800,60.200,0.400,0,0,0
cached5072-off,4248,819.300,2595.900,836.300,61.900,0.300,0,0,0
cached5072-off,4249,848.100,2636.400,867.900,65.000,0.300,0,0,0
cached5072-off,4250,845.700,2633.000,886.200,60.900,0.400,0,0,0
cached5072-off,4251,839.900,2835.700,904.100,63.600,0.700,0,0,0
cached5072-off,4252,839.000,2689.400,917.500,69.800,0.300,0,0,0
cached5072-off,4253,841.200,2700.900,925.600,72.600,0.400,0,0,0
cached5072-off,4254,842.700,2718.900,922.800,60.900,0.300,0,0,0
cached5072-off,4255,912.800,2854.300,949.200,62.600,0.300,0,0,0
cached5072-off,4256,835.400,2855.000,1070.600,66.500,0.400,0,0,0
cached5072-off,4257,844.900,2822.100,998.100,59.800,0.300,0,0,0
cached5072-off,4258,861.300,2926.600,1018.200,61.000,0.400,0,0,0
cached5072-off,4259,838.000,2841.200,1024.900,76.000,0.600,0,0,0
cached5072-off,4260,971.200,3004.200,958.900,63.500,0.200,0,0,0
cached5072-off,4261,846.300,2748.800,1007.100,62.100,0.300,0,0,0
cached5072-off,4262,875.500,2796.100,1000.500,67.400,0.300,0,0,0
cached5072-off,4263,844.100,2950.400,1092.700,73.600,0.900,0,0,0
cached5072-off,4264,868.400,2875.300,1053.100,68.300,0.400,0,0,0
cached5072-off,4265,828.900,2852.300,1042.700,65.100,0.400,0,0,0
cached5072-off,4267,852.300,2977.000,1094.100,72.500,0.600,0,0,0
cached5072-off,4268,889.600,2983.100,1115.900,70.700,0.300,0,0,0
cached5072-off,4269,838.700,2962.200,1211.600,67.700,0.300,0,0,0
cached5072-off,4270,836.900,3185.500,1101.900,71.500,0.300,0,0,0
cached5072-off,4271,863.700,3223.900,1116.400,66.300,0.300,0,0,0
cached5072-off,4272,836.800,3143.200,1150.400,75.800,0.300,0,0,0
cached5072-off,4273,827.600,3225.100,1139.100,82.400,0.700,0,0,0
cached5072-off,4274,878.500,3147.900,1145.400,68.900,0.300,0,0,0
cached5072-off,4275,855.800,3257.900,1213.400,74.700,0.400,0,0,0
cached5072-off,4276,875.200,3252.500,1174.600,74.600,0.500,0,0,0
cached5072-off,4277,828.100,3242.600,1162.900,67.200,0.300,0,0,0
cached5072-off,4278,841.200,3243.500,1358.900,79.400,1.200,0,0,0
cached5072-off,4279,850.800,3080.200,1156.700,98.500,0.400,0,0,0
cached5072-off,4280,838.100,3113.700,1145.600,74.100,0.300,0,0,0
cached5072-off,4281,844.000,3171.000,1137.300,69.200,0.500,0,0,0
cached5072-off,4282,851.200,3123.600,1126.500,67.000,0.300,0,0,0
cached5072-off,4283,846.600,3190.000,1173.800,68.700,0.400,0,0,0
cached5072-off,4284,843.900,3149.200,1127.300,66.900,0.400,0,0,0
cached5072-off,4285,865.200,3413.500,1666.300,75.400,0.500,0,0,0
cached5072-off,4286,843.600,2995.400,1134.400,67.900,0.400,0,0,0
cached5072-off,4287,868.000,3170.900,1132.100,132.700,0.400,0,0,0
cached5072-off,4288,832.800,3069.200,1099.800,69.600,0.600,0,0,0
cached5072-off,4289,861.800,3356.900,1082.000,68.900,0.300,0,0,0
cached5072-off,4290,846.700,3281.900,1107.200,71.000,0.600,0,0,0
cached5072-off,4291,876.200,3686.000,1070.500,102.100,0.700,0,0,0
cached5072-off,4292,848.600,3216.400,1110.900,71.700,0.900,0,0,0
cached5072-off,4293,849.100,3129.900,1082.900,65.500,0.500,0,0,0
cached5072-off,4294,849.300,3188.600,1082.100,67.900,0.400,0,0,0
cached5072-off,4295,834.600,3239.000,1084.300,84.500,0.300,0,0,0
cached5072-off,4296,830.500,3215.800,1071.000,68.100,0.300,0,0,0
cached5072-off,4297,848.800,3129.500,1083.500,70.600,1.100,0,0,0
cached5072-off,4298,910.600,3278.700,1085.400,74.700,0.400,0,0,0
cached5072-off,4299,883.500,3040.100,1131.700,76.900,0.500,0,0,0
cached5072-off,4300,840.100,2890.500,1065.100,78.300,0.600,0,0,0
cached5072-off,4301,855.100,2911.000,1105.400,78.000,1.000,0,0,0
cached5072-off,4302,868.400,2961.900,1259.500,75.200,0.500,0,0,0
cached5072-off,4303,857.600,2899.300,1057.000,70.300,0.500,0,0,0
cached5072-off,4304,837.300,2801.600,1040.300,68.600,0.300,0,0,0
cached5072-off,4305,861.100,2835.100,1035.700,67.400,0.700,0,0,0
cached5072-off,4306,837.200,2991.700,1060.900,72.200,0.600,0,0,0
cached5072-off,4307,860.800,2821.500,1049.200,67.600,1.000,0,0,0
cached5072-off,4308,868.400,2771.500,1044.500,69.700,0.400,0,0,0
cached5072-off,4309,863.500,2781.000,1043.300,69.200,0.400,0,0,0
cached5072-off,4310,832.500,2772.100,1020.600,72.400,0.500,0,0,0
cached5072-off,4311,874.100,2924.400,1000.700,63.300,0.300,0,0,0
cached5072-off,4312,859.300,2714.400,979.000,63.100,0.500,0,0,0
cached5072-off,4313,961.900,3018.400,1034.100,76.400,0.500,0,0,0
cached5072-off,4314,851.000,2796.500,969.400,63.700,0.400,0,0,0
cached5072-off,4315,833.500,2633.600,940.100,70.300,0.300,0,0,0
cached5072-off,4316,840.700,2678.200,937.000,63.200,0.300,0,0,0
cached5072-off,4317,859.200,2607.900,920.600,67.300,0.300,0,0,0
cached5072-off,4318,856.500,3011.300,909.100,75.300,0.700,0,0,0
cached5072-off,4319,904.600,2739.700,916.200,76.300,0.900,0,0,0
cached5072-off,4320,839.600,2546.800,893.300,61.400,0.300,0,0,0
cached5072-off,4321,834.600,2477.700,863.500,66.600,0.300,0,0,0
cached5072-off,4322,945.100,2666.400,854.100,63.100,0.400,0,0,0
cached5072-off,4323,852.800,2437.500,823.400,67.900,0.300,0,0,0
cached5072-off,4324,854.600,2518.200,794.700,62.600,0.500,0,0,0
cached5072-off,4325,852.700,2355.000,781.200,70.700,0.400,0,0,0
cached5072-off,4326,893.600,2336.000,732.800,61.500,0.700,0,0,0
cached5072-off,4327,901.600,2420.600,720.500,69.500,0.300,0,0,0
cached5072-off,4328,828.700,2356.300,699.100,61.900,0.800,0,0,0
cached5072-off,4329,887.700,2266.200,681.100,68.000,0.400,0,0,0
cached5072-off,4330,833.200,2214.900,678.400,67.500,0.400,0,0,0
cached5072-off,4331,836.200,2220.700,720.300,77.300,0.500,0,0,0
cached5072-off,4332,831.600,2164.300,636.400,60.100,0.200,0,0,0
cached5072-off,4333,887.200,2154.900,629.600,63.300,0.300,0,0,0
cached5072-off,4334,825.800,2283.300,613.300,57.800,0.300,0,0,0
cached5072-off,4335,879.300,2129.200,598.200,65.100,1.000,0,0,0
cached5072-off,4336,837.800,2142.800,587.900,66.700,0.600,0,0,0
cached5072-off,4337,839.100,2161.200,587.800,63.700,0.300,0,0,0
cached5072-off,4338,927.700,2188.800,557.500,82.300,0.500,0,0,0
cached5072-off,4339,928.300,2010.400,552.000,59.800,0.800,0,0,0
cached5072-off,4340,827.300,1814.700,546.400,62.000,0.400,0,0,0
cached5072-off,4341,887.600,1827.300,526.900,64.200,0.400,0,0,0
cached5072-off,4342,902.400,1794.600,540.900,59.100,0.300,0,0,0
cached5072-off,4343,839.900,1739.200,496.700,64.800,0.300,0,0,0
cached5072-off,4344,854.600,1708.700,480.000,57.700,0.300,0,0,0
cached5072-off,4345,843.900,1752.000,468.300,62.000,0.300,0,0,0
cached5072-off,4346,842.400,1689.800,466.500,61.800,0.600,0,0,0
cached5072-off,4347,877.700,1804.200,436.100,56.400,0.400,0,0,0
cached5072-off,4348,829.700,1734.500,451.200,62.300,0.300,0,0,0
cached5072-off,4349,857.000,1679.000,419.700,54.600,0.400,0,0,0
cached5072-off,4350,841.400,1676.900,442.500,59.900,0.400,0,0,0
cached5072-off,4351,837.600,1597.500,381.600,57.500,0.800,0,0,0
cached5072-off,4352,849.400,1626.300,370.800,60.700,0.300,0,0,0
cached5072-off,4353,992.400,1612.900,360.200,69.500,0.400,0,0,0
cached5072-off,4354,870.300,1642.100,340.400,61.100,0.300,0,0,0
cached5072-off,4355,868.200,1601.500,349.500,58.600,0.400,0,0,0
cached5072-off,4356,866.600,1789.900,317.100,60.600,0.400,0,0,0
cached5072-off,4357,911.200,1553.100,300.300,59.200,0.500,0,0,0
cached5072-off,4358,940.200,1527.200,289.800,57.700,0.900,0,0,0
cached5072-off,4359,865.800,1493.300,258.800,57.700,0.400,0,0,0
cached5072-off,4360,856.600,1478.700,229.300,52.700,0.300,0,0,0
cached5072-off,4361,861.400,1494.600,207.000,64.200,0.400,0,0,0
cached5072-off,4362,1074.300,1462.100,196.300,57.300,0.300,0,0,0
cached5072-off,4363,840.900,1417.300,176.700,51.600,0.300,0,0,0
cached5072-off,4364,832.100,1473.500,184.700,54.600,0.500,0,0,0
cached5072-off,4365,864.400,1441.500,159.600,51.600,1.100,0,0,0
cached5072-off,4366,839.400,1385.400,143.600,50.000,0.300,0,0,0
cached5072-off,4367,844.200,1450.500,130.000,50.100,0.300,0,0,0
cached5072-off,4368,874.400,1380.700,127.200,51.200,0.400,0,0,0
cached5072-off,4369,875.100,1550.000,124.500,78.200,0.600,0,0,0
cached5072-off,4370,872.700,1372.700,120.200,62.200,0.400,0,0,0
cached5072-off,4371,863.800,1377.400,117.900,49.400,0.400,0,0,0
cached5072-off,4372,848.400,1169.000,11.300,46.000,0.400,0,0,0
cached5072-off,4373,840.100,1177.600,11.300,47.600,0.400,0,0,0
cached5072-off,4374,857.700,1340.600,11.400,49.500,0.300,0,0,0
cached5072-off,4375,838.500,1238.300,11.300,47.700,0.300,0,0,0
cached5072-off,4376,859.200,1296.400,13.400,47.600,0.300,0,0,0
cached5072-off,4377,904.000,1311.000,16.400,48.700,0.200,0,0,0
cached5072-off,4378,853.500,1181.600,15.500,47.700,0.300,0,0,0
cached5072-off,4379,934.400,1227.100,15.100,48.800,0.300,0,0,0
cached5072-off,4380,848.700,1291.300,19.300,49.500,0.400,0,0,0
cached5072-off,4381,865.900,1303.600,35.700,48.800,0.300,0,0,0
cached5072-off,4382,1232.500,1517.300,20.200,50.400,0.800,0,0,0
cached5072-off,4383,830.900,1323.700,33.500,49.800,0.800,0,0,0
cached5072-off,4384,863.200,1212.400,36.000,48.600,0.300,0,0,0
cached5072-off,4385,943.900,1284.500,46.500,49.400,0.500,0,0,0
cached5072-off,4386,834.400,1313.300,57.500,49.800,0.400,0,0,0
cached5072-off,4387,918.600,1258.600,90.500,57.300,0.500,0,0,0
cached5072-off,4388,899.000,1316.900,100.000,56.500,0.500,0,0,0
cached5072-off,4389,836.900,1309.500,122.300,50.900,0.400,0,0,0
cached5072-off,4390,846.700,1333.500,149.200,53.300,0.400,0,0,0
cached5072-off,4391,893.100,1339.900,152.400,50.000,0.300,0,0,0
cached5072-off,4392,835.600,1358.200,159.700,54.900,0.300,0,0,0
cached5072-off,4393,881.600,1467.200,172.000,58.300,0.300,0,0,0
cached5072-off,4394,832.800,1369.400,186.400,52.700,0.200,0,0,0
cached5072-off,4395,906.400,1369.600,202.400,53.000,0.600,0,0,0
cached5072-off,4396,827.300,1466.000,235.700,55.000,0.800,0,0,0
cached5072-off,4397,844.300,1408.700,233.400,52.300,0.600,0,0,0
cached5072-off,4398,826.100,1471.500,245.000,59.300,0.400,0,0,0
cached5072-off,4399,849.900,1548.600,262.800,56.900,0.300,0,0,0
cached5072-off,4400,997.300,1716.700,262.800,63.600,0.200,0,0,0
cached5072-off,4401,842.900,1521.600,265.900,57.500,0.300,0,0,0
cached5072-off,4402,842.100,1504.600,275.900,56.400,0.300,0,0,0
cached5072-off,4403,836.400,1511.400,271.900,56.900,0.400,0,0,0
cached5072-off,4404,857.000,1529.000,289.600,58.700,0.400,0,0,0
cached5072-off,4405,856.800,1533.200,300.600,57.500,0.400,0,0,0
cached5072-off,4406,838.000,1856.000,293.700,59.900,0.400,0,0,0
cached5072-off,4407,945.600,1617.100,298.600,56.500,0.300,0,0,0
cached5072-off,4408,823.200,1541.100,294.600,56.300,0.400,0,0,0
cached5072-off,4409,835.200,1550.200,293.800,59.200,0.400,0,0,0
cached5072-off,4410,825.900,1605.100,259.500,55.200,0.200,0,0,0
cached5072-off,4411,849.000,1426.800,236.000,52.400,0.200,0,0,0
cached5072-off,4412,850.200,1381.300,207.700,52.700,0.500,0,0,0
cached5072-off,4413,832.700,1364.200,186.100,50.800,0.300,0,0,0
cached5072-off,4414,835.000,1352.500,163.400,52.100,0.300,0,0,0
cached5072-off,4415,856.700,1343.500,153.100,54.700,0.400,0,0,0
cached5072-off,4416,846.300,1338.900,156.800,52.200,0.300,0,0,0
cached5072-off,4417,857.600,1316.900,126.600,52.900,0.400,0,0,0
cached5072-off,4418,862.500,1429.300,100.200,56.300,0.400,0,0,0
cached5072-off,4419,861.400,1289.000,82.100,54.800,0.400,0,0,0
cached5072-off,4420,853.600,1252.400,52.700,52.000,0.400,0,0,0
cached5072-off,4421,860.000,1240.500,45.700,53.100,0.400,0,0,0
cached5072-off,4422,835.400,1237.700,35.700,49.700,0.400,0,0,0
cached5072-off,4423,875.400,1235.700,37.400,53.600,0.500,0,0,0
cached5072-off,4424,848.500,1247.300,55.600,49.400,0.400,0,0,0
cached5072-off,4425,856.600,1207.900,24.600,51.800,0.400,0,0,0
cached5072-off,4426,843.100,1260.200,17.700,46.600,0.200,0,0,0
cached5072-off,4427,847.000,1201.500,11.800,46.200,0.400,0,0,0
cached5072-off,4428,846.500,1178.700,13.300,50.500,0.300,0,0,0
cached5072-off,4429,833.600,1203.400,14.000,49.000,0.400,0,0,0
cached5072-off,4430,922.400,1180.900,14.400,52.200,0.500,0,0,0
cached5072-off,4431,838.600,1214.700,8.700,48.100,0.200,0,0,0
cached5072-off,4432,855.800,1193.100,18.200,51.700,0.400,0,0,0
cached5072-off,4433,854.600,1151.500,15.900,52.400,0.400,0,0,0
cached5072-off,4434,821.400,1113.300,11.100,52.700,0.300,0,0,0
cached5072-off,4435,850.900,1112.700,12.400,45.900,0.700,0,0,0
cached5072-off,4436,841.100,1108.100,14.000,46.200,0.200,0,0,0
cached5072-off,4437,833.900,1098.300,13.300,48.300,0.400,0,0,0
cached5072-off,4438,887.800,1080.200,11.600,46.400,0.400,0,0,0
cached5072-off,4439,891.200,1097.200,10.800,49.800,0.400,0,0,0
cached5072-off,4440,828.300,1070.000,6.400,44.800,0.400,0,0,0
cached5072-off,4441,851.300,1085.100,10.000,48.400,0.400,0,0,0
cached5072-off,4442,842.800,1075.600,9.100,51.800,0.300,0,0,0
cached5072-off,4443,833.800,1076.400,14.500,55.200,0.400,0,0,0
cached5072-off,4444,873.400,1335.600,13.100,48.400,0.500,0,0,0
cached5072-off,4445,883.200,1123.800,11.600,53.000,0.600,0,0,0
cached5072-off,4446,881.300,1078.200,12.800,48.400,0.300,0,0,0
cached5072-off,4447,841.300,1065.400,11.600,46.500,0.400,0,0,0
cached5072-off,4448,852.400,1074.900,13.300,46.400,0.300,0,0,0
cached5072-off,4449,838.400,1075.800,14.400,47.200,0.400,0,0,0
cached5072-off,4450,850.000,1073.800,10.900,47.100,0.200,0,0,0
cached5072-off,4451,909.500,1082.800,9.500,45.000,0.300,0,0,0
cached5072-off,4452,866.700,1071.900,10.800,45.200,0.600,0,0,0
cached5072-off,4453,939.400,1123.300,12.800,56.500,0.400,0,0,0
cached5072-off,4454,863.800,1080.900,12.200,45.900,0.400,0,0,0
cached5072-off,4455,845.900,1142.300,15.400,51.300,0.400,0,0,0
cached5072-off,4456,845.000,1110.900,13.500,47.800,0.300,0,0,0
cached5072-off,4457,831.500,1126.600,12.200,52.900,0.400,0,0,0
cached5072-off,4458,860.200,1132.400,16.600,49.800,0.400,0,0,0
cached5072-off,4459,828.900,1138.800,14.700,51.100,0.800,0,0,0
cached5072-off,4460,842.900,1138.700,16.400,46.500,0.300,0,0,0
cached5072-off,4461,834.800,1168.500,10.900,47.000,0.400,0,0,0
cached5072-off,4462,835.200,1141.600,10.000,46.900,0.600,0,0,0
cached5072-off,4463,838.600,1164.000,13.300,47.100,0.300,0,0,0
cached5072-off,4464,839.000,1179.900,12.600,46.200,0.600,0,0,0
cached5072-off,4465,890.500,1193.200,14.200,47.500,0.300,0,0,0
cached5072-off,4466,957.200,1180.300,17.300,49.700,0.400,0,0,0
cached5072-off,4467,834.700,1191.500,13.500,46.900,0.300,0,0,0
cached5072-off,4468,850.800,1182.900,19.200,47.600,0.400,0,0,0
cached5072-off,4469,823.100,1309.900,23.300,53.300,0.400,0,0,0
cached5072-off,4470,1068.500,1418.200,37.300,50.500,0.400,0,0,0
cached5072-off,4471,825.300,1307.600,60.000,49.800,0.400,0,0,0
cached5072-off,4472,837.300,1229.300,45.800,49.800,0.400,0,0,0
cached5072-off,4473,845.300,1265.800,39.000,47.100,0.300,0,0,0
cached5072-off,4474,932.300,1354.000,44.300,56.700,0.600,0,0,0
cached5072-off,4475,823.600,1241.800,52.700,47.100,0.300,0,0,0
cached5072-off,4476,854.600,1230.400,57.600,47.700,0.400,0,0,0
cached5072-off,4477,835.800,1244.300,65.600,46.400,0.300,0,0,0
cached5072-off,4478,860.200,1568.100,93.900,57.200,0.400,0,0,0
cached5072-off,4479,846.000,1358.900,96.800,55.800,0.200,0,0,0
cached5072-off,4480,839.900,1341.900,164.800,51.200,0.300,0,0,0
cached5072-off,4481,851.600,1357.600,166.000,261.700,0.400,0,0,0
cached5072-off,4482,941.500,1485.200,192.400,76.600,0.700,0,0,0
cached5072-off,4483,857.600,1399.500,206.500,56.300,0.400,0,0,0
cached5072-off,4484,841.900,1440.900,227.900,58.600,0.500,0,0,0
cached5072-off,4485,837.900,1453.800,234.900,59.600,0.300,0,0,0
cached5072-off,4486,864.100,1484.400,259.100,64.100,0.600,0,0,0
cached5072-off,4487,856.500,1464.500,267.900,55.300,0.500,0,0,0
cached5072-off,4488,851.300,1457.000,261.000,62.000,0.300,0,0,0
cached5072-off,4489,835.800,1469.900,259.900,53.900,0.300,0,0,0
cached5072-off,4490,842.400,1459.700,267.000,58.300,0.300,0,0,0
cached5072-off,4491,839.300,1483.700,261.500,55.300,0.500,0,0,0
cached5072-off,4492,847.700,1489.200,281.300,55.300,0.300,0,0,0
cached5072-off,4493,910.800,1580.900,281.000,59.800,0.900,0,0,0
cached5072-off,4494,847.000,1508.600,294.100,60.900,0.700,0,0,0
cached5072-off,4495,866.000,1551.300,278.300,57.700,0.300,0,0,0
cached5072-off,4496,848.200,1568.000,279.000,61.200,0.400,0,0,0
cached5072-off,4497,863.200,1578.200,279.500,55.900,0.200,0,0,0
cached5072-off,4498,843.800,1502.800,279.400,54.400,0.300,0,0,0
cached5072-off,4499,855.800,1514.500,280.000,55.600,0.300,0,0,0
cached5072-off,4500,912.100,1498.200,279.400,56.000,0.300,0,0,0
cached5072-off,4501,901.100,1539.900,284.500,57.300,0.400,0,0,0
cached5072-off,4502,846.800,1504.800,278.700,54.500,0.300,0,0,0
cached5072-off,4503,855.700,1584.400,279.400,60.700,0.400,0,0,0
cached5072-off,4504,846.400,1565.500,278.700,57.200,0.400,0,0,0
cached5072-off,4505,836.300,1526.300,283.600,54.800,0.400,0,0,0
cached5072-off,4506,997.200,1572.200,283.100,59.200,0.300,0,0,0
cached5072-off,4507,841.100,1522.300,283.100,57.700,0.400,0,0,0
cached5072-off,4509,846.200,1576.600,279.700,56.500,0.400,0,0,0
cached5072-off,4510,822.400,1497.000,277.400,57.000,0.600,0,0,0
cached5072-off,4511,832.000,1521.500,274.900,57.100,0.300,0,0,0
cached5072-off,4512,848.800,1511.900,275.600,58.700,0.400,0,0,0
cached5072-off,4513,841.300,1639.000,276.400,64.500,0.600,0,0,0
cached5072-off,4514,844.500,1507.100,268.400,57.400,0.300,0,0,0
cached5072-off,4515,830.400,1504.500,256.900,58.800,0.500,0,0,0
cached5072-off,4516,846.500,1510.000,263.200,59.600,0.500,0,0,0
cached5072-off,4517,841.400,1479.700,264.700,54.900,0.300,0,0,0
cached5072-off,4518,843.500,1475.500,262.100,56.300,0.700,0,0,0
cached5072-off,4519,840.200,1475.700,262.100,55.300,0.300,0,0,0
cached5072-off,4520,862.500,1494.000,264.900,57.900,0.800,0,0,0
cached5072-off,4521,836.200,1482.800,259.700,57.200,0.300,0,0,0
cached5072-off,4522,833.800,1479.100,293.800,57.300,0.300,0,0,0
cached5072-off,4523,834.200,1461.300,269.900,54.300,0.400,0,0,0
cached5072-off,4524,835.700,1456.000,278.500,53.800,0.300,0,0,0
cached5072-off,4525,835.700,1466.300,262.600,52.000,0.300,0,0,0
cached5072-off,4526,854.400,1446.100,259.400,58.700,0.600,0,0,0
cached5072-off,4527,833.200,1498.900,274.700,57.200,0.300,0,0,0
cached5072-off,4528,883.600,1528.000,248.300,60.100,0.400,0,0,0
cached5072-off,4529,922.100,1184.800,35.900,52.200,0.500,0,0,0
cached5072-off,4530,841.200,1179.700,32.100,47.800,0.400,0,0,0
cached5072-off,4531,850.200,1136.400,32.700,42.800,0.300,0,0,0
cached5072-off,4532,980.100,1213.100,37.200,64.700,0.500,0,0,0
cached5072-off,4533,1045.300,1153.500,35.000,45.100,0.300,0,0,0
cached5072-off,4534,892.600,1168.600,24.200,47.700,0.500,0,0,0
cached5072-off,4535,903.000,1218.900,15.300,65.200,0.500,0,0,0
cached5072-off,4536,858.800,1108.000,12.900,45.900,0.300,0,0,0
cached5072-off,4537,841.000,1098.600,13.700,42.600,0.300,0,0,0
cached5072-off,4538,827.600,1105.000,13.300,43.700,0.300,0,0,0
cached5072-off,4539,850.200,1125.900,31.300,43.800,0.400,0,0,0
cached5072-off,4540,826.300,1122.200,37.800,43.200,0.700,0,0,0
cached5072-off,4541,823.200,1117.400,27.400,43.800,0.300,0,0,0
cached5072-off,4542,848.900,1082.000,18.000,46.600,0.300,0,0,0
cached5072-off,4543,882.100,1103.700,31.700,45.900,0.200,0,0,0
cached5072-off,4544,831.200,1135.000,22.200,54.500,0.300,0,0,0
cached5072-off,4545,862.700,1119.800,34.200,50.400,0.300,0,0,0
cached5072-off,4546,893.200,1109.000,27.600,47.900,0.400,0,0,0
cached5072-off,4547,865.500,1074.700,13.400,48.400,0.400,0,0,0
cached5072-off,4548,869.400,1145.200,14.600,49.400,0.300,0,0,0
cached5072-off,4549,871.300,1110.000,13.800,50.700,0.400,0,0,0
cached5072-off,4550,857.300,1088.700,13.300,45.600,0.400,0,0,0
cached5072-off,4551,945.600,1092.100,8.200,45.700,0.200,0,0,0
cached5072-off,4552,849.000,1068.800,8.000,45.000,0.900,0,0,0
